subject,strategy,condition,l_length,pres_rate,ncr,total_irt,irt_h1,irt_h2,irt_delta,ncr_bin
A2E5PV1BHNG67N,ns,20-1,20.0,1000.0,7,35224.2833331426,11574.08333357175,19010.29999979337,7436.216666221619,3
A2E5PV1BHNG67N,ns,20-1,20.0,1000.0,8,48312.599999427795,28685.200000286102,19627.399999141693,-9057.80000114441,4
A2E5PV1BHNG67N,ns,20-1,20.0,1000.0,9,40454.099999427795,19960.599999904633,16775.39999961853,-3185.2000002861023,4
A2FQVRBXJZQAWT,prim,20-1,20.0,1000.0,6,61470.5,45196.5,16274.0,-28922.5,3
A2FQVRBXJZQAWT,prim,20-1,20.0,1000.0,7,43710.25,17161.5,17910.25,748.75,3
A2FQVRBXJZQAWT,prim,20-1,20.0,1000.0,8,46618.5,29183.0,17435.5,-11747.5,4
A2FQVRBXJZQAWT,prim,20-1,20.0,1000.0,9,40878.83333333333,18470.833333333336,16947.0,-1523.8333333333333,4
A2FQVRBXJZQAWT,prim,20-1,20.0,1000.0,10,42173.75,23689.5,18484.25,-5205.25,5
A2FQVRBXJZQAWT,prim,20-1,20.0,1000.0,11,55701.0,18844.0,28881.0,10037.0,5
A2FQVRBXJZQAWT,prim,20-1,20.0,1000.0,12,56711.0,30017.0,26694.0,-3323.0,6
A2FQVRBXJZQAWT,prim,20-1,20.0,1000.0,13,57740.333333333336,24042.333333333332,30180.666666666668,6138.333333333333,6
A2FQVRBXJZQAWT,prim,20-1,20.0,1000.0,14,60264.5,29441.5,30823.0,1381.5,7
A2FQVRBXJZQAWT,prim,20-1,20.0,1000.0,15,57650.0,25877.0,29565.5,3688.5,7
A2GM1ZIBRBHBK7,ns,20-1,20.0,1000.0,3,13824.50000011921,0.0,7528.649999976158,7528.649999976158,1
A2GM1ZIBRBHBK7,ns,20-1,20.0,1000.0,5,18377.82083331545,4881.124999960263,8341.625000049671,3460.500000089407,2
A2GM1ZIBRBHBK7,ns,20-1,20.0,1000.0,6,20570.64166678985,12766.533333400885,7804.108333388965,-4962.425000011921,3
A2GM1ZIBRBHBK7,ns,20-1,20.0,1000.0,7,22775.077083170414,6768.906249985099,12113.206249942381,5344.299999957283,3
A2GM1ZIBRBHBK7,ns,20-1,20.0,1000.0,8,23532.39999992649,14130.949999968212,9401.449999958277,-4729.5000000099335,4
A2GM1ZIBRBHBK7,ns,20-1,20.0,1000.0,9,37012.699999809265,18423.99999976158,12869.5,-5554.499999761581,4
A2ONILC0LZKG6Y,rec,20-1,20.0,1000.0,8,43146.25,16381.75,26764.5,10382.75,4
A2ONILC0LZKG6Y,rec,20-1,20.0,1000.0,9,33773.0,9291.333333333334,22132.0,12840.666666666666,4
A2ONILC0LZKG6Y,rec,20-1,20.0,1000.0,10,57665.5,13262.0,44403.5,31141.5,5
A2ONILC0LZKG6Y,rec,20-1,20.0,1000.0,11,49178.5,12490.25,33835.916666666664,21345.666666666668,5
A2ONILC0LZKG6Y,rec,20-1,20.0,1000.0,12,47984.333333333336,14352.666666666666,33631.666666666664,19279.0,6
A2ONILC0LZKG6Y,rec,20-1,20.0,1000.0,13,61431.166666666664,15135.208333333332,42585.666666666664,27450.458333333332,6
A2ONILC0LZKG6Y,rec,20-1,20.0,1000.0,14,40885.75,16452.5,24433.25,7980.75,7
A2ONILC0LZKG6Y,rec,20-1,20.0,1000.0,15,62540.375,18362.25,41972.0,23609.75,7
A2ONILC0LZKG6Y,rec,20-1,20.0,1000.0,16,51933.0,19183.0,32750.0,13567.0,8
A2QX1SJXQN1NV1,prim,20-1,20.0,1000.0,3,40130.0,0.0,30393.0,30393.0,1
A2QX1SJXQN1NV1,prim,20-1,20.0,1000.0,4,36849.66666666667,23334.166666666664,13515.5,-9818.666666666666,2
A2QX1SJXQN1NV1,prim,20-1,20.0,1000.0,5,49093.833333333336,6361.166666666667,33303.833333333336,26942.666666666668,2
A2QX1SJXQN1NV1,prim,20-1,20.0,1000.0,6,52420.33333333333,18073.333333333336,34347.0,16273.666666666666,3
A2QX1SJXQN1NV1,prim,20-1,20.0,1000.0,7,55573.125,22624.5,25748.5,3124.0,3
A2QX1SJXQN1NV1,prim,20-1,20.0,1000.0,8,54880.0,29932.75,24947.25,-4985.5,4
A2QY653X9531JP,ns,20-1,20.0,1000.0,3,14514.399999380112,0.0,10371.799999713898,10371.799999713898,1
A2QY653X9531JP,ns,20-1,20.0,1000.0,4,21343.43333339691,16135.233333428701,5208.199999968211,-10927.03333346049,2
A2QY653X9531JP,ns,20-1,20.0,1000.0,5,24620.83333317439,6163.066666603089,12218.23333311081,6055.16666650772,2
A2QY653X9531JP,ns,20-1,20.0,1000.0,6,38743.75416666269,17739.458333432674,21004.29583323002,3264.837499797344,3
A2QY653X9531JP,ns,20-1,20.0,1000.0,7,39769.08124985695,11099.684583324193,22981.27041654388,11881.585833219688,3
A2QY653X9531JP,ns,20-1,20.0,1000.0,8,44556.44999965032,19124.849999745686,25431.599999904633,6306.750000158946,4
A2QY653X9531JP,ns,20-1,20.0,1000.0,9,45285.666667461395,14171.133333683014,26051.76666688919,11880.633333206177,4
A2QY653X9531JP,ns,20-1,20.0,1000.0,10,52886.70000052452,26433.85000038147,26452.85000014305,18.99999976158142,5
A2QY653X9531JP,ns,20-1,20.0,1000.0,11,47971.500000953674,16353.700000286102,28401.300000667572,12047.60000038147,5
A2QY653X9531JP,ns,20-1,20.0,1000.0,12,57562.300000190735,23188.900000572205,34373.39999961853,11184.499999046326,6
A2RBF3IIJP15IH,rec,20-1,20.0,1000.0,4,8575.700000286102,3845.300000190735,4730.400000095367,885.0999999046326,2
A2RBF3IIJP15IH,rec,20-1,20.0,1000.0,5,12356.54166696469,2062.141666730245,4535.383333444595,2473.2416667143502,2
A2RBF3IIJP15IH,rec,20-1,20.0,1000.0,6,25566.629166627925,8076.524999961257,17490.104166666668,9413.579166705409,3
A2RBF3IIJP15IH,rec,20-1,20.0,1000.0,7,14740.504375012964,3541.6656249336897,8649.982500039414,5108.316875105724,3
A2RBF3IIJP15IH,rec,20-1,20.0,1000.0,8,13987.575000315905,8306.537500202656,5681.037500113249,-2625.500000089407,4
A2RBF3IIJP15IH,rec,20-1,20.0,1000.0,9,44263.40000009537,5403.600000023842,32896.500000059605,27492.900000035763,4
A2RWLFIP23FZA7,prim,20-1,20.0,1000.0,4,20396.174999999814,12482.049999999814,7914.125,-4567.924999999814,2
A2RWLFIP23FZA7,prim,20-1,20.0,1000.0,6,28912.738888890173,13578.199999999566,15334.538888890607,1756.3388888910422,3
A2RWLFIP23FZA7,prim,20-1,20.0,1000.0,7,20988.406250001706,6771.0000000001555,11327.98125000174,4556.981250001583,3
A2RWLFIP23FZA7,prim,20-1,20.0,1000.0,8,32112.21250000072,13051.399999999907,19060.812500000815,6009.412500000908,4
A2RWLFIP23FZA7,prim,20-1,20.0,1000.0,9,30248.958333331782,9751.050000000434,16361.749999997826,6610.699999997392,4
A2RWLFIP23FZA7,prim,20-1,20.0,1000.0,10,24413.89999999975,11964.449999997392,12449.45000000236,485.00000000496703,5
A2RWLFIP23FZA7,prim,20-1,20.0,1000.0,11,27448.224999997532,10537.275000000605,13590.07499999716,3052.799999996554,5
A2RWLFIP23FZA7,prim,20-1,20.0,1000.0,13,26865.200000004843,11059.500000001863,13395.500000003725,2336.0000000018626,6
A2SBZCFAVT83GN,rec,20-1,20.0,1000.0,4,17655.0,14279.5,3375.5,-10904.0,2
A2SBZCFAVT83GN,rec,20-1,20.0,1000.0,5,12201.0,2671.0,5580.0,2909.0,2
A2SBZCFAVT83GN,rec,20-1,20.0,1000.0,6,35271.0,22697.5,12573.5,-10124.0,3
A2SBZCFAVT83GN,rec,20-1,20.0,1000.0,7,38176.38888888888,9180.666666666666,20806.611111111113,11625.944444444445,3
A2SBZCFAVT83GN,rec,20-1,20.0,1000.0,8,31378.333333333332,18690.166666666668,12688.166666666666,-6002.0,4
A2SBZCFAVT83GN,rec,20-1,20.0,1000.0,9,40786.41666666667,17066.25,19154.333333333336,2088.083333333333,4
A2SBZCFAVT83GN,rec,20-1,20.0,1000.0,10,35445.5,19809.25,15636.25,-4173.0,5
A2SBZCFAVT83GN,rec,20-1,20.0,1000.0,11,43636.333333333336,13634.0,26030.333333333332,12396.333333333334,5
A2SBZCFAVT83GN,rec,20-1,20.0,1000.0,12,48357.5,25843.75,22513.75,-3330.0,6
A2SQGKP2REXOTN,prim,20-1,20.0,1000.0,3,16141.25,0.0,7007.75,7007.75,1
A2SQGKP2REXOTN,prim,20-1,20.0,1000.0,4,16549.5,9921.0,6628.5,-3292.5,2
A2SQGKP2REXOTN,prim,20-1,20.0,1000.0,5,23118.63333333333,4699.833333333333,12750.300000000001,8050.466666666667,2
A2SQGKP2REXOTN,prim,20-1,20.0,1000.0,6,24714.375,14823.27777777778,9891.09722222222,-4932.180555555556,3
A2SQGKP2REXOTN,prim,20-1,20.0,1000.0,7,33683.166666666664,11782.0,16119.666666666666,4337.666666666667,3
A2SQGKP2REXOTN,prim,20-1,20.0,1000.0,9,41821.0,13400.0,23227.0,9827.0,4
A2SQTRNQWDLU4F,ns,20-1,20.0,1000.0,3,20907.0,0.0,16532.0,16532.0,1
A2SQTRNQWDLU4F,ns,20-1,20.0,1000.0,4,35228.75,24600.25,10628.5,-13971.75,2
A2SQTRNQWDLU4F,ns,20-1,20.0,1000.0,5,47226.5,18640.25,18535.0,-105.25,2
A2SQTRNQWDLU4F,ns,20-1,20.0,1000.0,6,40204.95,24019.35,16185.6,-7833.75,3
A2SQTRNQWDLU4F,ns,20-1,20.0,1000.0,7,50222.0,14957.5,27216.75,12259.25,3
A2SQTRNQWDLU4F,ns,20-1,20.0,1000.0,8,57772.25,37099.0,20673.25,-16425.75,4
A2SQTRNQWDLU4F,ns,20-1,20.0,1000.0,9,53094.0,14625.0,25280.0,10655.0,4
A2SWQM5X54P1O5,ns,20-1,20.0,1000.0,6,20575.699999928474,10830.699999988079,9744.999999940395,-1085.7000000476837,3
A2SWQM5X54P1O5,ns,20-1,20.0,1000.0,7,16302.266666740179,3759.716666728258,10570.049999992054,6810.333333263794,3
A2SWQM5X54P1O5,ns,20-1,20.0,1000.0,8,24798.780357221407,10920.694642919516,13878.085714301893,2957.391071382378,4
A2SWQM5X54P1O5,ns,20-1,20.0,1000.0,9,24653.486250014605,5918.1729166607065,15082.777916684248,9164.605000023545,4
A2SWQM5X54P1O5,ns,20-1,20.0,1000.0,10,31052.046666626135,14766.396666651965,16285.649999974172,1519.2533333222073,5
A2SWQM5X54P1O5,ns,20-1,20.0,1000.0,11,39104.72499996424,12371.549999967217,23996.22500000894,11624.675000041723,5
A2TG5ESEOPXAHI,prim,20-1,20.0,1000.0,4,19048.699999809265,9268.49999988079,9780.199999928474,511.7000000476837,2
A2TG5ESEOPXAHI,prim,20-1,20.0,1000.0,6,32208.250000357628,17227.40000027418,14980.850000083447,-2246.550000190735,3
A2TG5ESEOPXAHI,prim,20-1,20.0,1000.0,7,39042.42083333929,16569.816666687526,14447.720833311478,-2122.09583337605,3
A2TG5ESEOPXAHI,prim,20-1,20.0,1000.0,8,41757.93166670998,24542.260000044105,17215.671666665872,-7326.588333378236,4
A2TG5ESEOPXAHI,prim,20-1,20.0,1000.0,9,51242.695833424725,17124.466666693486,24618.737500046693,7494.270833353202,4
A2TG5ESEOPXAHI,prim,20-1,20.0,1000.0,10,47877.61666651566,31601.866666595142,16275.749999920527,-15326.116666674614,5
A2TG5ESEOPXAHI,prim,20-1,20.0,1000.0,11,50111.93750010431,23957.275000035763,22815.237500056624,-1142.0374999791384,5
A2TG5ESEOPXAHI,prim,20-1,20.0,1000.0,12,52761.95000010729,28727.900000154972,24034.049999952316,-4693.850000202656,6
A2TG5ESEOPXAHI,prim,20-1,20.0,1000.0,14,53124.22500002384,28434.900000035763,24689.32499998808,-3745.5750000476837,7
A2V6E7SGEU0EFD,ns,20-1,20.0,1000.0,4,4967.583333329608,2439.9333333323398,2527.649999997268,87.71666666492804,2
A2V6E7SGEU0EFD,ns,20-1,20.0,1000.0,5,8054.744444431531,939.5888888811072,6159.277777784401,5219.688888903293,2
A2V6E7SGEU0EFD,ns,20-1,20.0,1000.0,6,11709.499999981374,4273.066666649965,7436.433333331408,3163.3666666814433,3
A2V6E7SGEU0EFD,ns,20-1,20.0,1000.0,7,17217.410000011325,3054.921666678538,11839.31416666607,8784.392499987533,3
A2V6E7SGEU0EFD,ns,20-1,20.0,1000.0,8,18931.28958332973,5698.3791666670395,13232.910416662693,7534.5312499956535,4
A2V6E7SGEU0EFD,ns,20-1,20.0,1000.0,9,25139.349999997765,4014.049999989569,19417.75000000745,15403.700000017881,4
A2VXT33Y2TQPOQ,prim,20-1,20.0,1000.0,4,34007.0,25919.0,8088.0,-17831.0,2
A2VXT33Y2TQPOQ,prim,20-1,20.0,1000.0,6,41242.0,22334.0,18908.0,-3426.0,3
A2VXT33Y2TQPOQ,prim,20-1,20.0,1000.0,7,38835.0,8170.333333333333,25103.333333333332,16933.0,3
A2VXT33Y2TQPOQ,prim,20-1,20.0,1000.0,8,33925.5,21795.5,12130.0,-9665.5,4
A2VXT33Y2TQPOQ,prim,20-1,20.0,1000.0,9,37393.125,13922.916666666666,18168.5,4245.583333333334,4
A2VXT33Y2TQPOQ,prim,20-1,20.0,1000.0,10,42384.541666666664,25251.583333333332,17132.958333333332,-8118.625,5
A2VXT33Y2TQPOQ,prim,20-1,20.0,1000.0,11,42455.055555555555,16475.277777777777,21897.166666666668,5421.888888888889,5
A2VXT33Y2TQPOQ,prim,20-1,20.0,1000.0,12,45390.666666666664,26130.666666666668,19260.0,-6870.666666666667,6
A2VXT33Y2TQPOQ,prim,20-1,20.0,1000.0,13,60550.0,24635.0,32602.5,7967.5,6
A2VXT33Y2TQPOQ,prim,20-1,20.0,1000.0,14,49393.0,24504.0,24889.0,385.0,7
A2XDWB9NVYI3LQ,rec,20-1,20.0,1000.0,4,18610.0,8700.0,9910.0,1210.0,2
A2XDWB9NVYI3LQ,rec,20-1,20.0,1000.0,5,24141.5,4281.0,12128.0,7847.0,2
A2XDWB9NVYI3LQ,rec,20-1,20.0,1000.0,6,21699.166666666668,12666.916666666668,9032.25,-3634.666666666667,3
A2XDWB9NVYI3LQ,rec,20-1,20.0,1000.0,7,33048.6,9299.65,19452.45,10152.8,3
A2XDWB9NVYI3LQ,rec,20-1,20.0,1000.0,8,27781.125,13293.375,14487.75,1194.375,4
A2XDWB9NVYI3LQ,rec,20-1,20.0,1000.0,9,32805.61111111112,12582.22222222222,15684.444444444445,3102.222222222222,4
A2XDWB9NVYI3LQ,rec,20-1,20.0,1000.0,10,37309.833333333336,22328.5,14981.333333333334,-7347.166666666667,5
A2XDWB9NVYI3LQ,rec,20-1,20.0,1000.0,11,45824.5,18621.0,23755.25,5134.25,5
A2XDWB9NVYI3LQ,rec,20-1,20.0,1000.0,12,44384.0,25228.0,19156.0,-6072.0,6
A3026HLELYNW7U,rec,20-1,20.0,1000.0,6,31909.5,19925.5,11984.0,-7941.5,3
A3026HLELYNW7U,rec,20-1,20.0,1000.0,7,29566.5,9850.0,13984.833333333332,4134.833333333333,3
A3026HLELYNW7U,rec,20-1,20.0,1000.0,8,40184.5,21149.0,19035.5,-2113.5,4
A3026HLELYNW7U,rec,20-1,20.0,1000.0,9,31867.916666666668,11877.333333333334,16534.416666666668,4657.083333333333,4
A3026HLELYNW7U,rec,20-1,20.0,1000.0,10,44082.333333333336,24743.05555555555,19339.277777777777,-5403.777777777777,5
A3026HLELYNW7U,rec,20-1,20.0,1000.0,11,46015.75,15472.166666666666,26579.833333333336,11107.666666666668,5
A3026HLELYNW7U,rec,20-1,20.0,1000.0,12,50014.75,24484.175,25530.575,1046.4,6
A3026HLELYNW7U,rec,20-1,20.0,1000.0,13,45837.0,21635.875,21894.125,258.25,6
A3026HLELYNW7U,rec,20-1,20.0,1000.0,14,45462.0,22312.0,23150.0,838.0,7
A3026HLELYNW7U,rec,20-1,20.0,1000.0,15,51144.0,19495.0,24789.0,5294.0,7
A3026HLELYNW7U,rec,20-1,20.0,1000.0,16,43614.0,20651.0,22963.0,2312.0,8
A351P2O6QGTCS,rec,20-1,20.0,1000.0,3,15039.600000023842,0.0,8399.600000023842,8399.600000023842,1
A351P2O6QGTCS,rec,20-1,20.0,1000.0,4,14881.250000014901,4322.075000017881,10559.17499999702,6237.099999979138,2
A351P2O6QGTCS,rec,20-1,20.0,1000.0,5,34903.29999999205,2011.166666706403,29136.466666658718,27125.299999952316,2
A351P2O6QGTCS,rec,20-1,20.0,1000.0,6,30201.18833336234,8329.333333339293,21871.855000023046,13542.521666683753,3
A351P2O6QGTCS,rec,20-1,20.0,1000.0,7,52373.90000003576,3085.899999976158,40826.700000047684,37740.800000071526,3
A351P2O6QGTCS,rec,20-1,20.0,1000.0,8,48751.80000013113,23796.175000101328,24955.625000029802,1159.4499999284744,4
A351P2O6QGTCS,rec,20-1,20.0,1000.0,9,52297.53333322207,18431.83333337307,31540.533333222073,13108.699999849001,4
A351P2O6QGTCS,rec,20-1,20.0,1000.0,10,47799.56000002623,20325.760000026225,27473.8,7148.039999973774,5
A351P2O6QGTCS,rec,20-1,20.0,1000.0,11,60272.099999666214,19412.89999985695,35932.99999988079,16520.100000023842,5
A351P2O6QGTCS,rec,20-1,20.0,1000.0,13,77058.90000009537,21623.200000047684,53118.700000047684,31495.5,6
A39R5EBK7W916X,ns,20-1,20.0,1000.0,5,50532.699999928474,14207.75,22566.32499998808,8358.574999988079,2
A39R5EBK7W916X,ns,20-1,20.0,1000.0,6,41865.875,26893.099999934435,14972.775000065565,-11920.32499986887,3
A39R5EBK7W916X,ns,20-1,20.0,1000.0,7,45817.474999934435,17906.899999946356,21205.924999952316,3299.0250000059605,3
A39R5EBK7W916X,ns,20-1,20.0,1000.0,8,57660.10833328962,31940.99166663488,25719.116666654747,-6221.874999980131,4
A3D9PJ37U7LCHE,ns,20-1,20.0,1000.0,3,20691.125000047683,0.0,10921.49500001073,10921.49500001073,1
A3D9PJ37U7LCHE,ns,20-1,20.0,1000.0,4,24815.373333247506,12231.30000003179,12584.073333215712,352.77333318392465,2
A3D9PJ37U7LCHE,ns,20-1,20.0,1000.0,5,24834.972222235472,5360.699999954965,13011.783333354528,7651.0833333995615,2
A3D9PJ37U7LCHE,ns,20-1,20.0,1000.0,6,30521.5,17916.549999952316,12604.950000047684,-5311.599999904633,3
A3D9PJ37U7LCHE,ns,20-1,20.0,1000.0,7,34206.27499985695,8585.674999892712,18946.650000035763,10360.975000143051,3
A3D9PJ37U7LCHE,ns,20-1,20.0,1000.0,8,33636.06666662296,19128.950000027817,14507.116666595142,-4621.833333432674,4
A3D9PJ37U7LCHE,ns,20-1,20.0,1000.0,9,31593.912500292063,12581.95000013709,14451.037500202656,1869.087500065565,4
A3D9PJ37U7LCHE,ns,20-1,20.0,1000.0,10,35944.70000014703,18383.366666833557,17561.333333313465,-822.0333335200946,5
A3D9PJ37U7LCHE,ns,20-1,20.0,1000.0,11,43516.75000011921,13167.00000011921,25832.549999952316,12665.549999833107,5
A3EVXSWHYA1PTT,rec,20-1,20.0,1000.0,3,7003.4000000003725,0.0,4747.200000001118,4747.200000001118,1
A3EVXSWHYA1PTT,rec,20-1,20.0,1000.0,11,73777.70000000112,16273.699999999255,54389.00000000186,38115.30000000261,5
A3EVXSWHYA1PTT,rec,20-1,20.0,1000.0,13,36129.20000001788,20940.70000001788,13184.60000000894,-7756.100000008941,6
A3EVXSWHYA1PTT,rec,20-1,20.0,1000.0,14,43180.44999997318,21673.749999962747,21506.70000001043,-167.04999995231628,7
A3EVXSWHYA1PTT,rec,20-1,20.0,1000.0,15,53590.07499997411,23637.974999982398,28135.64999999199,4497.675000009593,7
A3EVXSWHYA1PTT,rec,20-1,20.0,1000.0,16,75592.17999999883,32655.31999999893,42936.8599999999,10281.540000000969,8
A3EVXSWHYA1PTT,rec,20-1,20.0,1000.0,17,63824.41249999078,23986.445833313435,34472.41666667055,10485.970833357114,8
A3EVXSWHYA1PTT,rec,20-1,20.0,1000.0,18,70183.97916668064,24592.20416667033,45591.775000010304,20999.570833339978,9
