subject,condition,l_length,pres_rate,sp_1,sp_2,sp_3,sp_4,sp_5,sp_6,sp_7,sp_8,sp_9,sp_10,sp_11,sp_12,sp_13,sp_14,sp_15,sp_16,sp_17,sp_18,sp_19,sp_20,sp_21,sp_22,sp_23,sp_24,sp_25,sp_26,sp_27,sp_28,sp_29,sp_30,sp_31,sp_32,sp_33,sp_34,sp_35,sp_36,sp_37,sp_38,sp_39,sp_40
A111FTKAAJ5UMC,20-1,20.0,1000.0,0.6458333333333334,0.1875,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A11EZAV2HRYKD5,20-1,20.0,1000.0,0.5814393939393939,0.1875,0.043560606060606064,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A157L6Z8QU3SDE,20-1,20.0,1000.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0625,0.08333333333333333,0.10416666666666666,0.39583333333333337,0.3125,,,,,,,,,,,,,,,,,,,,
A16GIPTDMJAFTK,20-1,20.0,1000.0,0.16666666666666666,0.125,0.0625,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.10416666666666666,0.27083333333333337,,,,,,,,,,,,,,,,,,,,
A17R7WX5B0CKK6,20-1,20.0,1000.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.0,0.08333333333333333,0.10416666666666666,0.5208333333333334,,,,,,,,,,,,,,,,,,,,
A17WB66BXX4R0J,20-1,20.0,1000.0,0.6458333333333334,0.20833333333333331,0.041666666666666664,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A19QRXLWV5GKXN,20-1,20.0,1000.0,0.041666666666666664,0.0625,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,0.0,0.0625,0.0,0.10416666666666666,0.125,0.14583333333333331,0.29166666666666663,,,,,,,,,,,,,,,,,,,,
A1CKIYN01NV9GJ,20-1,20.0,1000.0,0.08333333333333333,0.0,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.0,0.08333333333333333,0.0,0.0,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.0,0.125,0.125,0.08333333333333333,0.125,0.041666666666666664,,,,,,,,,,,,,,,,,,,,
A1HLDOM6JTYYI2,20-1,20.0,1000.0,0.7708333333333333,0.0,0.041666666666666664,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.020833333333333332,0.08333333333333333,,,,,,,,,,,,,,,,,,,,
A1HR8IRDC07FO9,20-1,20.0,1000.0,0.35416666666666663,0.14583333333333334,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.125,0.020833333333333332,,,,,,,,,,,,,,,,,,,,
A1J6CZ176U6GDT,20-1,20.0,1000.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.6458333333333334,,,,,,,,,,,,,,,,,,,,
A1J9VZ372FV2QZ,20-1,20.0,1000.0,0.0625,0.0,0.0,0.020833333333333332,0.0,0.0,0.020833333333333332,0.041666666666666664,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.10416666666666666,0.12499999999999999,0.3125,,,,,,,,,,,,,,,,,,,,
