subject,strategy,condition,l_length,pres_rate,fwd,bwd,asym
A1Q0G8JA5EZ8EI,rec,30-1,30.0,1000.0,0.20116833964127037,0.21898742920292857,-0.017819089561658202
A1SLJKNSNHOJRN,rec,30-1,30.0,1000.0,0.3119405656999642,0.22256164887743835,0.08937891682252584
A1T2P6E67251U5,prim,30-1,30.0,1000.0,0.6090213368306231,0.02418707606711527,0.5848342607635079
A1U4WS9KJMADV,rec,30-1,30.0,1000.0,0.11864912714097496,0.08668730650154799,0.03196182063942697
A1X4T3QSIE8YYX,prim,30-1,30.0,1000.0,0.590974291073596,0.020949469519870527,0.5700248215537255
A225J5T6WHO2MG,prim,30-1,30.0,1000.0,0.4032269907657604,0.0,0.4032269907657604
A23KDD6OPM4NJ0,prim,30-1,30.0,1000.0,0.39634646962233167,0.010416666666666666,0.38592980295566504
A25Y3D2Y2DR8WM,prim,30-1,30.0,1000.0,0.39022715202747726,0.07964540049913367,0.3105817515283436
A26XKTGGGYBI4J,prim,30-1,30.0,1000.0,0.3410416072088104,0.017605311355311355,0.32343629585349903
A28OD52SMLYQ16,rec,30-1,30.0,1000.0,0.139033797039415,0.1792701321342595,-0.04023633509484447
A28TA25NJGLL3Y,prim,30-1,30.0,1000.0,0.3793172267950085,0.036217948717948714,0.3430992780770598
A28ZPY6D5AS7GZ,ns,30-1,30.0,1000.0,0.4764328808446456,0.13809523809523808,0.3383376427494074
A2ASRB2MTHDHPD,prim,30-1,30.0,1000.0,0.8050707171196402,0.0,0.8050707171196402
A2BUHMLNE3LUU0,ns,30-1,30.0,1000.0,0.10516542787429614,0.11165223665223664,-0.006486808777940514
A2E2SLXF4KQ3S1,prim,30-1,30.0,1000.0,0.6970028073286052,0.0037313432835820895,0.693271464045023
A2FJIZUHR6E4EZ,prim,30-1,30.0,1000.0,0.6212335346874599,0.134107027724049,0.48712650696341087
A2G2T6EMXAOKMS,rec,30-1,30.0,1000.0,0.42415690597583944,0.08866321648276536,0.33549368949307407
A2GRA6N98ZPIQ1,prim,30-1,30.0,1000.0,0.6670698682072576,0.029709507042253523,0.637360361165004
A2IKLJWU2OJ1YX,prim,30-1,30.0,1000.0,0.33325289575289574,0.013623188405797102,0.31962970734709867
A2K5AXCSY703CU,ns,30-1,30.0,1000.0,0.22358674463937622,0.014084507042253521,0.2095022375971227
A2MV1R6YYOIO30,prim,30-1,30.0,1000.0,0.28347741123476417,0.058226495726495735,0.22525091550826845
A2NU82V08QSPCC,prim,30-1,30.0,1000.0,0.027444849748132705,0.007620769826918109,0.0198240799212146
A2NY0VWEWDULC6,rec,30-1,30.0,1000.0,0.11162916779615072,0.12278610507923271,-0.011156937283081987
A2OFVEA8BEJDZN,ns,30-1,30.0,1000.0,0.2283922171018945,0.09498081841432225,0.13341139868757226
A2P83PY6P7ECM5,ns,30-1,30.0,1000.0,0.5080136402387042,0.09860012172854533,0.40941351851015884
A2PUL3ZDXOW0VZ,rec,30-1,30.0,1000.0,0.18827168548578851,0.10982856029612313,0.07844312518966538
A2ROI30AQITC3V,ns,30-1,30.0,1000.0,0.06282005283929679,0.0658367792796474,-0.0030167264403506196
A2VZN8J53Y5WYR,prim,30-1,30.0,1000.0,0.7204088701704476,0.008547632963179428,0.7118612372072682
A2XMRJKCNKLL4E,ns,30-1,30.0,1000.0,0.222222937480688,0.05567681720600386,0.16654612027468413
A2Y0VM8BAF0RMT,ns,30-1,30.0,1000.0,0.15488883378791635,0.021505376344086023,0.13338345744383034
A2ZGAH6NOSU2PO,rec,30-1,30.0,1000.0,0.15546811945117028,0.2330357142857143,-0.07756759483454398
A30DHHAL100LZR,ns,30-1,30.0,1000.0,0.5682772277227723,0.04898550724637681,0.5192917204763954
A31SZFE8M7YK0S,ns,30-1,30.0,1000.0,0.13490460157126824,0.1329055022161518,0.0019990993551164404
A34DYM8J0X5VK,rec,30-1,30.0,1000.0,0.29601410931141003,0.1191198030154575,0.1768943062959525
A36IB78C6MVA3,prim,30-1,30.0,1000.0,0.4883879781420765,0.011111111111111112,0.4772768670309654
A389Y151TAJ4XG,ns,30-1,30.0,1000.0,0.28653530377668307,0.27054940673361727,0.015985897043065814
A3AY0315YWWNXY,rec,30-1,30.0,1000.0,0.5261808095924325,0.23590486904349833,0.29027594054893413
A3EUH97BRHRSI6,rec,30-1,30.0,1000.0,0.16672756956556206,0.09707602339181286,0.06965154617374922
A3I97794CB5SUO,rec,30-1,30.0,1000.0,0.343019962003171,0.0803618358098388,0.2626581261933322
A3RVHUY67SVXQV,ns,30-1,30.0,1000.0,0.5185323561866583,0.11030561082249488,0.40822674536416337
A3TX84QHD321M7,prim,30-1,30.0,1000.0,0.4311484053381815,0.01874430709173715,0.4124040982464443
A3UCN8EJI08X2P,ns,30-1,30.0,1000.0,0.10979659434715613,0.10518735594955107,0.0046092383976050685
A3UQ5DF8VVD975,rec,30-1,30.0,1000.0,0.46022158269534874,0.14465916455956762,0.3155624181357811
A3V71NT2X4HD1I,prim,30-1,30.0,1000.0,0.42848134550545103,0.010893851411092791,0.41758749409435825
A51TGVVYJF7T0,prim,30-1,30.0,1000.0,0.3454173150523615,0.06727272499366992,0.27814459005869163
A7USTT4KU1ZBO,ns,30-1,30.0,1000.0,0.13825486948551963,0.005434782608695652,0.132820086876824
AB5WBMZGLX57B,ns,30-1,30.0,1000.0,0.10826231454664492,0.06297556955451691,0.045286744992127995
ACBROX4H8BSW3,rec,30-1,30.0,1000.0,0.1897767332549941,0.23842550891731218,-0.04864877566231807
ADJ9I7ZBFYFH7,rec,30-1,30.0,1000.0,0.31453634085213034,0.15018315018315018,0.16435319066898016
AGILQEFEPEK7N,ns,30-1,30.0,1000.0,0.3988364576599871,0.08855725171514645,0.3102792059448406
AH7HACNNRSIPO,ns,30-1,30.0,1000.0,0.22160694636192046,0.050793650793650794,0.17081329556826969
AIDU49N2KO05N,ns,30-1,30.0,1000.0,0.3163758728298819,0.2715390407784986,0.04483683205138326
AJUVX0E4OPTAO,prim,30-1,30.0,1000.0,0.3751554771809835,0.0,0.3751554771809835
AK3GAHRZ6M6WM,rec,30-1,30.0,1000.0,0.2563497822931785,0.034447821681864235,0.2219019606113143
AKE4AYF86KJVU,rec,30-1,30.0,1000.0,0.3001600592390066,0.16313289801545675,0.13702716122354988
AKNBC1TE88NDO,rec,30-1,30.0,1000.0,0.08642715979672501,0.08039693441479157,0.006030225381933454
AKX4H8RT7BL7H,rec,30-1,30.0,1000.0,0.23523480416355938,0.23943959448042804,-0.004204790316868638
AOYDGVOZUIHII,prim,30-1,30.0,1000.0,0.4497898584466381,0.025078775415436662,0.4247110830312014
AP4B1GJIT3HYF,ns,30-1,30.0,1000.0,0.144243535988819,0.1017917267917268,0.042451809197092225
AXFH1DT8PR0K2,prim,30-1,30.0,1000.0,0.43527777777777776,0.018867924528301886,0.4164098532494759
AXFP50XOZD2NI,rec,30-1,30.0,1000.0,0.06759316182879146,0.13123878645594747,-0.06364562462715602
A12LX24NC3FP2U,ns,20-2,20.0,2000.0,0.33602150537634407,0.055228758169934646,0.28079274720640945
A161VPQSXLLV8U,ns,20-2,20.0,2000.0,0.6264017369739471,0.1091183574879227,0.5172833794860243
A166P9BSWIFF32,prim,20-2,20.0,2000.0,0.70625,0.0,0.70625
A17IPELR5NC2LZ,prim,20-2,20.0,2000.0,0.6027896834348447,0.009259259259259259,0.5935304241755854
A17TMQWTCJVOV5,rec,20-2,20.0,2000.0,0.12267126404592711,0.1893665405112243,-0.06669527646529719
A1CB9NR3SN4VMY,prim,20-2,20.0,2000.0,0.5544173088815946,0.21406795196514286,0.34034935691645174
A1FM638CHGPC1M,ns,20-2,20.0,2000.0,0.6284376038551014,0.10738636363636364,0.5210512402187377
A1HENLDLQEO5BZ,prim,20-2,20.0,2000.0,0.9385647933714167,0.0,0.9385647933714167
A1J39RAV7TKEMF,ns,20-2,20.0,2000.0,0.27413174658835215,0.10029761904761905,0.17383412754073313
A1JL3HCA0MK9UI,prim,20-2,20.0,2000.0,0.4525219298245614,0.0,0.4525219298245614
A1L5A88C9PPK5L,prim,20-2,20.0,2000.0,0.8620489690721649,0.04327731092436975,0.8187716581477952
A1LA6CIGBNDOH9,rec,20-2,20.0,2000.0,0.35333646037031163,0.1607471264367816,0.19258933393353006
A1MD74JPL7E9PK,prim,20-2,20.0,2000.0,0.44958985383061983,0.053496732026143794,0.3960931218044761
A1O0K8V58YRL4A,ns,20-2,20.0,2000.0,0.14821428571428572,0.16089006778661952,-0.012675782072333802
A1PTX4IB9R34LI,rec,20-2,20.0,2000.0,0.14593785859029762,0.111588689529866,0.03434916906043161
A1S2EXYEG5I8HW,rec,20-2,20.0,2000.0,0.5023809523809524,0.1978114478114478,0.30456950456950455
A1SJLXB0XFCJ97,prim,20-2,20.0,2000.0,0.5155269957234497,0.046875,0.46865199572344973
A1TPGXT718D68E,rec,20-2,20.0,2000.0,0.24327005278025574,0.23939711595351051,0.0038729368267452075
A1TVWMWE03AWAW,rec,20-2,20.0,2000.0,0.25394413552308287,0.23214285714285715,0.021801278380225733
A1VEOI1H4AE1T3,prim,20-2,20.0,2000.0,0.9218087572866984,0.17454165128583732,0.7472671060008611
A1WT2CM71Z9MP3,prim,20-2,20.0,2000.0,0.34366305304864625,0.1142156862745098,0.22944736677413646
A20YXCVKHSTSPC,prim,20-2,20.0,2000.0,0.8677419354838709,0.043557168784029036,0.824184766699842
A2147HO7VBGJCU,prim,20-2,20.0,2000.0,0.5685606060606061,0.03333333333333333,0.5352272727272727
A248QG4DPULP46,ns,20-2,20.0,2000.0,0.2566554772481824,0.07072686798296554,0.18592860926521687
A25S9Y5DZ9OR16,prim,20-2,20.0,2000.0,0.4501177394034537,0.007142857142857143,0.44297488226059656
A25VK411P03A5T,rec,20-2,20.0,2000.0,0.602825195008665,0.21390537380239896,0.3889198212062661
A289D98Z4GAZ28,prim,20-2,20.0,2000.0,0.19022905061040654,0.034976201632592664,0.15525284897781388
A2BTEQA95MCIHU,prim,20-2,20.0,2000.0,0.4530741869918699,0.008333333333333333,0.4447408536585366
A2E8PL8ZWIZVJ0,prim,20-2,20.0,2000.0,0.8765929383116883,0.014285714285714285,0.862307224025974
A2I6HVUDBTGD1,prim,20-2,20.0,2000.0,0.6612773526939686,0.0,0.6612773526939686
A2KHR0GTA0DBWI,rec,20-2,20.0,2000.0,0.13083642547928262,0.43430679360293634,-0.3034703681236537
A2KT30RCVX67ZS,prim,20-2,20.0,2000.0,0.8348455807758133,0.01,0.8248455807758133
A2MMGDAA7JJKIE,prim,20-2,20.0,2000.0,0.7218343745029138,0.030144288208804337,0.6916900862941094
A2MOKIEQZ0OF2M,prim,20-2,20.0,2000.0,0.6336070060207991,0.0741869918699187,0.5594200141508804
A2NZ783AY1LBPW,prim,20-2,20.0,2000.0,0.5754768524505367,0.10787469137852769,0.46760216107200897
A2NZAL7KHOR6VF,rec,20-2,20.0,2000.0,0.39817867317867317,0.13693668379082483,0.2612419893878484
A2OOS7IXSKJFFI,ns,20-2,20.0,2000.0,0.3569157392686805,0.07317073170731707,0.2837450075613634
A2P2YEHX1FXD20,rec,20-2,20.0,2000.0,0.48579688285570644,0.23193473193473194,0.25386215092097447
A2QHI85LQPJZYP,prim,20-2,20.0,2000.0,0.5474599419085541,0.06432748538011696,0.4831324565284371
A2SSY7MHPDQVUS,prim,20-2,20.0,2000.0,0.45555555555555555,0.0,0.45555555555555555
A2UX2W49R55PH4,prim,20-2,20.0,2000.0,0.1884708428826076,0.08819444444444444,0.10027639843816315
A2VIKCIM9TZL22,rec,20-2,20.0,2000.0,0.33869047619047615,0.2967121090617482,0.04197836712872799
A2XGHLVP2C1FVA,ns,20-2,20.0,2000.0,0.35945601413605954,0.08322067335616574,0.2762353407798938
A2XVLOZY7FJCC2,rec,20-2,20.0,2000.0,0.12373966525509175,0.11004923312478551,0.013690432130306233
A2ZVBFH732LYXQ,prim,20-2,20.0,2000.0,0.9724943142751362,0.0,0.9724943142751362
A304UJAE051J89,rec,20-2,20.0,2000.0,0.3241639256080822,0.32869914871193645,-0.004535223103854222
A312HQ3OU0EYTB,rec,20-2,20.0,2000.0,0.23142135642135642,0.2278310554003373,0.0035903010210191397
A35S8HPY0V445,ns,20-2,20.0,2000.0,0.2897003822003822,0.08835227272727272,0.2013481094731095
A37GOI3N77WX21,ns,20-2,20.0,2000.0,0.231847490888702,0.19023361758260549,0.041613873306096505
A389UA2GRCJ6,prim,20-2,20.0,2000.0,0.3696657183499289,0.0,0.3696657183499289
A3A7XOKH39SYOI,prim,20-2,20.0,2000.0,0.6143931790810554,0.016993087557603686,0.5974000915234517
A3B0CMCBWAND7,rec,20-2,20.0,2000.0,0.5769125810696129,0.16138718566413388,0.41552539540547895
A3C4WGE4SOGM1,ns,20-2,20.0,2000.0,0.5220361603545528,0.048692057468148545,0.4733441028864042
A3CKVVGWBS4NGU,prim,20-2,20.0,2000.0,0.7122273120546825,0.01207590569292697,0.7001514063617555
A3GDVKIN7ZGUG9,rec,20-2,20.0,2000.0,0.23169398907103825,0.17314814814814816,0.0585458409228901
A3HE29W5IDR394,rec,20-2,20.0,2000.0,0.18092979758874406,0.178845925494133,0.0020838720946110487
A3I1SGVY37KR4A,ns,20-2,20.0,2000.0,0.3194444444444444,0.057233704292527825,0.26221074015191664
A3J5HRXH4F64SP,ns,20-2,20.0,2000.0,0.21250000000000002,0.0797275641025641,0.13277243589743593
A3LVLZS8S41ZD7,rec,20-2,20.0,2000.0,0.3345357327713694,0.11734688504266819,0.21718884772870123
A3LXARU55PR281,ns,20-2,20.0,2000.0,0.4538179996917861,0.16976549026853904,0.28405250942324706
A3TR3KIRG5PCZ8,prim,20-2,20.0,2000.0,0.4233944822300987,0.005813953488372093,0.4175805287417266
A3U2A632YWEX7B,prim,20-2,20.0,2000.0,0.7772399985847054,0.03137065637065637,0.745869342214049
A3U69MNO1JC7V4,rec,20-2,20.0,2000.0,0.26400865083549424,0.40104684460421414,-0.1370381937687199
A3UMHUWJKRGKNR,rec,20-2,20.0,2000.0,0.23388773388773387,0.1824635446953544,0.051424189192379496
A3VW5PI9ZX9DOD,ns,20-2,20.0,2000.0,0.5661375661375662,0.05316091954022989,0.5129766465973362
A4HWADFPGP45G,ns,20-2,20.0,2000.0,0.5766385400313971,0.04776422764227642,0.5288743123891207
AFRKVRPZ2RHY8,rec,20-2,20.0,2000.0,0.17063492063492064,0.3254625121713729,-0.1548275915364523
AHZCC2V399WUN,ns,20-2,20.0,2000.0,0.4065655839800709,0.04896103896103896,0.35760454501903194
AJABAPM32ETMN,rec,20-2,20.0,2000.0,0.31011414227526757,0.10523920523920523,0.20487493703606233
AK1EF4NACR1UJ,prim,20-2,20.0,2000.0,0.7440935427052606,0.1578270388615216,0.5862665038437389
AKIT35WR8HEQ3,prim,20-2,20.0,2000.0,0.47841719683824946,0.04549632352941177,0.4329208733088377
AP9WIQ4P78XLH,rec,20-2,20.0,2000.0,0.3042872237108816,0.14610114898322196,0.15818607472765966
AR9AU5FY1S3RO,rec,20-2,20.0,2000.0,0.4354263565891473,0.28716525232371526,0.148261104265432
AXCDKBG1R43GE,ns,20-2,20.0,2000.0,0.2099109224109224,0.18900137230175804,0.020909550109164378
A102WSFN62OS6I,ns,40-1,40.0,1000.0,0.23233575941306409,0.07998150716597319,0.1523542522470909
A13WTEQ06V3B6D,rec,40-1,40.0,1000.0,0.1955,0.10858462164954955,0.08691537835045046
A178HXQENEAI65,rec,40-1,40.0,1000.0,0.12492671891007713,0.2371741898471218,-0.11224747093704468
A1BLHM2IDH7DH4,prim,40-1,40.0,1000.0,0.38940171294465775,0.009452241307080018,0.3799494716375777
A1DJB12ZI46GPX,prim,40-1,40.0,1000.0,0.27441615652855994,0.015822784810126583,0.25859337171843333
A1DZMZTXWOM9MR,rec,40-1,40.0,1000.0,0.2588083141488714,0.2133769063180828,0.04543140783078864
A1EU59VMI8GL4K,rec,40-1,40.0,1000.0,0.11649844720496894,0.07713981332828562,0.03935863387668333
A1F0VEHWK3IAF4,ns,40-1,40.0,1000.0,0.15604232077446364,0.03141339869281046,0.12462892208165319
A1HGWCCIWP7AO0,ns,40-1,40.0,1000.0,0.14870078112545831,0.08171057655593737,0.06699020456952094
A1IL5P5H5VRW0D,prim,40-1,40.0,1000.0,0.242092803030303,0.00641025641025641,0.23568254662004662
A1J5OW12TRQSOW,ns,40-1,40.0,1000.0,0.23534813825346468,0.09475236573675802,0.14059577251670669
A1KCSGTT6Y26LH,prim,40-1,40.0,1000.0,0.3202997503349166,0.0,0.3202997503349166
A1RQ8PX7A0CH3C,rec,40-1,40.0,1000.0,0.07237554112554112,0.09564682646557142,-0.02327128534003029
A1RY1N37JYUHBU,prim,40-1,40.0,1000.0,0.45040985548448237,0.029657477025898077,0.42075237845858426
A1S54RQW9FDK0X,ns,40-1,40.0,1000.0,0.1681724318417996,0.08811803343053344,0.08005439841126619
A1TG34GJ1WTN0C,prim,40-1,40.0,1000.0,0.09296939619520264,0.016003787878787878,0.07696560831641477
A1UH6A625GF5MD,prim,40-1,40.0,1000.0,0.3336463012491682,0.006984540882845967,0.3266617603663223
A1VHK9OFD7H8ZH,rec,40-1,40.0,1000.0,0.3098669411484057,0.16712135353072075,0.1427455876176849
A1ZLLYRW6GIVC7,rec,40-1,40.0,1000.0,0.385074679943101,0.16879949318973708,0.21627518675336393
A20GJP9C5KC2ZU,ns,40-1,40.0,1000.0,0.2394419306184012,0.0,0.2394419306184012
A23W5HVE02LM0E,prim,40-1,40.0,1000.0,0.351184969774684,0.05195806352143077,0.2992269062532532
A2541C8MY0BYV3,rec,40-1,40.0,1000.0,0.2685538361652909,0.1263206845238095,0.14223315164148137
A271830PNYAI2G,rec,40-1,40.0,1000.0,0.08906525573192241,0.07650399946225718,0.012561256269665222
A29JQ7VMQ1HKYP,ns,40-1,40.0,1000.0,0.12219187382744838,0.021500128538834797,0.10069174528861358
A2GUPBBFPPSXYR,prim,40-1,40.0,1000.0,0.3507369221958051,0.035307840551286246,0.3154290816445189
A2HRUFTA09371Y,rec,40-1,40.0,1000.0,0.1840359799833912,0.12070256838007853,0.06333341160331266
A2IK3H6MQ1QV6E,rec,40-1,40.0,1000.0,0.11112858141160029,0.06739580632111776,0.043732775090482526
A2L7RTYO4UMYDH,ns,40-1,40.0,1000.0,0.22688949111713339,0.13162878787878787,0.09526070323834551
A2LI1OIR4BVJRW,prim,40-1,40.0,1000.0,0.3690491595648465,0.016628226261816724,0.3524209333030298
A2NEFRREWF33YP,rec,40-1,40.0,1000.0,0.21285977201928077,0.05704534946912489,0.15581442255015587
A2P8V5SKYLL5I4,rec,40-1,40.0,1000.0,0.2247692036645525,0.10319931391359963,0.12156988975095287
A2PSU15S8ZI3V5,prim,40-1,40.0,1000.0,0.4284443602888407,0.017018417999653562,0.41142594228918716
A2QUSCZS3RXGXE,ns,40-1,40.0,1000.0,0.23913556267684039,0.013071467149574278,0.22606409552726614
A2TUYGXQ15U6GO,prim,40-1,40.0,1000.0,0.4048304569604165,0.01092896174863388,0.3939014952117826
A2UEVNT8VQD1SA,ns,40-1,40.0,1000.0,0.13340945013427957,0.06379662291237162,0.06961282722190795
A2VR9O234UCT9T,rec,40-1,40.0,1000.0,0.36128712237583205,0.05252177068214804,0.308765351693684
A2WCPERU8X385N,prim,40-1,40.0,1000.0,0.3292239199934541,0.024299384825700616,0.3049245351677535
A33GZS6SU4O20M,ns,40-1,40.0,1000.0,0.10698930498554697,0.0466241892220183,0.060365115763528654
A38I0E8UK53ME5,rec,40-1,40.0,1000.0,0.2490984180398755,0.1203003003003003,0.1287981177395752
A3BZH91MITQA5X,ns,40-1,40.0,1000.0,0.4548217653164839,0.017632120796156486,0.4371896445203274
A3NX66U9RAY2GQ,prim,40-1,40.0,1000.0,0.3785944864573897,0.008928571428571428,0.3696659150288183
A3O40YLW6MYU8C,prim,40-1,40.0,1000.0,0.44412434747314583,0.04778765920070268,0.39633668827244317
A3S2AUQWI7XWT4,prim,40-1,40.0,1000.0,0.5995280258584709,0.017153882829727636,0.5823741430287432
A3SA9LY6RXKFOI,prim,40-1,40.0,1000.0,0.33813945468310036,0.039171122994652405,0.29896833168844794
A3SLT6KVF0NXPH,prim,40-1,40.0,1000.0,0.33468546934725485,0.02493185662457768,0.30975361272267715
A3TNSJSXI464IT,ns,40-1,40.0,1000.0,0.1773431087947217,0.013776388328627135,0.16356672046609455
A3TUJBPLJGTI5,rec,40-1,40.0,1000.0,0.606111111111111,0.02598752598752599,0.5801235851235851
A3VL1CBZ3BGQK7,ns,40-1,40.0,1000.0,0.32895299145299145,0.09203747072599532,0.23691552072699612
A47VA451RDBV3,prim,40-1,40.0,1000.0,0.39485448162342585,0.01585432974559687,0.379000151877829
A92KVBM20ZTU4,rec,40-1,40.0,1000.0,0.15914637911686608,0.1291000567896262,0.03004632232723989
AAF1SJ9FCBF75,rec,40-1,40.0,1000.0,0.22986572890025575,0.07467323134634547,0.1551924975539103
AAVFHZA708CSP,ns,40-1,40.0,1000.0,0.28527764863473537,0.12761650072245997,0.1576611479122754
ADL9KYXZGHUFO,ns,40-1,40.0,1000.0,0.25227272727272726,0.009615384615384616,0.24265734265734265
AFLRBB974KS6D,ns,40-1,40.0,1000.0,0.5552497546297496,0.08468356537082947,0.47056618925892013
AGB6853RIDWJ8,ns,40-1,40.0,1000.0,0.1642534094460069,0.18443459626699127,-0.020181186820984395
AGLFNO1XKM8O8,rec,40-1,40.0,1000.0,0.1403337483789609,0.18073406478578893,-0.040400316406828014
AH2C0LKV36ATT,prim,40-1,40.0,1000.0,0.3782257350607872,0.01363600995953937,0.3645897251012479
AKJN72HW14WTR,rec,40-1,40.0,1000.0,0.22193390412257746,0.1341802739030041,0.08775363021957336
AMIQGW2E3WYO4,rec,40-1,40.0,1000.0,0.10461697229499087,0.09246174341268218,0.012155228882308695
ANCTZADQC3D75,ns,40-1,40.0,1000.0,0.44061533071526415,0.05910852713178294,0.3815068035834812
AOQKJGXZ8QQD0,prim,40-1,40.0,1000.0,0.21717949079617035,0.01293103448275862,0.20424845631341174
AP3BTOBN8Y9EJ,rec,40-1,40.0,1000.0,0.05208302236021136,0.048685466696041714,0.00339755566416965
AQSYWZJVVMCGJ,prim,40-1,40.0,1000.0,0.4112748493929792,0.017916821990631937,0.39335802740234727
AR1IWBDA7MC86,rec,40-1,40.0,1000.0,0.22800977160348482,0.14349632982517244,0.08451344177831237
AR3MFFPQ39IXF,rec,40-1,40.0,1000.0,0.17009378207828907,0.15843253968253967,0.011661242395749385
ARL0T0MU9A65G,prim,40-1,40.0,1000.0,0.38019263070172654,0.03780898876404495,0.3423836419376816
ASVRLMDNQBUD9,rec,40-1,40.0,1000.0,0.4017451014031561,0.08535771826139128,0.31638738314176484
ATRRW34VN38IX,rec,40-1,40.0,1000.0,0.19654088050314467,0.1921875,0.004353380503144655
AVSVIOR38JDM6,prim,40-1,40.0,1000.0,0.5889120708613889,0.015081823641277149,0.5738302472201117
AW0MG225VXWCN,rec,40-1,40.0,1000.0,0.2518851533699046,0.09574109465413813,0.15614405871576645
AW4PTI9P13WUB,prim,40-1,40.0,1000.0,0.38294454088794627,0.04693166225789307,0.3360128786300532
AXFCUZW85XUK1,ns,40-1,40.0,1000.0,0.4424820784036172,0.09694616977225673,0.34553590863136047
AYF9WH3AQIT86,prim,40-1,40.0,1000.0,0.22964769108280253,0.008333333333333333,0.22131435774946923
