subject,condition,l_length,pres_rate,sp_sem,dec_sem,permutation_sp_sem,permutation_dec_sem
A1JI19KPIVNL3Y,20-1,20.0,1000.0,1.3040198938450152,0.6520099469225076,2.234686808922385,1.1173434044611925
A1KH9VI2D0V43B,20-1,20.0,1000.0,0.1305889594493565,0.06529447972467825,2.61800891590319,1.309004457951595
A1LJ4WAEDGELVL,20-1,20.0,1000.0,0.18153190820021406,0.09076595410010703,2.427219501732278,1.213609750866139
A1OOCYEFLAJD98,20-1,20.0,1000.0,0.2776809216593804,0.1388404608296902,2.316854581815706,1.158427290907853
A1OW27AZS122X2,20-1,20.0,1000.0,2.118961566859758,1.059480783429879,2.445836711920246,1.222918355960123
A1R5JNC2LO6X1S,20-1,20.0,1000.0,0.710842336925404,0.355421168462702,2.7625550210563885,1.3812775105281943
A1SUTNVLSFPXFK,20-1,20.0,1000.0,0.30301118850129877,0.15150559425064938,3.056163992197704,1.528081996098852
A1V91Z2CQKMR55,20-1,20.0,1000.0,0.5347442330144867,0.26737211650724335,2.4939730877370394,1.2469865438685197
A1YFL5HXPZ7MVV,20-1,20.0,1000.0,1.6728044299041325,0.8364022149520662,2.569823666096222,1.284911833048111
A22UMPYYQBXT0F,20-1,20.0,1000.0,1.8425502008589572,0.9212751004294786,2.287584767531964,1.143792383765982
A26M997VYVK0E6,20-1,20.0,1000.0,0.33742661238701277,0.16871330619350638,2.411878972334798,1.205939486167399
A277V4SHQB8JRS,20-1,20.0,1000.0,0.36094778980996034,0.18047389490498017,2.43093307160723,1.215466535803615
A2E5PV1BHNG67N,20-1,20.0,1000.0,2.6368472395364453,1.3184236197682226,2.612531791761062,1.306265895880531
A2FQVRBXJZQAWT,20-1,20.0,1000.0,0.052378280087892415,0.026189140043946207,2.66323177070611,1.331615885353055
A2GM1ZIBRBHBK7,20-1,20.0,1000.0,1.959694113634518,0.979847056817259,2.6685576831527933,1.3342788415763966
A2ONILC0LZKG6Y,20-1,20.0,1000.0,0.5106721378945486,0.2553360689472743,2.450802251801699,1.2254011259008495
A2QX1SJXQN1NV1,20-1,20.0,1000.0,2.338580568063925,1.1692902840319626,2.859647396928053,1.4298236984640265
A2QY653X9531JP,20-1,20.0,1000.0,2.112001842132908,1.056000921066454,2.512663361739276,1.256331680869638
A2RBF3IIJP15IH,20-1,20.0,1000.0,0.8508976294682807,0.42544881473414037,2.4942531954151685,1.2471265977075843
A2RWLFIP23FZA7,20-1,20.0,1000.0,1.7161325326739991,0.8580662663369996,2.3936907670928647,1.1968453835464323
A2SBZCFAVT83GN,20-1,20.0,1000.0,0.44048570737649334,0.22024285368824667,2.4430436692731905,1.2215218346365952
A2SQGKP2REXOTN,20-1,20.0,1000.0,0.6026497358224373,0.30132486791121865,2.62804251172203,1.314021255861015
A2SQTRNQWDLU4F,20-1,20.0,1000.0,1.2769388981887826,0.6384694490943913,2.588987426107449,1.2944937130537244
A2SWQM5X54P1O5,20-1,20.0,1000.0,0.3787179530284949,0.18935897651424746,2.290069133947735,1.1450345669738675
A2TG5ESEOPXAHI,20-1,20.0,1000.0,0.6019234988539522,0.3009617494269761,2.7973753731345363,1.3986876865672682
A2V6E7SGEU0EFD,20-1,20.0,1000.0,0.6999345662108615,0.34996728310543074,2.4225080628655613,1.2112540314327807
A2VXT33Y2TQPOQ,20-1,20.0,1000.0,0.6415829568177569,0.32079147840887845,2.590841080997864,1.295420540498932
A2XDWB9NVYI3LQ,20-1,20.0,1000.0,1.2381421455437562,0.6190710727718781,1.9733376047364846,0.9866688023682423
A3026HLELYNW7U,20-1,20.0,1000.0,1.236484847463144,0.618242423731572,2.8523071280383463,1.4261535640191731
A351P2O6QGTCS,20-1,20.0,1000.0,0.13912074940378713,0.06956037470189357,2.1446396893026267,1.0723198446513134
A39R5EBK7W916X,20-1,20.0,1000.0,2.4368297328660145,1.2184148664330072,2.193627634709648,1.096813817354824
A3D9PJ37U7LCHE,20-1,20.0,1000.0,2.109932813046404,1.054966406523202,2.581429704382242,1.290714852191121
A3EVXSWHYA1PTT,20-1,20.0,1000.0,1.112972474585864,0.556486237292932,2.338908050068653,1.1694540250343266
A3GIUDSA1IGTFV,20-1,20.0,1000.0,2.1500406214543992,1.0750203107271996,2.6583568076074573,1.3291784038037286
A3HXK0UGS1YDMC,20-1,20.0,1000.0,1.1835988979343055,0.5917994489671528,2.598106465975891,1.2990532329879454
A3ITZNJQUTIZ4C,20-1,20.0,1000.0,0.4961191919179734,0.2480595959589867,2.1680141373564994,1.0840070686782497
A3MHP4LZ3V88NF,20-1,20.0,1000.0,1.2292662057380943,0.6146331028690472,2.6452522019799027,1.3226261009899514
A3NRIEMOJVVX4A,20-1,20.0,1000.0,0.8846369073500728,0.4423184536750364,2.5275806716081606,1.2637903358040803
A3PEV3KN6F7JRG,20-1,20.0,1000.0,1.877191167444848,0.938595583722424,2.3146154563617136,1.1573077281808568
A3QKOYP52HYRH2,20-1,20.0,1000.0,2.1383469412584324,1.0691734706292162,2.8123311748633624,1.4061655874316812
A3RFOODI4G4P4K,20-1,20.0,1000.0,0.52757243632971,0.263786218164855,2.603556409266223,1.3017782046331114
A3RHJEMZ4EGY2U,20-1,20.0,1000.0,1.097162244327375,0.5485811221636875,2.0309702334285675,1.0154851167142838
A3S76P3L3USWI1,20-1,20.0,1000.0,1.1545360122919384,0.5772680061459692,2.820653312394617,1.4103266561973085
A3USPFFWN1G5PF,20-1,20.0,1000.0,0.9151563058106085,0.45757815290530424,2.5528021876633002,1.2764010938316501
A50UY1556VDIA,20-1,20.0,1000.0,1.873886359364385,0.9369431796821925,2.7029673595224892,1.3514836797612446
A7R1OLLU1Z6RA,20-1,20.0,1000.0,0.5420462013079562,0.2710231006539781,2.3939101185792517,1.1969550592896259
AC7CDW53I98JT,20-1,20.0,1000.0,1.772033973614741,0.8860169868073705,2.596559138193307,1.2982795690966535
AEJU0MCYOQC77,20-1,20.0,1000.0,1.3387723865347116,0.6693861932673558,2.7222458408778536,1.3611229204389268
AHU3EE2Q05E18,20-1,20.0,1000.0,0.48608131015864,0.24304065507932,2.662138955462372,1.331069477731186
AJD90361AJO80,20-1,20.0,1000.0,2.242246970432802,1.121123485216401,2.281665265971893,1.1408326329859464
AK52RXEJKR81A,20-1,20.0,1000.0,2.5529989772109434,1.2764994886054717,2.3932667164766133,1.1966333582383066
AMJAZPJBO936R,20-1,20.0,1000.0,1.6021298650618818,0.8010649325309409,2.4515967649944987,1.2257983824972494
AOQZVAH5FSKGE,20-1,20.0,1000.0,0.4183052143551671,0.20915260717758355,2.7698774913886877,1.3849387456943438
AQCJI23U1VBYD,20-1,20.0,1000.0,0.47224781052763604,0.23612390526381802,3.035840456225506,1.517920228112753
AQPFTUIJ0PW2N,20-1,20.0,1000.0,1.0057475414740382,0.5028737707370191,3.451948469268826,1.725974234634413
AXFCUZ1WQC2WY,20-1,20.0,1000.0,1.567468656104274,0.783734328052137,2.6930739144258813,1.3465369572129406
AY7M9MOLNXIIK,20-1,20.0,1000.0,1.7428146399471756,0.8714073199735878,2.3939142089128946,1.1969571044564473
AZZA3J049G7R5,20-1,20.0,1000.0,2.350885143552531,1.1754425717762655,2.422099384515392,1.211049692257696
A102RSV009OCUW,15-2,15.0,2000.0,0.559099765511134,0.37273317700742276,1.9314876663506877,1.2876584442337917
A11BHGAKU0RIH8,15-2,15.0,2000.0,1.6652602311039397,1.1101734874026263,1.8271247145427028,1.2180831430284684
A13GBA16BNTN1A,15-2,15.0,2000.0,0.1764672455771588,0.11764483038477247,1.8611193428525117,1.2407462285683413
A13THDIE8LTQ11,15-2,15.0,2000.0,1.8048352405262829,1.2032234936841886,2.0021618248758073,1.334774549917205
A150QX2OXHGK8P,15-2,15.0,2000.0,1.6683832586400285,1.112255505760019,1.9697557035883677,1.3131704690589117
A151XA53WYXVD7,15-2,15.0,2000.0,1.0162558239493622,0.6775038826329083,2.063888052870152,1.3759253685801014
A1618RA11ZOD8Y,15-2,15.0,2000.0,0.8463803389715495,0.5642535593143663,1.7638227906438686,1.1758818604292458
A19X8IA9EKC3XH,15-2,15.0,2000.0,0.49771104971983554,0.33180736647989034,1.8407212481726654,1.227147498781777
A1CFMY4CEYOM8Y,15-2,15.0,2000.0,0.9889344641538125,0.6592896427692084,1.7755934453551827,1.1837289635701218
A1E0K2VGY2684V,15-2,15.0,2000.0,1.65906739111248,1.1060449274083202,2.2945378458244585,1.5296918972163054
A1NQOR4RQJJDMW,15-2,15.0,2000.0,1.0923196178372971,0.7282130785581981,1.665637366770056,1.110424911180037
A1PZIN8H1VI6SY,15-2,15.0,2000.0,0.2618709393745111,0.17458062624967408,1.9390568219014026,1.2927045479342685
A1QRIZY9WJW3R1,15-2,15.0,2000.0,0.28045774391324985,0.1869718292754999,1.8581040504824273,1.2387360336549513
A1QXJZFA5NVGM3,15-2,15.0,2000.0,0.11562383329126,0.07708255552750665,1.9437811638466689,1.2958541092311124
A1ROEDVMTO9Y3X,15-2,15.0,2000.0,1.827131572718172,1.218087715145448,1.6148894244009693,1.076592949600646
A1SCF3L6LTFQHF,15-2,15.0,2000.0,0.08702325589135484,0.05801550392756989,1.8868347679603965,1.257889845306931
A1T7EB1WEDCMXV,15-2,15.0,2000.0,0.702756551238847,0.4685043674925647,1.4183423886862894,0.9455615924575262
A1TR2AOKWGQ78A,15-2,15.0,2000.0,1.3727024260196476,0.9151349506797649,1.5699428266262234,1.0466285510841489
A1UOP419O6P55R,15-2,15.0,2000.0,0.6292674276769926,0.4195116184513285,1.6570561431847664,1.1047040954565108
A1WM3INNDW2776,15-2,15.0,2000.0,1.7482723272931966,1.165514884862131,2.0453344005588088,1.3635562670392056
A1Z82Y9E6YWY80,15-2,15.0,2000.0,1.8255208217117214,1.2170138811411477,2.2121469543668084,1.474764636244539
A2113B699TVADG,15-2,15.0,2000.0,0.1787914353639919,0.11919429024266126,1.953732833657758,1.3024885557718386
A219SZBLCCCXN9,15-2,15.0,2000.0,1.113817493672374,0.7425449957815826,2.1863852301003948,1.4575901534002629
A22GYYJXTS5KBH,15-2,15.0,2000.0,2.0191034744621494,1.3460689829747663,1.958910868933258,1.3059405792888386
A22Y78RVB8UFTD,15-2,15.0,2000.0,1.6897246504758026,1.126483100317202,1.8560154016510073,1.2373436011006715
A233LLG8YAXWF,15-2,15.0,2000.0,0.8300127525104425,0.5533418350069617,1.6354354225516041,1.0902902817010696
A24GX1OZE6AY04,15-2,15.0,2000.0,0.34652906820366164,0.23101937880244108,1.7824073632859256,1.1882715755239506
A26MT7KJ7NJLRN,15-2,15.0,2000.0,1.5186392348182964,1.012426156545531,1.6927724686028487,1.1285149790685656
A26T0U2Y6LZOF3,15-2,15.0,2000.0,1.1182428646550338,0.7454952431033558,2.3498000525508207,1.5665333683672138
A29J4LL0MQL3AC,15-2,15.0,2000.0,0.19573417692170553,0.13048945128113704,1.8842985937435799,1.25619906249572
A2G4R0GS677RC2,15-2,15.0,2000.0,1.2045893998888035,0.8030595999258691,2.073388742567486,1.3822591617116577
A2IV3SSVTU90BN,15-2,15.0,2000.0,1.0981729006230414,0.7321152670820276,1.749670478495268,1.1664469856635118
A2KZN3UH5NGC9,15-2,15.0,2000.0,1.264276851558717,0.842851234372478,1.6058684915611154,1.0705789943740769
A2MBFIAGBPU5NG,15-2,15.0,2000.0,1.4030947328726873,0.9353964885817916,2.0506988382805065,1.367132558853671
A2O86E23R5T4YO,15-2,15.0,2000.0,0.41975394308325154,0.279835962055501,1.8507601686085484,1.2338401124056986
A2PTABUVOUYAH5,15-2,15.0,2000.0,1.2213107447227771,0.814207163148518,1.6272148725890097,1.0848099150593398
A2R75YFKVALBXE,15-2,15.0,2000.0,0.4016542623275404,0.2677695082183603,1.8481051616095778,1.2320701077397185
A2RU1Q3C9VHBAO,15-2,15.0,2000.0,1.1158970053588075,0.7439313369058717,1.7992035838869647,1.199469055924643
A2RVG8Y97DE0GM,15-2,15.0,2000.0,0.07570782180194825,0.05047188120129883,2.193095461516457,1.4620636410109713
A2UJ9GDNVPX99C,15-2,15.0,2000.0,0.2868363503768858,0.19122423358459056,2.264450903216996,1.5096339354779973
A2UYZFH5VT5R3H,15-2,15.0,2000.0,0.4189538415717371,0.27930256104782475,1.7574605564672614,1.1716403709781744
A2Y8LZS5C81O25,15-2,15.0,2000.0,0.5870437316301487,0.3913624877534324,1.9597342499154056,1.3064894999436036
A30NL5N71G2YAU,15-2,15.0,2000.0,2.0974126967338926,1.3982751311559287,1.8204269980571541,1.2136179987047695
A310Y949ILSN3P,15-2,15.0,2000.0,0.458231458462232,0.30548763897482134,1.8831838163885481,1.2554558775923654
A31P78W9ZCQXCS,15-2,15.0,2000.0,1.0939101237295012,0.7292734158196675,1.9577454105869379,1.3051636070579586
A347RDI3HZOUCY,15-2,15.0,2000.0,0.16629827874588496,0.11086551916392329,1.840325733088545,1.2268838220590301
A34HQHGLIW1FYS,15-2,15.0,2000.0,0.8429799293853486,0.5619866195902323,1.8865646996551857,1.257709799770124
A34IPEKX5WXJIN,15-2,15.0,2000.0,0.803368427183615,0.5355789514557433,2.0361527804556125,1.3574351869704082
A34YNEN8UUI3CD,15-2,15.0,2000.0,1.3502073410396591,0.900138227359773,1.7003109514846924,1.1335406343231282
A35VI4SE31HD17,15-2,15.0,2000.0,0.7929283425784793,0.5286188950523195,1.594004906317486,1.0626699375449906
A36S0DI86PL4J6,15-2,15.0,2000.0,1.9251307615842985,1.283420507722866,2.1015993794662062,1.401066252977471
A384KX8MUIJSTJ,15-2,15.0,2000.0,0.9440003588257769,0.6293335725505179,1.8891973515669311,1.2594649010446208
A38DHLB88V8DL8,15-2,15.0,2000.0,0.44349361556962846,0.2956624103797523,1.6791011417444066,1.1194007611629377
A3AWQ3AACIPXM2,15-2,15.0,2000.0,2.021050123059377,1.3473667487062513,2.31387862897547,1.542585752650313
A3BA2WMGN6KHUU,15-2,15.0,2000.0,1.468393253098644,0.9789288353990964,1.9563915213264704,1.304261014217647
A3BN69Q9D7RQGR,15-2,15.0,2000.0,2.1729831448847308,1.4486554299231538,2.321923710279587,1.5479491401863914
A3C25IBTLB60RQ,15-2,15.0,2000.0,1.8282322650285616,1.218821510019041,1.8845957239134021,1.2563971492756014
A3FOKP72T5I4FR,15-2,15.0,2000.0,1.5174691170299788,1.0116460780199859,1.7262813963382282,1.1508542642254858
A3HBB9JT9WVZS4,15-2,15.0,2000.0,1.5144983381748018,1.0096655587832013,1.651045245075889,1.1006968300505926
A3HOPYBWSR1TWR,15-2,15.0,2000.0,0.20367131064368194,0.13578087376245462,2.0593764791026863,1.3729176527351243
A3IBDJ12CRTQQN,15-2,15.0,2000.0,0.4951605056079379,0.33010700373862517,1.7444208010105413,1.1629472006736945
A3IHTJXHWPQ2JR,15-2,15.0,2000.0,1.314874733536177,0.8765831556907846,1.7436950132663513,1.1624633421775674
A3MWLHSW9B9RHU,15-2,15.0,2000.0,0.062296701897476825,0.041531134598317886,1.9357123435829053,1.290474895721937
A3ORKXM3WG8QJ9,15-2,15.0,2000.0,0.06928995160692485,0.046193301071283235,1.7016429865069158,1.134428657671277
A3P52W1SBJUT5N,15-2,15.0,2000.0,1.7198958660903862,1.1465972440602576,1.9702552884302078,1.3135035256201384
A3U27ZHUGOPIAN,15-2,15.0,2000.0,1.0828238617782122,0.7218825745188082,2.3553506621049305,1.5702337747366206
A3UA50A6GKNAMR,15-2,15.0,2000.0,1.0680709489398752,0.7120472992932502,2.02911887441049,1.3527459162736604
A3UE8ANAIM7F15,15-2,15.0,2000.0,1.6846899291961954,1.1231266194641303,1.7515759955504207,1.1677173303669472
A3UGB3B1S74HR9,15-2,15.0,2000.0,0.2127324551956317,0.1418216367970878,2.195206473616808,1.4634709824112053
A3UUW04QL49RSC,15-2,15.0,2000.0,0.19069097074355826,0.12712731382903886,1.7167362894562928,1.1444908596375287
A6HDSE80LQPR8,15-2,15.0,2000.0,1.574644159360899,1.049762772907266,1.9623237803157205,1.3082158535438135
AAOOH6P4HHSCS,15-2,15.0,2000.0,0.3365999919166339,0.22439999461108928,1.6357510072817605,1.0905006715211736
ADGJXUEMPLTMS,15-2,15.0,2000.0,0.499619912366429,0.3330799415776193,1.6810472927914915,1.1206981951943278
AEF1G6YE8RIB8,15-2,15.0,2000.0,0.1387853114051991,0.09252354093679938,1.6689678540026343,1.1126452360017562
AERGHZBQFT309,15-2,15.0,2000.0,0.4022160351540241,0.26814402343601607,1.7780595226021758,1.1853730150681172
AESZJEZTZEW01,15-2,15.0,2000.0,1.4599801003428257,0.9733200668952169,1.946946414415049,1.2979642762766994
AEX1I7K7OVHHC,15-2,15.0,2000.0,0.3031441127738455,0.20209607518256364,2.014800482566308,1.343200321710872
AEXRVIK8SKB4V,15-2,15.0,2000.0,0.6204496199820095,0.41363307998800636,1.8341940162608636,1.2227960108405758
AF0W4ZBY7VXOU,15-2,15.0,2000.0,0.9190915942600215,0.6127277295066812,1.7326088673834117,1.155072578255608
AFZGUWYLC0NG0,15-2,15.0,2000.0,1.573786215719472,1.0491908104796481,1.903728363525691,1.2691522423504604
AGANKP4PUZ4NC,15-2,15.0,2000.0,1.1161984760501997,0.7441323173667999,2.014901771786578,1.3432678478577187
AHY3YAYJLTW32,15-2,15.0,2000.0,0.42270728491689413,0.28180485661126276,1.4886328218772586,0.9924218812515057
AL9SYQEUTNJXT,15-2,15.0,2000.0,0.5404704150609201,0.36031361004061335,2.29303536009823,1.5286902400654865
