subject,strategy,condition,l_length,pres_rate,ncr,tr_1,tr_2,tr_3,tr_4,tr_5,tr_6,tr_7,tr_8,tr_9,tr_10,tr_11,tr_12,tr_13,tr_14,tr_15,tr_16,tr_17,tr_18,tr_19,tr_20,tr_21,tr_22,tr_23,tr_24,tr_25,tr_26,tr_27
AC7CDW53I98JT,prim,20-1,20.0,1000.0,8,5804.375,5223.0625,5233.125,5578.375,5997.083333333333,5764.416666666667,5875.375,,,,,,,,,,,,,,,,,,,,
AC7CDW53I98JT,prim,20-1,20.0,1000.0,9,6209.333333333333,5087.333333333333,5125.666666666667,5979.166666666667,6045.333333333333,5328.5,5579.0,5584.5,,,,,,,,,,,,,,,,,,,
AC7CDW53I98JT,prim,20-1,20.0,1000.0,10,5301.0,6020.125,5459.958333333333,5348.4375,5511.645833333333,4981.0,5805.770833333333,5101.0,5982.38888888889,,,,,,,,,,,,,,,,,,
AC7CDW53I98JT,prim,20-1,20.0,1000.0,11,6032.5,7080.25,5055.375,6138.25,4867.0,4177.25,5498.25,5011.125,5006.333333333334,5395.75,,,,,,,,,,,,,,,,,
AC7CDW53I98JT,prim,20-1,20.0,1000.0,12,5571.375,4904.0,4864.75,4951.5,6423.625,6561.25,6768.0,5334.666666666666,5129.5,5362.25,6165.625,,,,,,,,,,,,,,,,
AC7CDW53I98JT,prim,20-1,20.0,1000.0,13,4135.0,5715.0,5427.0,4550.0,5243.0,5666.0,4621.0,3993.0,5829.0,4846.0,5095.0,4053.0,,,,,,,,,,,,,,,
AEJU0MCYOQC77,prim,20-1,20.0,1000.0,5,,2853.0,,3878.0,,,,,,,,,,,,,,,,,,,,,,,
AEJU0MCYOQC77,prim,20-1,20.0,1000.0,6,,3785.0,,5197.0,,,,,,,,,,,,,,,,,,,,,,,
AEJU0MCYOQC77,prim,20-1,20.0,1000.0,7,3843.208333333333,5015.666666666666,3675.208333333333,5059.966666666667,4621.7,3044.833333333333,,,,,,,,,,,,,,,,,,,,,
AEJU0MCYOQC77,prim,20-1,20.0,1000.0,8,5078.722222222222,5172.333333333333,4654.611111111111,4529.0,3994.722222222222,4688.194444444444,5177.833333333333,,,,,,,,,,,,,,,,,,,,
AEJU0MCYOQC77,prim,20-1,20.0,1000.0,9,4642.833333333334,3281.3333333333335,4689.666666666667,5882.5,4249.25,3076.555555555556,5096.0,3592.0,,,,,,,,,,,,,,,,,,,
AEJU0MCYOQC77,prim,20-1,20.0,1000.0,10,4948.166666666667,2922.1666666666665,3913.3333333333335,7868.666666666667,5300.666666666667,4708.0,5199.0,3028.0,3976.6666666666665,,,,,,,,,,,,,,,,,,
AEJU0MCYOQC77,prim,20-1,20.0,1000.0,11,,2888.0,4263.0,3880.0,4770.0,3273.0,3716.0,3555.0,2919.0,,,,,,,,,,,,,,,,,,
AEJU0MCYOQC77,prim,20-1,20.0,1000.0,12,6784.0,3705.0,7848.5,4420.0,2767.5,4568.0,4769.5,3223.5,4151.5,5502.0,3401.0,,,,,,,,,,,,,,,,
AEJU0MCYOQC77,prim,20-1,20.0,1000.0,13,7154.0,3627.0,5248.0,10026.0,5203.0,2202.0,3695.0,2292.0,2804.0,2629.0,4684.0,3465.0,,,,,,,,,,,,,,,
AHU3EE2Q05E18,prim,20-1,20.0,1000.0,4,8475.300000190735,6114.199999809265,3283.599999904633,,,,,,,,,,,,,,,,,,,,,,,,
AHU3EE2Q05E18,prim,20-1,20.0,1000.0,5,4551.499999920527,5008.066666603088,6356.350000023842,4253.475000023842,,,,,,,,,,,,,,,,,,,,,,,
AHU3EE2Q05E18,prim,20-1,20.0,1000.0,6,3984.9999998807907,5475.422222243415,5221.787499845028,4655.200000047684,5401.824999888738,,,,,,,,,,,,,,,,,,,,,,
AHU3EE2Q05E18,prim,20-1,20.0,1000.0,7,5386.22499982516,5683.86249991258,7173.155000030994,5365.883333436648,6311.287500077486,6684.587500065565,,,,,,,,,,,,,,,,,,,,,
AHU3EE2Q05E18,prim,20-1,20.0,1000.0,8,5313.649999976158,6528.891666531563,5279.608333388965,5858.545833472412,4817.20249992609,5161.485833398501,4735.329166650772,,,,,,,,,,,,,,,,,,,,
AHU3EE2Q05E18,prim,20-1,20.0,1000.0,9,4554.683333396912,4870.300000084771,5231.677777714199,5226.166666507721,5191.766666624281,5721.450000127157,4477.79999976688,4935.533333301544,,,,,,,,,,,,,,,,,,,
AHU3EE2Q05E18,prim,20-1,20.0,1000.0,10,6615.400000095367,5881.800000190735,12028.599999904633,4150.300000190735,6805.5,9446.5,8161.400000095367,3691.5,2637.5,,,,,,,,,,,,,,,,,,
AJD90361AJO80,ns,20-1,20.0,1000.0,3,11324.25,6799.5,,,,,,,,,,,,,,,,,,,,,,,,,
AJD90361AJO80,ns,20-1,20.0,1000.0,4,30956.0,6330.0,10453.5,,,,,,,,,,,,,,,,,,,,,,,,
AJD90361AJO80,ns,20-1,20.0,1000.0,5,8005.0,6531.0,8522.5,11918.0,,,,,,,,,,,,,,,,,,,,,,,
AJD90361AJO80,ns,20-1,20.0,1000.0,6,14116.77777777778,8063.666666666667,8816.333333333334,6576.333333333333,9248.666666666666,,,,,,,,,,,,,,,,,,,,,,
AJD90361AJO80,ns,20-1,20.0,1000.0,7,10127.166666666666,8136.75,8145.125,9168.916666666666,7648.625,7849.5,,,,,,,,,,,,,,,,,,,,,
AJD90361AJO80,ns,20-1,20.0,1000.0,8,9679.033333333333,9266.479166666666,5847.5,6209.416666666667,7363.75,7487.425,10638.1875,,,,,,,,,,,,,,,,,,,,
AJD90361AJO80,ns,20-1,20.0,1000.0,9,5751.666666666667,8924.0,6440.5,7051.0,5430.0,7439.333333333333,7154.166666666667,10163.5,,,,,,,,,,,,,,,,,,,
AJD90361AJO80,ns,20-1,20.0,1000.0,10,7333.75,6000.0,5600.75,6721.125,5417.125,6406.166666666666,7692.5,7471.75,9086.0,,,,,,,,,,,,,,,,,,
AK52RXEJKR81A,ns,20-1,20.0,1000.0,4,,4264.449999809265,4483.85000038147,,,,,,,,,,,,,,,,,,,,,,,,
AK52RXEJKR81A,ns,20-1,20.0,1000.0,5,4345.099999427795,,3185.4000005722046,3064.699999809265,,,,,,,,,,,,,,,,,,,,,,,
AK52RXEJKR81A,ns,20-1,20.0,1000.0,6,4040.0,4496.583333651225,3611.475000143051,3986.9749999046326,4188.150000254313,,,,,,,,,,,,,,,,,,,,,,
AK52RXEJKR81A,ns,20-1,20.0,1000.0,7,3578.8500003814697,4246.616666952769,4171.188888867696,4444.59999985165,3472.487499833107,3615.283333301544,,,,,,,,,,,,,,,,,,,,,
AK52RXEJKR81A,ns,20-1,20.0,1000.0,8,3742.3400001207992,3385.9866665734185,3509.735555627611,3097.8266665776573,3544.377777735392,6867.377777788374,3685.597777748108,,,,,,,,,,,,,,,,,,,,
AK52RXEJKR81A,ns,20-1,20.0,1000.0,9,4426.755555470784,3840.972221851349,3568.372222264608,3969.033333301544,4402.572222232819,4383.049999952316,3383.6166664759317,3818.750000211928,,,,,,,,,,,,,,,,,,,
AK52RXEJKR81A,ns,20-1,20.0,1000.0,10,4461.066666444142,2951.93333363533,3508.375,3580.083333412806,2798.8499999841056,4251.775000015895,3832.508333762487,3711.8333331743875,3177.1166664759317,,,,,,,,,,,,,,,,,,
AK52RXEJKR81A,ns,20-1,20.0,1000.0,11,2615.199999809265,3553.9000005722046,2770.3999996185303,2281.4000005722046,3050.0999994277954,2952.699999809265,3491.300000190735,4390.5,7216.0,2106.300000190735,,,,,,,,,,,,,,,,,
AMJAZPJBO936R,prim,20-1,20.0,1000.0,6,3447.2999999523163,17816.60000014305,4227.699999809265,5693.399999976158,9308.200000047684,,,,,,,,,,,,,,,,,,,,,,
AMJAZPJBO936R,prim,20-1,20.0,1000.0,8,10631.799999952316,8348.849999904633,13419.799999952316,10772.849999904633,7018.349999904633,14316.949999928474,6702.000000119209,,,,,,,,,,,,,,,,,,,,
AMJAZPJBO936R,prim,20-1,20.0,1000.0,9,9503.699999928474,6445.375,12026.949999928476,10518.150000095367,9504.949999809265,6079.625,9139.600000023842,4533.799999952316,,,,,,,,,,,,,,,,,,,
AMJAZPJBO936R,prim,20-1,20.0,1000.0,10,3642.100000143051,6735.550000071526,7891.25,5483.849999904633,6539.300000190735,6588.299999952316,6516.300000071526,8900.100000143051,8093.549999952315,,,,,,,,,,,,,,,,,,
AMJAZPJBO936R,prim,20-1,20.0,1000.0,11,6152.566666762034,10796.5,5784.900000095367,5229.166666666667,4399.849999904633,4989.199999809265,10663.050000190735,5331.266666730245,4808.650000095367,5670.066666603088,,,,,,,,,,,,,,,,,
AMJAZPJBO936R,prim,20-1,20.0,1000.0,12,4166.350000023842,5161.900000095367,3536.2000000476837,4496.700000166893,5272.200000047684,5241.600000143051,5362.0,5934.200000047684,5029.649999976158,6715.200000047684,6619.450000047684,,,,,,,,,,,,,,,,
AMJAZPJBO936R,prim,20-1,20.0,1000.0,13,5232.675000051658,7401.447916696469,6077.141666680574,4523.827083259821,6111.085416674614,5157.0916665792465,5187.122916658719,6137.645833452542,6106.912500143051,5769.641666730245,4992.5770834287005,6467.512499898672,,,,,,,,,,,,,,,
AMJAZPJBO936R,prim,20-1,20.0,1000.0,14,5917.18333329757,4895.429166654746,6240.052083313465,5530.089583456516,4811.416666766007,4985.352083305518,5161.760416616996,4423.093749890724,6808.000000158946,5647.079166640838,6526.033333539963,5653.270833174388,6130.3062500059605,,,,,,,,,,,,,,
AMJAZPJBO936R,prim,20-1,20.0,1000.0,15,4140.904166618983,5525.554166555405,5422.858333317439,7090.267500030995,4311.733333289623,5201.0791665712995,4649.766666690509,5700.254166662693,4990.116666714351,4105.262499928474,3573.6750000715256,5926.108333317439,5133.466666618983,6817.337500115236,,,,,,,,,,,,,
AMJAZPJBO936R,prim,20-1,20.0,1000.0,16,7474.633333206177,3941.1333333651223,4257.099999904633,4761.099999904633,4375.466666698456,2773.433333237966,3677.8333333333335,5985.233333269755,3729.8333333333335,7011.166666666667,4271.066666603088,5722.900000095367,3062.300000190735,3506.966666698456,7347.700000127156,,,,,,,,,,,,
AMJAZPJBO936R,prim,20-1,20.0,1000.0,17,8225.0,4070.0,5843.5,2934.4000000953674,4255.5,3203.800000190735,5463.799999713898,2785.0,5729.400000095367,7226.699999809265,4948.800000190735,3944.5,3277.2999997138977,2388.0,3020.199999809265,2582.5,,,,,,,,,,,
AMJAZPJBO936R,prim,20-1,20.0,1000.0,18,4260.800000190735,3181.2000002861023,4024.300000190735,3978.5,4068.099999904633,2635.699999809265,4375.699999809265,4989.0,3685.300000190735,3660.599999904633,7711.900000095367,6290.099999904633,4492.699999809265,3378.599999904633,3316.2000002861023,3727.699999809265,5310.800000190735,,,,,,,,,,
AOQZVAH5FSKGE,prim,20-1,20.0,1000.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOQZVAH5FSKGE,prim,20-1,20.0,1000.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOQZVAH5FSKGE,prim,20-1,20.0,1000.0,4,2957.0,3103.0,3561.0,,,,,,,,,,,,,,,,,,,,,,,,
AOQZVAH5FSKGE,prim,20-1,20.0,1000.0,5,3977.5,3615.0,3535.3333333333335,6506.5,,,,,,,,,,,,,,,,,,,,,,,
AOQZVAH5FSKGE,prim,20-1,20.0,1000.0,6,3764.5,4188.777777777778,4075.3333333333335,3700.944444444445,4120.555555555556,,,,,,,,,,,,,,,,,,,,,,
AOQZVAH5FSKGE,prim,20-1,20.0,1000.0,7,3045.7083333333335,3157.2083333333335,3968.75,3824.25,3948.375,4859.416666666667,,,,,,,,,,,,,,,,,,,,,
AOQZVAH5FSKGE,prim,20-1,20.0,1000.0,8,3450.833333333333,3341.5416666666665,3853.4375,4146.375,3742.0,3952.0625,4636.666666666666,,,,,,,,,,,,,,,,,,,,
AOQZVAH5FSKGE,prim,20-1,20.0,1000.0,9,2754.0,3485.0,2999.0,2757.0,4594.0,3344.0,5439.5,3192.0,,,,,,,,,,,,,,,,,,,
AOQZVAH5FSKGE,prim,20-1,20.0,1000.0,10,2437.5,2778.0,2687.0,3449.5,4240.0,3776.5,3202.0,3556.5,3252.5,,,,,,,,,,,,,,,,,,
AQCJI23U1VBYD,prim,20-1,20.0,1000.0,4,,,2364.700000047684,,,,,,,,,,,,,,,,,,,,,,,,
AQCJI23U1VBYD,prim,20-1,20.0,1000.0,5,,3080.700000047684,4161.299999952316,4198.799999952316,,,,,,,,,,,,,,,,,,,,,,,
AQCJI23U1VBYD,prim,20-1,20.0,1000.0,6,,3485.6500000953674,,2713.5,3214.700000047684,,,,,,,,,,,,,,,,,,,,,,
AQCJI23U1VBYD,prim,20-1,20.0,1000.0,7,4827.749999900659,3099.377777742015,4096.286666647594,6001.349999944369,6866.761111074023,4582.450000021193,,,,,,,,,,,,,,,,,,,,,
AQCJI23U1VBYD,prim,20-1,20.0,1000.0,8,3900.383333325386,7865.41666662693,2991.700000047684,4601.149999976158,4705.075000047684,5644.325000107288,8064.449999988078,,,,,,,,,,,,,,,,,,,,
AQCJI23U1VBYD,prim,20-1,20.0,1000.0,9,5281.450000166893,2628.2999999523163,3997.933333436648,3839.4000000953674,3977.3166666428247,4434.433333337307,3447.5999999841056,3909.750000178814,,,,,,,,,,,,,,,,,,,
AQCJI23U1VBYD,prim,20-1,20.0,1000.0,10,2324.774999976158,2517.7199998378755,2088.375,2323.662499964237,3125.925000091394,3054.7399999141694,2924.975000023842,3038.75,2459.32499986887,,,,,,,,,,,,,,,,,,
AQCJI23U1VBYD,prim,20-1,20.0,1000.0,11,1424.8999999761581,,,1894.1500000953674,2452.1999999284744,2182.9999998807907,1656.8999998569489,,,1311.5,,,,,,,,,,,,,,,,,
AQCJI23U1VBYD,prim,20-1,20.0,1000.0,12,2040.3999998569489,3812.2999999523163,3891.900000095368,2081.850000143051,2445.0,1977.7999999523163,2829.9000000953674,4382.699999809265,1215.5999999046326,6096.699999809265,3075.7000000476837,,,,,,,,,,,,,,,,
AQCJI23U1VBYD,prim,20-1,20.0,1000.0,13,4057.599999904633,4099.5,2812.300000190735,,2640.7999997138977,3687.599999904633,,,3086.2999997138977,3434.199999809265,3087.099999904633,7133.300000190735,,,,,,,,,,,,,,,
AQCJI23U1VBYD,prim,20-1,20.0,1000.0,14,1907.200000047684,1873.7999999523165,2046.2999999523165,,3568.600000143051,1037.1000001430511,2174.099999904633,1803.5,,,2352.399999856949,1524.0,1978.2999999523165,,,,,,,,,,,,,,
AQCJI23U1VBYD,prim,20-1,20.0,1000.0,15,1753.0499999523165,1409.5499999523163,2657.9499999284744,1992.3999998569489,3281.5,2832.0500000715256,2720.8000000715256,1729.7500000000002,1081.4000000953674,2335.0,2655.4000000953674,1011.6000001430511,1895.3000000715256,1717.7000000476835,,,,,,,,,,,,,
AQCJI23U1VBYD,prim,20-1,20.0,1000.0,17,1462.3999998569489,1810.8999998569489,1937.5,1953.6000001430511,,1602.5999999046326,1487.2000000476835,2307.200000047684,2912.4000000953674,2162.700000047684,2102.5,,3299.7999999523163,1490.7999999523165,1542.2000000476835,1872.7999999523165,,,,,,,,,,,
AQPFTUIJ0PW2N,prim,20-1,20.0,1000.0,2,5075.0,,,,,,,,,,,,,,,,,,,,,,,,,,
AQPFTUIJ0PW2N,prim,20-1,20.0,1000.0,3,7880.958333333333,9379.75,,,,,,,,,,,,,,,,,,,,,,,,,
AQPFTUIJ0PW2N,prim,20-1,20.0,1000.0,4,11601.555555555555,7304.0,8135.875,,,,,,,,,,,,,,,,,,,,,,,,
AQPFTUIJ0PW2N,prim,20-1,20.0,1000.0,5,4873.9,5410.75,5653.166666666666,4161.25,,,,,,,,,,,,,,,,,,,,,,,
AQPFTUIJ0PW2N,prim,20-1,20.0,1000.0,6,7627.0,7858.0,5243.666666666667,4101.333333333333,5840.5,,,,,,,,,,,,,,,,,,,,,,
AXFCUZ1WQC2WY,ns,20-1,20.0,1000.0,2,3573.5,,,,,,,,,,,,,,,,,,,,,,,,,,
AXFCUZ1WQC2WY,ns,20-1,20.0,1000.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXFCUZ1WQC2WY,ns,20-1,20.0,1000.0,4,,6527.0,6461.0,,,,,,,,,,,,,,,,,,,,,,,,
AXFCUZ1WQC2WY,ns,20-1,20.0,1000.0,5,4298.5,2450.0,5432.25,5128.0,,,,,,,,,,,,,,,,,,,,,,,
AXFCUZ1WQC2WY,ns,20-1,20.0,1000.0,6,33391.166666666664,4003.75,5163.5,4907.0,3220.0,,,,,,,,,,,,,,,,,,,,,,
AXFCUZ1WQC2WY,ns,20-1,20.0,1000.0,7,6799.75,5021.277777777777,5713.166666666667,5849.666666666667,5805.166666666667,4104.0,,,,,,,,,,,,,,,,,,,,,
AXFCUZ1WQC2WY,ns,20-1,20.0,1000.0,8,4826.833333333333,4336.666666666667,5974.0,4488.5,5030.5,4658.166666666667,5334.666666666667,,,,,,,,,,,,,,,,,,,,
AXFCUZ1WQC2WY,ns,20-1,20.0,1000.0,9,5100.222222222222,5445.722222222223,5842.777777777777,5018.833333333333,4674.11111111111,3328.0,5272.88888888889,5253.666666666667,,,,,,,,,,,,,,,,,,,
AXFCUZ1WQC2WY,ns,20-1,20.0,1000.0,10,2969.0,3816.0,4731.0,3250.0,7263.0,2521.0,6014.0,2917.0,6587.0,,,,,,,,,,,,,,,,,,
AXFCUZ1WQC2WY,ns,20-1,20.0,1000.0,11,2718.5,3091.5,4700.5,4677.5,3312.0,3668.5,3560.0,3049.5,4665.0,3440.5,,,,,,,,,,,,,,,,,
AXFCUZ1WQC2WY,ns,20-1,20.0,1000.0,12,3231.0,3686.0,3802.0,5511.0,3533.0,3240.0,3439.0,6715.0,5296.0,3186.0,2422.0,,,,,,,,,,,,,,,,
AY7M9MOLNXIIK,ns,20-1,20.0,1000.0,2,5129.600000023842,,,,,,,,,,,,,,,,,,,,,,,,,,
AY7M9MOLNXIIK,ns,20-1,20.0,1000.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
AY7M9MOLNXIIK,ns,20-1,20.0,1000.0,4,4969.699999988079,5713.0,7375.899999976158,,,,,,,,,,,,,,,,,,,,,,,,
AY7M9MOLNXIIK,ns,20-1,20.0,1000.0,5,6278.5,5971.687500014901,5871.700000007947,5511.166666666667,,,,,,,,,,,,,,,,,,,,,,,
AY7M9MOLNXIIK,ns,20-1,20.0,1000.0,6,3864.2666666666664,6683.7,4512.666666666666,5265.8,8753.875,,,,,,,,,,,,,,,,,,,,,,
AY7M9MOLNXIIK,ns,20-1,20.0,1000.0,7,3707.083333333333,4615.133333345255,4232.0,3983.655555579397,4990.3916666607065,6902.916666666666,,,,,,,,,,,,,,,,,,,,,
AY7M9MOLNXIIK,ns,20-1,20.0,1000.0,8,5164.5,4298.533333333334,4014.888888888889,4986.25,5161.222222222223,5739.75,4642.5,,,,,,,,,,,,,,,,,,,,
AY7M9MOLNXIIK,ns,20-1,20.0,1000.0,9,5364.0,3874.0,3754.75,2854.0,3966.0,4211.5,3661.5,4761.0,,,,,,,,,,,,,,,,,,,
AY7M9MOLNXIIK,ns,20-1,20.0,1000.0,10,3583.0,2547.0,3447.0,3674.0,6629.0,7687.5,3275.0,4347.5,3779.0,,,,,,,,,,,,,,,,,,
AZZA3J049G7R5,rec,20-1,20.0,1000.0,6,1807.7000000011176,,6931.5,988.4000000003724,,,,,,,,,,,,,,,,,,,,,,,
AZZA3J049G7R5,rec,20-1,20.0,1000.0,8,2816.0000000004657,1448.5499999998137,1121.0999999996277,2179.0999999996275,1212.2000000001865,2599.1999999997206,4904.499999999534,,,,,,,,,,,,,,,,,,,,
AZZA3J049G7R5,rec,20-1,20.0,1000.0,9,1649.6166666668528,1906.1250000002328,2663.7416666666977,4073.950000000419,3938.4000000003725,1509.4750000000931,4748.050000000279,9060.083333333489,,,,,,,,,,,,,,,,,,,
AZZA3J049G7R5,rec,20-1,20.0,1000.0,10,995.0999999996276,1054.9000000003723,1427.7999999988824,5363.599999999628,4426.699999999255,1090.199999999255,1085.699999999255,2531.7999999988824,,,,,,,,,,,,,,,,,,,
AZZA3J049G7R5,rec,20-1,20.0,1000.0,11,2318.616666666853,3257.7249999998603,4486.083333333643,2147.75,3403.26666666676,3135.9583333331784,3853.749999999767,5922.850000000093,8016.624999999534,5523.916666666822,,,,,,,,,,,,,,,,,
AZZA3J049G7R5,rec,20-1,20.0,1000.0,12,3130.0666666657976,1125.050000000745,2877.3666666665426,2924.1999999998757,10016.100000000559,5697.800000000124,1045.449999999255,1013.1999999992548,3322.100000000559,3960.233333333706,15051.350000000559,,,,,,,,,,,,,,,,
AZZA3J049G7R5,rec,20-1,20.0,1000.0,13,2262.350000000093,1340.8000000002794,4380.950000000186,1386.9999999995343,1520.7000000001863,6750.700000000186,3372.4500000001863,9990.19999999972,746.3999999994412,,3750.400000000373,3065.399999999907,,,,,,,,,,,,,,,
AZZA3J049G7R5,rec,20-1,20.0,1000.0,15,3579.149999999907,3910.1999999994878,2700.649999999674,1770.7249999998603,1224.8499999996275,4274.949999999255,4967.300000000279,3180.549999999581,2863.0,3788.0500000002794,2982.024999999674,8976.525000000373,5272.299999999348,2479.7500000004657,,,,,,,,,,,,,
AZZA3J049G7R5,rec,20-1,20.0,1000.0,17,1189.8999999994412,3758.599999999628,1460.0,3019.4000000003725,1157.3999999994412,2282.7999999998137,1222.0,4062.100000000559,3631.7999999998137,1785.8999999994412,,4369.099999999628,1760.5999999996277,2353.7000000001863,3937.200000000186,2246.2999999998137,,,,,,,,,,,
A102RSV009OCUW,prim,15-2,15.0,2000.0,5,3515.0,,,2803.0,,,,,,,,,,,,,,,,,,,,,,,
A102RSV009OCUW,prim,15-2,15.0,2000.0,6,4247.0,3420.5,2524.0,,,,,,,,,,,,,,,,,,,,,,,,
A102RSV009OCUW,prim,15-2,15.0,2000.0,7,3362.5,3192.5,2900.5,3437.5,2785.5,2845.75,,,,,,,,,,,,,,,,,,,,,
A102RSV009OCUW,prim,15-2,15.0,2000.0,8,5058.75,4710.625,3955.125,3899.3333333333335,5142.125,4220.5,5193.75,,,,,,,,,,,,,,,,,,,,
A102RSV009OCUW,prim,15-2,15.0,2000.0,9,4023.875,3674.625,3588.208333333333,4255.875,4441.0,3272.625,3933.791666666667,4505.5,,,,,,,,,,,,,,,,,,,
A102RSV009OCUW,prim,15-2,15.0,2000.0,10,3968.5,4521.75,4322.11111111111,3624.791666666667,3233.0,3687.291666666667,4197.0,3956.5,4141.38888888889,,,,,,,,,,,,,,,,,,
A102RSV009OCUW,prim,15-2,15.0,2000.0,11,4682.625,3270.125,2955.1666666666665,4081.875,4076.125,3373.5,5296.625,4168.0,2969.5,2885.25,,,,,,,,,,,,,,,,,
A102RSV009OCUW,prim,15-2,15.0,2000.0,12,3620.9583333333335,3706.9583333333335,3790.625,3215.4583333333335,3871.8333333333335,3714.6666666666665,3378.5416666666665,3468.0,4824.875,3717.625,3641.25,,,,,,,,,,,,,,,,
A102RSV009OCUW,prim,15-2,15.0,2000.0,13,5432.0,4610.5,3600.5,3345.0,3436.0,3566.5,3639.5,4382.5,4115.0,3763.0,3677.0,3246.0,,,,,,,,,,,,,,,
A11BHGAKU0RIH8,rec,15-2,15.0,2000.0,2,54425.79999998212,,,,,,,,,,,,,,,,,,,,,,,,,,
A11BHGAKU0RIH8,rec,15-2,15.0,2000.0,3,16772.70000000298,13503.900000002235,,,,,,,,,,,,,,,,,,,,,,,,,
A11BHGAKU0RIH8,rec,15-2,15.0,2000.0,4,10802.425000000745,7070.399999976158,10578.099999997765,,,,,,,,,,,,,,,,,,,,,,,,
A11BHGAKU0RIH8,rec,15-2,15.0,2000.0,5,12795.262500006706,13638.97500000801,12390.0,12728.700000004223,,,,,,,,,,,,,,,,,,,,,,,
A11BHGAKU0RIH8,rec,15-2,15.0,2000.0,6,10284.770000000299,11098.599999999255,12836.465000000597,13945.85499999933,10597.849999999005,,,,,,,,,,,,,,,,,,,,,,
A11BHGAKU0RIH8,rec,15-2,15.0,2000.0,7,6839.900000000994,9277.999999996275,10168.166666666666,9077.400000000993,16546.433333334822,10833.949999999255,,,,,,,,,,,,,,,,,,,,,
A11BHGAKU0RIH8,rec,15-2,15.0,2000.0,8,8457.09999999404,15737.90000000596,7940.100000023842,10629.59999999404,12611.09999999404,9229.40000000596,9377.09999999404,,,,,,,,,,,,,,,,,,,,
A13GBA16BNTN1A,rec,15-2,15.0,2000.0,4,3139.5,,4462.0,,,,,,,,,,,,,,,,,,,,,,,,
A13GBA16BNTN1A,rec,15-2,15.0,2000.0,5,2833.5,2922.75,3911.1111111111113,3293.0,,,,,,,,,,,,,,,,,,,,,,,
A13GBA16BNTN1A,rec,15-2,15.0,2000.0,6,4471.094444444444,5081.623809523809,2781.933333333333,3357.68253968254,5300.916666666667,,,,,,,,,,,,,,,,,,,,,,
A13GBA16BNTN1A,rec,15-2,15.0,2000.0,7,4952.979166666666,4471.666666666667,3301.55,4310.616666666667,4238.916666666667,3642.6,,,,,,,,,,,,,,,,,,,,,
A13GBA16BNTN1A,rec,15-2,15.0,2000.0,8,3515.0,4318.11111111111,2887.6666666666665,2725.633333333333,3465.3222222222225,4031.5,3424.6666666666665,,,,,,,,,,,,,,,,,,,,
A13GBA16BNTN1A,rec,15-2,15.0,2000.0,9,2114.0,3553.0,2611.0,3033.5,2687.0,5699.0,3282.5,4456.5,,,,,,,,,,,,,,,,,,,
A13THDIE8LTQ11,ns,15-2,15.0,2000.0,3,2718.699999988079,2575.5999999940395,,,,,,,,,,,,,,,,,,,,,,,,,
A13THDIE8LTQ11,ns,15-2,15.0,2000.0,4,2527.7000000178814,3632.149999976158,2594.0999999940395,,,,,,,,,,,,,,,,,,,,,,,,
A13THDIE8LTQ11,ns,15-2,15.0,2000.0,5,3320.1666666616998,2974.9874999821186,2977.745833326131,3849.0500000069537,,,,,,,,,,,,,,,,,,,,,,,
A13THDIE8LTQ11,ns,15-2,15.0,2000.0,6,3752.0222222242087,3654.779166664928,3655.918749988079,3371.5479166644313,3040.7250000089407,,,,,,,,,,,,,,,,,,,,,,
A13THDIE8LTQ11,ns,15-2,15.0,2000.0,7,2623.980555557542,2757.1124999932945,2901.483333327497,3231.862500000745,3129.718750004346,2922.0166666532555,,,,,,,,,,,,,,,,,,,,,
A13THDIE8LTQ11,ns,15-2,15.0,2000.0,8,3288.8750000223517,3127.1500000109277,4601.537499979138,3814.6999999806285,3487.0999999903142,3462.9499999806285,2923.349999986589,,,,,,,,,,,,,,,,,,,,
A13THDIE8LTQ11,ns,15-2,15.0,2000.0,9,1844.4000000059605,11102.5,5513.4000000059605,2677.5999999940395,,2031.800000011921,4284.59999999404,4182.59999999404,,,,,,,,,,,,,,,,,,,
A150QX2OXHGK8P,rec,15-2,15.0,2000.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
A150QX2OXHGK8P,rec,15-2,15.0,2000.0,3,5360.0,4934.0,,,,,,,,,,,,,,,,,,,,,,,,,
A150QX2OXHGK8P,rec,15-2,15.0,2000.0,4,6636.5,7256.083333333334,7806.375,,,,,,,,,,,,,,,,,,,,,,,,
A150QX2OXHGK8P,rec,15-2,15.0,2000.0,5,7410.541666666667,6825.25,8035.9375,10986.9375,,,,,,,,,,,,,,,,,,,,,,,
A150QX2OXHGK8P,rec,15-2,15.0,2000.0,6,6260.45,7346.375,7913.5,7591.675,6725.525,,,,,,,,,,,,,,,,,,,,,,
A150QX2OXHGK8P,rec,15-2,15.0,2000.0,7,8274.0,8398.333333333334,5334.666666666667,6629.333333333333,7378.833333333333,7238.666666666667,,,,,,,,,,,,,,,,,,,,,
A150QX2OXHGK8P,rec,15-2,15.0,2000.0,8,6720.0,7656.75,5923.5,6208.5,8173.0,6402.666666666667,7002.25,,,,,,,,,,,,,,,,,,,,
