subject,strategy,condition,l_length,pres_rate,rot,irt
AM65LGXJBTJ0I,ns,15-2,15.0,2000.0,-2,1479.5410416762033
AOIR8V07FYMH5,rec,15-2,15.0,2000.0,-2,2684.8601136417046
AR0VJ5XRG16UJ,rec,15-2,15.0,2000.0,-2,6872.041666666666
AU5UJIZ3TLI5M,rec,15-2,15.0,2000.0,-2,4930.337499999806
AW2UVK63OLFW,ns,15-2,15.0,2000.0,-2,3838.365773766523
AW5O1RK3W60FC,rec,15-2,15.0,2000.0,-2,4454.082341270185
AWRY5SC68T0DC,prim,15-2,15.0,2000.0,-2,3416.06875
AWTCGY2CL1T68,prim,15-2,15.0,2000.0,-2,3762.5131944444447
AXSBX0MCQNG3A,prim,15-2,15.0,2000.0,-2,3824.2395833333335
A14WLAP6TCEKO0,rec,30-1,30.0,1000.0,-2,5896.817341277122
A15V9BXNJXZXZX,ns,30-1,30.0,1000.0,-2,5835.249999999418
A16335MOISDG1F,rec,30-1,30.0,1000.0,-2,3954.3069444443913
A17FJLW818UEQU,rec,30-1,30.0,1000.0,-2,3905.001683501683
A186PT9ZLO5EJD,prim,30-1,30.0,1000.0,-2,3905.816666666522
A1AS1H21O9896X,ns,30-1,30.0,1000.0,-2,5237.332380944206
A1AYTKAQT201ZV,prim,30-1,30.0,1000.0,-2,4840.144841269841
A1EII5EWOTBDK9,rec,30-1,30.0,1000.0,-2,6633.75
A1F9KLZGHE9DTA,rec,30-1,30.0,1000.0,-2,2930.672222222305
A1IGKJ200N82S9,rec,30-1,30.0,1000.0,-2,3723.0069444444443
A1KGUJMWDCPSYG,rec,30-1,30.0,1000.0,-2,4862.407738095238
A1M1E62KXCDNL0,ns,30-1,30.0,1000.0,-2,4589.682638872984
A1MG8KNVSVZ365,prim,30-1,30.0,1000.0,-2,4465.110317460318
A1MKEILXWWLBW2,rec,30-1,30.0,1000.0,-2,5590.758333332371
A1O67YS3DU0ZHX,rec,30-1,30.0,1000.0,-2,6700.739393939394
A1Q0G8JA5EZ8EI,rec,30-1,30.0,1000.0,-2,3344.350000053644
A1SLJKNSNHOJRN,rec,30-1,30.0,1000.0,-2,3274.8019047598045
A1T2P6E67251U5,prim,30-1,30.0,1000.0,-2,2700.8541666070623
A1U4WS9KJMADV,rec,30-1,30.0,1000.0,-2,6749.34646471507
A1X4T3QSIE8YYX,prim,30-1,30.0,1000.0,-2,3818.875
A225J5T6WHO2MG,prim,30-1,30.0,1000.0,-2,6558.833333333334
A23KDD6OPM4NJ0,prim,30-1,30.0,1000.0,-2,4144.033333341281
A25Y3D2Y2DR8WM,prim,30-1,30.0,1000.0,-2,6043.6194444444445
A26XKTGGGYBI4J,prim,30-1,30.0,1000.0,-2,5350.285714285714
A28OD52SMLYQ16,rec,30-1,30.0,1000.0,-2,4450.662987012987
A28TA25NJGLL3Y,prim,30-1,30.0,1000.0,-2,5215.703571428572
A28ZPY6D5AS7GZ,ns,30-1,30.0,1000.0,-2,1732.1289682552099
A2ASRB2MTHDHPD,prim,30-1,30.0,1000.0,-2,5316.4000000003725
A2BUHMLNE3LUU0,ns,30-1,30.0,1000.0,-2,6765.531363636797
A2E2SLXF4KQ3S1,prim,30-1,30.0,1000.0,-2,3721.0666666030884
A2FJIZUHR6E4EZ,prim,30-1,30.0,1000.0,-2,4681.4962499812245
A2G2T6EMXAOKMS,rec,30-1,30.0,1000.0,-2,4743.841439399101
A2GRA6N98ZPIQ1,prim,30-1,30.0,1000.0,-2,4596.375
A2IKLJWU2OJ1YX,prim,30-1,30.0,1000.0,-2,4276.638958326272
A2K5AXCSY703CU,ns,30-1,30.0,1000.0,-2,6760.706878306878
A2MV1R6YYOIO30,prim,30-1,30.0,1000.0,-2,3979.571428595554
A2NU82V08QSPCC,prim,30-1,30.0,1000.0,-2,4546.099090905623
A2NY0VWEWDULC6,rec,30-1,30.0,1000.0,-2,4804.754444409831
A2OFVEA8BEJDZN,ns,30-1,30.0,1000.0,-2,4567.656745924836
A2P83PY6P7ECM5,ns,30-1,30.0,1000.0,-2,4153.8199999451635
A2PUL3ZDXOW0VZ,rec,30-1,30.0,1000.0,-2,8857.868409090694
A2ROI30AQITC3V,ns,30-1,30.0,1000.0,-2,5353.542142839942
A2VZN8J53Y5WYR,prim,30-1,30.0,1000.0,-2,3580.647500011325
A2XMRJKCNKLL4E,ns,30-1,30.0,1000.0,-2,2933.935595237038
A2Y0VM8BAF0RMT,ns,30-1,30.0,1000.0,-2,4052.590277777778
A2ZGAH6NOSU2PO,rec,30-1,30.0,1000.0,-2,6802.154999995231
A30DHHAL100LZR,ns,30-1,30.0,1000.0,-2,7689.012987012988
A31SZFE8M7YK0S,ns,30-1,30.0,1000.0,-2,4450.679761904762
A34DYM8J0X5VK,rec,30-1,30.0,1000.0,-2,5044.293750009686
A36IB78C6MVA3,prim,30-1,30.0,1000.0,-2,3496.8125
A389Y151TAJ4XG,ns,30-1,30.0,1000.0,-2,3033.9145832459135
A3AY0315YWWNXY,rec,30-1,30.0,1000.0,-2,2049.7000000079474
A3EUH97BRHRSI6,rec,30-1,30.0,1000.0,-2,7741.184027777777
A3I97794CB5SUO,rec,30-1,30.0,1000.0,-2,6098.69696969697
A3RVHUY67SVXQV,ns,30-1,30.0,1000.0,-2,1368.0
A3TX84QHD321M7,prim,30-1,30.0,1000.0,-2,4882.322916666667
A3UCN8EJI08X2P,ns,30-1,30.0,1000.0,-2,4017.1382575757575
A3UQ5DF8VVD975,rec,30-1,30.0,1000.0,-2,8511.080808065155
A3V71NT2X4HD1I,prim,30-1,30.0,1000.0,-2,5220.829365079365
A51TGVVYJF7T0,prim,30-1,30.0,1000.0,-2,6910.598214285714
A7USTT4KU1ZBO,ns,30-1,30.0,1000.0,-2,5796.424999998882
AB5WBMZGLX57B,ns,30-1,30.0,1000.0,-2,3454.7916666666665
ACBROX4H8BSW3,rec,30-1,30.0,1000.0,-2,7179.457142854762
ADJ9I7ZBFYFH7,rec,30-1,30.0,1000.0,-2,3174.5694444419605
AGILQEFEPEK7N,ns,30-1,30.0,1000.0,-2,2762.2797619000316
AH7HACNNRSIPO,ns,30-1,30.0,1000.0,-2,3129.1250000684354
AIDU49N2KO05N,ns,30-1,30.0,1000.0,-2,2911.1937499667206
AJUVX0E4OPTAO,prim,30-1,30.0,1000.0,-2,3977.4333333333334
AK3GAHRZ6M6WM,rec,30-1,30.0,1000.0,-2,4761.650000014475
AKE4AYF86KJVU,rec,30-1,30.0,1000.0,-2,2949.512500001761
AKNBC1TE88NDO,rec,30-1,30.0,1000.0,-2,5548.029999989271
AKX4H8RT7BL7H,rec,30-1,30.0,1000.0,-2,5022.558730148449
AOYDGVOZUIHII,prim,30-1,30.0,1000.0,-2,3889.3523809538474
AP4B1GJIT3HYF,ns,30-1,30.0,1000.0,-2,7025.883333333334
AXFH1DT8PR0K2,prim,30-1,30.0,1000.0,-2,2882.4949999928476
AXFP50XOZD2NI,rec,30-1,30.0,1000.0,-2,4692.10386904762
A12LX24NC3FP2U,ns,20-2,20.0,2000.0,-2,6976.078571431073
A161VPQSXLLV8U,ns,20-2,20.0,2000.0,-2,5378.313333330796
A166P9BSWIFF32,prim,20-2,20.0,2000.0,-2,3198.25
A17IPELR5NC2LZ,prim,20-2,20.0,2000.0,-2,4897.833333333333
A17TMQWTCJVOV5,rec,20-2,20.0,2000.0,-2,3384.128832972583
A1CB9NR3SN4VMY,prim,20-2,20.0,2000.0,-2,4019.2008333387475
A1FM638CHGPC1M,ns,20-2,20.0,2000.0,-2,3416.1700595115612
A1HENLDLQEO5BZ,prim,20-2,20.0,2000.0,-2,2281.9333333969116
A1J39RAV7TKEMF,ns,20-2,20.0,2000.0,-2,5020.288888878292
A1JL3HCA0MK9UI,prim,20-2,20.0,2000.0,-2,5564.4075000166895
A1L5A88C9PPK5L,prim,20-2,20.0,2000.0,-2,4404.541666666666
A1LA6CIGBNDOH9,rec,20-2,20.0,2000.0,-2,4440.6186111112
A1MD74JPL7E9PK,prim,20-2,20.0,2000.0,-2,5622.214814809516
A1O0K8V58YRL4A,ns,20-2,20.0,2000.0,-2,4885.5
A1PTX4IB9R34LI,rec,20-2,20.0,2000.0,-2,
A1S2EXYEG5I8HW,rec,20-2,20.0,2000.0,-2,1876.4444444444443
A1SJLXB0XFCJ97,prim,20-2,20.0,2000.0,-2,3033.644444450736
A1TPGXT718D68E,rec,20-2,20.0,2000.0,-2,7867.849999997842
A1TVWMWE03AWAW,rec,20-2,20.0,2000.0,-2,4185.785714285714
A1VEOI1H4AE1T3,prim,20-2,20.0,2000.0,-2,3047.5833333383002
A1WT2CM71Z9MP3,prim,20-2,20.0,2000.0,-2,3761.919642857143
A20YXCVKHSTSPC,prim,20-2,20.0,2000.0,-2,
A2147HO7VBGJCU,prim,20-2,20.0,2000.0,-2,3490.6000000000004
A248QG4DPULP46,ns,20-2,20.0,2000.0,-2,3823.4687499801316
A25S9Y5DZ9OR16,prim,20-2,20.0,2000.0,-2,2524.725
A25VK411P03A5T,rec,20-2,20.0,2000.0,-2,4094.0
A289D98Z4GAZ28,prim,20-2,20.0,2000.0,-2,4469.340624999601
A2BTEQA95MCIHU,prim,20-2,20.0,2000.0,-2,4588.77499961853
A2E8PL8ZWIZVJ0,prim,20-2,20.0,2000.0,-2,3962.643402854602
A2I6HVUDBTGD1,prim,20-2,20.0,2000.0,-2,4197.703720189276
A2KHR0GTA0DBWI,rec,20-2,20.0,2000.0,-2,5423.152083333333
A2KT30RCVX67ZS,prim,20-2,20.0,2000.0,-2,3864.0141071668695
A2MMGDAA7JJKIE,prim,20-2,20.0,2000.0,-2,5251.741666634877
A2MOKIEQZ0OF2M,prim,20-2,20.0,2000.0,-2,4616.946031745738
A2NZ783AY1LBPW,prim,20-2,20.0,2000.0,-2,5066.592857146618
A2NZAL7KHOR6VF,rec,20-2,20.0,2000.0,-2,5132.988541662135
A2OOS7IXSKJFFI,ns,20-2,20.0,2000.0,-2,4149.69999996821
A2P2YEHX1FXD20,rec,20-2,20.0,2000.0,-2,4045.9555555555557
A2QHI85LQPJZYP,prim,20-2,20.0,2000.0,-2,3414.7666666666664
A2SSY7MHPDQVUS,prim,20-2,20.0,2000.0,-2,2761.2136363766413
A2UX2W49R55PH4,prim,20-2,20.0,2000.0,-2,9245.444444444445
A2VIKCIM9TZL22,rec,20-2,20.0,2000.0,-2,3990.200317452966
A2XGHLVP2C1FVA,ns,20-2,20.0,2000.0,-2,4753.735694431058
A2XVLOZY7FJCC2,rec,20-2,20.0,2000.0,-2,6237.040000005232
A2ZVBFH732LYXQ,prim,20-2,20.0,2000.0,-2,4079.1694444450036
A304UJAE051J89,rec,20-2,20.0,2000.0,-2,2588.1789393854865
A312HQ3OU0EYTB,rec,20-2,20.0,2000.0,-2,5136.433333333333
A35S8HPY0V445,ns,20-2,20.0,2000.0,-2,4905.339027768374
A37GOI3N77WX21,ns,20-2,20.0,2000.0,-2,3274.29948863498
A389UA2GRCJ6,prim,20-2,20.0,2000.0,-2,4131.5297619047615
A3A7XOKH39SYOI,prim,20-2,20.0,2000.0,-2,2635.6459521770475
A3B0CMCBWAND7,rec,20-2,20.0,2000.0,-2,3718.1784722262787
A3C4WGE4SOGM1,ns,20-2,20.0,2000.0,-2,3787.6416666905084
A3CKVVGWBS4NGU,prim,20-2,20.0,2000.0,-2,4130.941666632891
A3GDVKIN7ZGUG9,rec,20-2,20.0,2000.0,-2,9910.3
A3HE29W5IDR394,rec,20-2,20.0,2000.0,-2,4927.453733766233
A3I1SGVY37KR4A,ns,20-2,20.0,2000.0,-2,6755.083333333333
A3J5HRXH4F64SP,ns,20-2,20.0,2000.0,-2,
A3LVLZS8S41ZD7,rec,20-2,20.0,2000.0,-2,3802.804166666667
A3LXARU55PR281,ns,20-2,20.0,2000.0,-2,3846.7511904761905
A3TR3KIRG5PCZ8,prim,20-2,20.0,2000.0,-2,2477.6006493506493
A3U2A632YWEX7B,prim,20-2,20.0,2000.0,-2,5651.656726065136
A3U69MNO1JC7V4,rec,20-2,20.0,2000.0,-2,3682.866666666667
A3UMHUWJKRGKNR,rec,20-2,20.0,2000.0,-2,5679.635982135736
A3VW5PI9ZX9DOD,ns,20-2,20.0,2000.0,-2,5576.401136327873
A4HWADFPGP45G,ns,20-2,20.0,2000.0,-2,6100.06607139217
AFRKVRPZ2RHY8,rec,20-2,20.0,2000.0,-2,3034.4727272635155
AHZCC2V399WUN,ns,20-2,20.0,2000.0,-2,4863.312291638056
AJABAPM32ETMN,rec,20-2,20.0,2000.0,-2,4559.294444444445
AK1EF4NACR1UJ,prim,20-2,20.0,2000.0,-2,4111.8683035109725
AKIT35WR8HEQ3,prim,20-2,20.0,2000.0,-2,5684.797500008764
AP9WIQ4P78XLH,rec,20-2,20.0,2000.0,-2,5078.833333334162
AR9AU5FY1S3RO,rec,20-2,20.0,2000.0,-2,4662.816666665673
AXCDKBG1R43GE,ns,20-2,20.0,2000.0,-2,4469.859722220197
A102WSFN62OS6I,ns,40-1,40.0,1000.0,-2,3879.5601851851848
A13WTEQ06V3B6D,rec,40-1,40.0,1000.0,-2,4492.542857140835
A178HXQENEAI65,rec,40-1,40.0,1000.0,-2,3647.387003960212
A1BLHM2IDH7DH4,prim,40-1,40.0,1000.0,-2,4909.944444444444
A1DJB12ZI46GPX,prim,40-1,40.0,1000.0,-2,5896.794444444444
A1DZMZTXWOM9MR,rec,40-1,40.0,1000.0,-2,8960.683333333582
A1EU59VMI8GL4K,rec,40-1,40.0,1000.0,-2,5292.372537878788
A1F0VEHWK3IAF4,ns,40-1,40.0,1000.0,-2,7984.274999931455
A1HGWCCIWP7AO0,ns,40-1,40.0,1000.0,-2,4258.413116847695
A1IL5P5H5VRW0D,prim,40-1,40.0,1000.0,-2,4187.781666688869
A1J5OW12TRQSOW,ns,40-1,40.0,1000.0,-2,4074.2104545186867
A1KCSGTT6Y26LH,prim,40-1,40.0,1000.0,-2,3064.982142857143
A1RQ8PX7A0CH3C,rec,40-1,40.0,1000.0,-2,4053.7220238095238
A1RY1N37JYUHBU,prim,40-1,40.0,1000.0,-2,4357.3720238052665
A1S54RQW9FDK0X,ns,40-1,40.0,1000.0,-2,4857.853174603175
A1TG34GJ1WTN0C,prim,40-1,40.0,1000.0,-2,6869.061111105813
A1UH6A625GF5MD,prim,40-1,40.0,1000.0,-2,4647.930555555556
A1VHK9OFD7H8ZH,rec,40-1,40.0,1000.0,-2,6316.041666666666
A1ZLLYRW6GIVC7,rec,40-1,40.0,1000.0,-2,4949.912500003353
A20GJP9C5KC2ZU,ns,40-1,40.0,1000.0,-2,7121.5066666920975
A23W5HVE02LM0E,prim,40-1,40.0,1000.0,-2,4519.4665178614005
A2541C8MY0BYV3,rec,40-1,40.0,1000.0,-2,4781.6668831163415
A271830PNYAI2G,rec,40-1,40.0,1000.0,-2,3146.0648148152977
A29JQ7VMQ1HKYP,ns,40-1,40.0,1000.0,-2,4423.995833356347
A2GUPBBFPPSXYR,prim,40-1,40.0,1000.0,-2,5103.981313131313
A2HRUFTA09371Y,rec,40-1,40.0,1000.0,-2,2916.9177775912813
A2IK3H6MQ1QV6E,rec,40-1,40.0,1000.0,-2,6314.378636367213
A2L7RTYO4UMYDH,ns,40-1,40.0,1000.0,-2,4601.175
A2LI1OIR4BVJRW,prim,40-1,40.0,1000.0,-2,5706.427291782034
A2NEFRREWF33YP,rec,40-1,40.0,1000.0,-2,4998.3216666682
A2P8V5SKYLL5I4,rec,40-1,40.0,1000.0,-2,4140.470555561119
A2PSU15S8ZI3V5,prim,40-1,40.0,1000.0,-2,4285.234166644679
A2QUSCZS3RXGXE,ns,40-1,40.0,1000.0,-2,3555.622821999964
A2TUYGXQ15U6GO,prim,40-1,40.0,1000.0,-2,3763.3333333333335
A2UEVNT8VQD1SA,ns,40-1,40.0,1000.0,-2,5298.853787879989
A2VR9O234UCT9T,rec,40-1,40.0,1000.0,-2,5793.82583333395
A2WCPERU8X385N,prim,40-1,40.0,1000.0,-2,5111.563470432201
A33GZS6SU4O20M,ns,40-1,40.0,1000.0,-2,3890.825
A38I0E8UK53ME5,rec,40-1,40.0,1000.0,-2,5121.323809523809
A3BZH91MITQA5X,ns,40-1,40.0,1000.0,-2,6239.244880941155
A3NX66U9RAY2GQ,prim,40-1,40.0,1000.0,-2,2766.6785714285716
A3O40YLW6MYU8C,prim,40-1,40.0,1000.0,-2,5563.442532467532
A3S2AUQWI7XWT4,prim,40-1,40.0,1000.0,-2,2977.9166666666665
A3SA9LY6RXKFOI,prim,40-1,40.0,1000.0,-2,8539.758333333333
A3SLT6KVF0NXPH,prim,40-1,40.0,1000.0,-2,4959.7375
A3TNSJSXI464IT,ns,40-1,40.0,1000.0,-2,4051.4048115096734
A3TUJBPLJGTI5,rec,40-1,40.0,1000.0,-2,3218.5
A3VL1CBZ3BGQK7,ns,40-1,40.0,1000.0,-2,6857.274999996026
A47VA451RDBV3,prim,40-1,40.0,1000.0,-2,3999.067757939654
A92KVBM20ZTU4,rec,40-1,40.0,1000.0,-2,5754.20176768313
AAF1SJ9FCBF75,rec,40-1,40.0,1000.0,-2,5554.300396825397
AAVFHZA708CSP,ns,40-1,40.0,1000.0,-2,3138.675
ADL9KYXZGHUFO,ns,40-1,40.0,1000.0,-2,4970.5
AFLRBB974KS6D,ns,40-1,40.0,1000.0,-2,3784.2388890054494
AGB6853RIDWJ8,ns,40-1,40.0,1000.0,-2,4787.997321430062
AGLFNO1XKM8O8,rec,40-1,40.0,1000.0,-2,4136.391666692993
AH2C0LKV36ATT,prim,40-1,40.0,1000.0,-2,3718.925
AKJN72HW14WTR,rec,40-1,40.0,1000.0,-2,3950.875
AMIQGW2E3WYO4,rec,40-1,40.0,1000.0,-2,5535.152777777777
ANCTZADQC3D75,ns,40-1,40.0,1000.0,-2,4399.958928571428
AOQKJGXZ8QQD0,prim,40-1,40.0,1000.0,-2,5800.766547618363
AP3BTOBN8Y9EJ,rec,40-1,40.0,1000.0,-2,7421.296160700811
AQSYWZJVVMCGJ,prim,40-1,40.0,1000.0,-2,4323.375
AR1IWBDA7MC86,rec,40-1,40.0,1000.0,-2,6281.752976208216
AR3MFFPQ39IXF,rec,40-1,40.0,1000.0,-2,6431.680370376838
ARL0T0MU9A65G,prim,40-1,40.0,1000.0,-2,5185.512626262626
ASVRLMDNQBUD9,rec,40-1,40.0,1000.0,-2,7137.453333321214
ATRRW34VN38IX,rec,40-1,40.0,1000.0,-2,5590.2450000081735
AVSVIOR38JDM6,prim,40-1,40.0,1000.0,-2,2419.7999999523163
AW0MG225VXWCN,rec,40-1,40.0,1000.0,-2,7292.071509754406
AW4PTI9P13WUB,prim,40-1,40.0,1000.0,-2,5064.590714297508
AXFCUZW85XUK1,ns,40-1,40.0,1000.0,-2,4368.546428564581
AYF9WH3AQIT86,prim,40-1,40.0,1000.0,-2,4311.024999856949
A10HW8JXM17XLD,rec,10-2,10.0,2000.0,-1,6997.241401515916
A12K1ADYMRSWMJ,prim,10-2,10.0,2000.0,-1,5026.028968230696
A14E4ISXVJVY6F,prim,10-2,10.0,2000.0,-1,3552.674702425798
A169XTOCOMO1MV,ns,10-2,10.0,2000.0,-1,3149.256904753865
A18NXRDHQ0ZSOY,ns,10-2,10.0,2000.0,-1,3463.970833311478
A1969Q0R4Y0E3J,rec,10-2,10.0,2000.0,-1,3239.9386363636363
A1AKL5YH9NLD2V,ns,10-2,10.0,2000.0,-1,8185.3172619045445
A1ARWNTZHGFG8Y,prim,10-2,10.0,2000.0,-1,5692.898015958923
A1F0R1MSPTXHHV,ns,10-2,10.0,2000.0,-1,3862.5499999821186
A1GRPIBHW72HDU,rec,10-2,10.0,2000.0,-1,7008.447222222222
A1I9RLJQ0BYN21,prim,10-2,10.0,2000.0,-1,3046.6080357283354
A1NG504QI5LI62,prim,10-2,10.0,2000.0,-1,4515.569444444444
A1NQ2A0UDW719R,prim,10-2,10.0,2000.0,-1,6967.388888888888
A1P00XZZG7EEEM,prim,10-2,10.0,2000.0,-1,3395.4699999809263
A1RFDB2WUV7QRO,ns,10-2,10.0,2000.0,-1,3892.0300000002608
A1V2H0UF94ATWY,rec,10-2,10.0,2000.0,-1,6348.571249999986
A1W7T8V97ZPUH0,prim,10-2,10.0,2000.0,-1,3725.557738095238
A1WJIRT360P5VB,rec,10-2,10.0,2000.0,-1,6891.072752525672
A1WPGNK8Y65BV3,ns,10-2,10.0,2000.0,-1,3098.330404023264
A1XMGLCK09Z0DW,ns,10-2,10.0,2000.0,-1,2289.797619047619
A1YA2FCN3KEK36,prim,10-2,10.0,2000.0,-1,3876.6696428574623
A20GD3EBBTBYY2,rec,10-2,10.0,2000.0,-1,5342.96507936508
A24BRTWG07T53Z,prim,10-2,10.0,2000.0,-1,3310.2738095238096
A27QXQ22F9ODSP,prim,10-2,10.0,2000.0,-1,5546.200694444444
A27T2Z568L69U1,prim,10-2,10.0,2000.0,-1,6284.401785714286
A282UM3NAIM0YO,ns,10-2,10.0,2000.0,-1,4766.2555555555555
A2BREH6STESM0G,rec,10-2,10.0,2000.0,-1,3243.2050000146264
A2FLBMZ38IZ2SQ,prim,10-2,10.0,2000.0,-1,5881.9315970871185
A2FM1N5AOMVTGL,prim,10-2,10.0,2000.0,-1,3795.9570238209903
A2FYFCD16Z3PCC,rec,10-2,10.0,2000.0,-1,3174.995833334358
A2H8PEGI28NKZD,ns,10-2,10.0,2000.0,-1,3259.870138888867
A2I6ZALE49CVSC,prim,10-2,10.0,2000.0,-1,3783.4208134922333
A2KPEUCEE2M05G,prim,10-2,10.0,2000.0,-1,2922.649999996478
A2LJ1FRUYGW469,ns,10-2,10.0,2000.0,-1,4903.726140939896
A2M183CETUMR96,rec,10-2,10.0,2000.0,-1,11329.834943181919
A2MUOD1JHWJ735,ns,10-2,10.0,2000.0,-1,6023.571874993853
A2NXMRPHG86N2T,ns,10-2,10.0,2000.0,-1,4448.633863635844
A2PQDK3MLDFXYM,rec,10-2,10.0,2000.0,-1,3731.817619061535
A2QRJKXTK4JDD8,ns,10-2,10.0,2000.0,-1,4783.992857142857
A2R970Q1Q2A6DJ,prim,10-2,10.0,2000.0,-1,4879.265000060201
A2VIKZ73Y5ABHM,ns,10-2,10.0,2000.0,-1,2088.366666666667
A2WYZLG8J526TQ,prim,10-2,10.0,2000.0,-1,6860.3015873015875
A33X52IN60MSOE,rec,10-2,10.0,2000.0,-1,10026.582142859803
A348NEQKS6VNIB,rec,10-2,10.0,2000.0,-1,5533.462619043485
A349BBTU7L597J,prim,10-2,10.0,2000.0,-1,7145.200000286102
A3C8JI69WPTKWH,rec,10-2,10.0,2000.0,-1,3071.8541666318974
A3CE7DTHIB76UK,ns,10-2,10.0,2000.0,-1,4877.669107142853
A3G55RJTW3BSGM,ns,10-2,10.0,2000.0,-1,1834.0996022689974
A3GC5Q5CLI4NWZ,prim,10-2,10.0,2000.0,-1,5617.958333333333
A3J55BJGV95JKH,ns,10-2,10.0,2000.0,-1,4400.484949478959
A3MJQ51KN9CMQ4,prim,10-2,10.0,2000.0,-1,5873.464285714286
A3MOL1L9V4BUGH,ns,10-2,10.0,2000.0,-1,4578.019166675583
A3NAONPCTVT6P1,rec,10-2,10.0,2000.0,-1,4699.853282831338
A3PJY7THMUIR4M,ns,10-2,10.0,2000.0,-1,4851.619047619048
A3VV3MW68CALXS,prim,10-2,10.0,2000.0,-1,5384.083333333333
A489K1IFOM4JW,prim,10-2,10.0,2000.0,-1,4515.906204906205
A49HPQ9P5AHU4,rec,10-2,10.0,2000.0,-1,2098.2777777810893
A55MEA9LQASZH,rec,10-2,10.0,2000.0,-1,5066.840476193155
A5P12YJP805RG,rec,10-2,10.0,2000.0,-1,2999.9066919499273
A5TWD5QD99GZY,rec,10-2,10.0,2000.0,-1,2926.788690472997
A63UHNWYOV5LE,ns,10-2,10.0,2000.0,-1,9566.0
AEP8U373W5Q54,prim,10-2,10.0,2000.0,-1,3308.627840858517
AK2PMO5I7OCEK,prim,10-2,10.0,2000.0,-1,4609.325
AKNU5D6QK7M72,prim,10-2,10.0,2000.0,-1,4187.345435593888
AO5FQ7GY8DTR8,prim,10-2,10.0,2000.0,-1,5753.7309523707345
ARIWYNIH12MLF,rec,10-2,10.0,2000.0,-1,5461.226250000395
AS4FVWL91C6HR,prim,10-2,10.0,2000.0,-1,5896.850277776064
AWJKR5GA7BS7V,ns,10-2,10.0,2000.0,-1,4227.4047619047615
AZ69TBTDH7AZS,rec,10-2,10.0,2000.0,-1,3518.9147519699936
AZ8NNCT4AODDN,prim,10-2,10.0,2000.0,-1,2702.587500015895
A10JXOU89D5RXR,ns,20-1,20.0,1000.0,-1,6692.004513895346
A111FTKAAJ5UMC,prim,20-1,20.0,1000.0,-1,6060.787410717422
A11EZAV2HRYKD5,prim,20-1,20.0,1000.0,-1,3689.650000148349
A157L6Z8QU3SDE,rec,20-1,20.0,1000.0,-1,5898.733333333334
A16GIPTDMJAFTK,ns,20-1,20.0,1000.0,-1,3404.340277777778
A17R7WX5B0CKK6,rec,20-1,20.0,1000.0,-1,5176.860416676229
A17WB66BXX4R0J,prim,20-1,20.0,1000.0,-1,4583.351388888888
A19QRXLWV5GKXN,rec,20-1,20.0,1000.0,-1,5076.981746031938
A1CKIYN01NV9GJ,ns,20-1,20.0,1000.0,-1,6203.458333323399
A1HLDOM6JTYYI2,prim,20-1,20.0,1000.0,-1,3409.8300865800866
A1HR8IRDC07FO9,prim,20-1,20.0,1000.0,-1,5773.563392857142
A1J6CZ176U6GDT,rec,20-1,20.0,1000.0,-1,3847.20714285698
A1J9VZ372FV2QZ,rec,20-1,20.0,1000.0,-1,5431.016319423914
A1JI19KPIVNL3Y,ns,20-1,20.0,1000.0,-1,5079.522083331893
A1KH9VI2D0V43B,prim,20-1,20.0,1000.0,-1,3815.026984126984
A1LJ4WAEDGELVL,rec,20-1,20.0,1000.0,-1,3201.2749999904077
A1OOCYEFLAJD98,ns,20-1,20.0,1000.0,-1,4564.398611112912
A1OW27AZS122X2,ns,20-1,20.0,1000.0,-1,4716.622638886898
A1R5JNC2LO6X1S,prim,20-1,20.0,1000.0,-1,3743.5
A1SUTNVLSFPXFK,ns,20-1,20.0,1000.0,-1,5147.127857126508
A1V91Z2CQKMR55,rec,20-1,20.0,1000.0,-1,2061.2175000049174
A1YFL5HXPZ7MVV,ns,20-1,20.0,1000.0,-1,4389.382701997354
A22UMPYYQBXT0F,rec,20-1,20.0,1000.0,-1,2310.8025000058115
A26M997VYVK0E6,prim,20-1,20.0,1000.0,-1,2855.0
A277V4SHQB8JRS,rec,20-1,20.0,1000.0,-1,2752.8958333333335
A2E5PV1BHNG67N,ns,20-1,20.0,1000.0,-1,4660.299999833107
A2FQVRBXJZQAWT,prim,20-1,20.0,1000.0,-1,4149.476190476191
A2GM1ZIBRBHBK7,ns,20-1,20.0,1000.0,-1,3590.0208333333335
A2ONILC0LZKG6Y,rec,20-1,20.0,1000.0,-1,8213.020833333334
A2QX1SJXQN1NV1,prim,20-1,20.0,1000.0,-1,5225.857142857143
A2QY653X9531JP,ns,20-1,20.0,1000.0,-1,5930.507857103858
A2RBF3IIJP15IH,rec,20-1,20.0,1000.0,-1,1790.748749994148
A2RWLFIP23FZA7,prim,20-1,20.0,1000.0,-1,3289.2959009742185
A2SBZCFAVT83GN,rec,20-1,20.0,1000.0,-1,4482.656385281385
A2SQGKP2REXOTN,prim,20-1,20.0,1000.0,-1,5023.777777777778
A2SQTRNQWDLU4F,ns,20-1,20.0,1000.0,-1,6809.229166666666
A2SWQM5X54P1O5,ns,20-1,20.0,1000.0,-1,4260.984318180969
A2TG5ESEOPXAHI,prim,20-1,20.0,1000.0,-1,3710.650595226884
A2V6E7SGEU0EFD,ns,20-1,20.0,1000.0,-1,2273.2788095229525
