subject,condition,l_length,pres_rate,r1_sp,r1_decile,r1_sp_slope,r1_dec_slope
A2MBFIAGBPU5NG,15-2,15.0,2000.0,4.447970779220779,2.965313852813853,-0.898474025974026,-0.5989826839826841
A2O86E23R5T4YO,15-2,15.0,2000.0,1.6744318181818183,1.1162878787878787,0.059318181818181805,0.039545454545454564
A2PTABUVOUYAH5,15-2,15.0,2000.0,11.003787878787877,7.335858585858585,0.6787878787878787,0.4525252525252522
A2R75YFKVALBXE,15-2,15.0,2000.0,13.125,8.75,-0.08333333333333215,-0.055555555555557135
A2RU1Q3C9VHBAO,15-2,15.0,2000.0,3.481060606060606,2.3207070707070705,-0.8333333333333334,-0.5555555555555555
A2RVG8Y97DE0GM,15-2,15.0,2000.0,1.0994318181818181,0.7329545454545454,-0.09431818181818181,-0.06287878787878787
A2UJ9GDNVPX99C,15-2,15.0,2000.0,1.5243055555555556,1.0162037037037037,0.06527777777777777,0.0435185185185185
A2UYZFH5VT5R3H,15-2,15.0,2000.0,14.312500000000002,9.541666666666668,0.42500000000000016,0.2833333333333334
A2Y8LZS5C81O25,15-2,15.0,2000.0,2.2069444444444444,1.4712962962962963,0.14611111111111114,0.09740740740740753
A30NL5N71G2YAU,15-2,15.0,2000.0,10.35763888888889,6.905092592592593,1.5736111111111113,1.0490740740740745
A310Y949ILSN3P,15-2,15.0,2000.0,1.5162698412698412,1.0108465608465607,-0.4204761904761905,-0.28031746031746024
A31P78W9ZCQXCS,15-2,15.0,2000.0,5.541666666666667,3.694444444444444,2.316666666666667,1.5444444444444438
A347RDI3HZOUCY,15-2,15.0,2000.0,1.2386363636363635,0.8257575757575757,-0.006363636363636416,-0.0042424242424242585
A34HQHGLIW1FYS,15-2,15.0,2000.0,8.698611111111111,5.799074074074074,4.399444444444444,2.9329629629629634
A34IPEKX5WXJIN,15-2,15.0,2000.0,2.5665223665223666,1.7110149110149109,-1.0814430014430017,-0.7209620009620009
A34YNEN8UUI3CD,15-2,15.0,2000.0,9.079545454545455,6.053030303030303,1.068181818181818,0.7121212121212123
A35VI4SE31HD17,15-2,15.0,2000.0,2.4791666666666665,1.6527777777777777,-0.9,-0.6
A36S0DI86PL4J6,15-2,15.0,2000.0,3.92906746031746,2.619378306878307,0.13948412698412715,0.092989417989418
A384KX8MUIJSTJ,15-2,15.0,2000.0,5.791125541125542,3.8607503607503606,0.3112554112554111,0.2075036075036075
A38DHLB88V8DL8,15-2,15.0,2000.0,14.308712121212121,9.539141414141413,0.5962121212121211,0.3974747474747476
A3AWQ3AACIPXM2,15-2,15.0,2000.0,10.75,7.166666666666666,4.166666666666668,2.7777777777777777
A3BA2WMGN6KHUU,15-2,15.0,2000.0,5.384659090909091,3.589772727272728,-1.748409090909091,-1.1656060606060605
A3BN69Q9D7RQGR,15-2,15.0,2000.0,10.3125,6.875,2.275,1.5166666666666664
A3C25IBTLB60RQ,15-2,15.0,2000.0,5.4375,3.625,1.375,0.9166666666666665
A3FOKP72T5I4FR,15-2,15.0,2000.0,8.31439393939394,5.542929292929292,-0.46212121212121104,-0.30808080808080796
A3HBB9JT9WVZS4,15-2,15.0,2000.0,8.145833333333332,5.430555555555555,1.9083333333333332,1.2722222222222221
A3HOPYBWSR1TWR,15-2,15.0,2000.0,1.375,0.9166666666666665,-0.03333333333333335,-0.02222222222222221
A3IBDJ12CRTQQN,15-2,15.0,2000.0,1.779419191919192,1.1862794612794612,-0.4764141414141414,-0.31760942760942756
A3IHTJXHWPQ2JR,15-2,15.0,2000.0,13.1875,8.791666666666666,-0.065909090909091,-0.0439393939393943
A3MWLHSW9B9RHU,15-2,15.0,2000.0,1.0669642857142856,0.7113095238095238,-0.05535714285714284,-0.0369047619047619
A3ORKXM3WG8QJ9,15-2,15.0,2000.0,1.1111111111111112,0.7407407407407407,0.22222222222222232,0.14814814814814803
A3P52W1SBJUT5N,15-2,15.0,2000.0,8.256944444444445,5.50462962962963,-1.1972222222222224,-0.7981481481481482
A3U27ZHUGOPIAN,15-2,15.0,2000.0,4.904166666666667,3.2694444444444444,2.6016666666666666,1.7344444444444445
A3UA50A6GKNAMR,15-2,15.0,2000.0,4.65625,3.104166666666667,-2.7575,-1.8383333333333334
A3UE8ANAIM7F15,15-2,15.0,2000.0,5.475694444444444,3.6504629629629632,-0.8319444444444446,-0.5546296296296294
A3UGB3B1S74HR9,15-2,15.0,2000.0,1.457142857142857,0.9714285714285713,0.02285714285714289,0.01523809523809524
A3UUW04QL49RSC,15-2,15.0,2000.0,1.3541666666666667,0.9027777777777778,-0.16166666666666665,-0.10777777777777778
A6HDSE80LQPR8,15-2,15.0,2000.0,11.758333333333333,7.838888888888889,-0.6833333333333336,-0.4555555555555557
AAOOH6P4HHSCS,15-2,15.0,2000.0,1.6041666666666667,1.0694444444444444,0.3416666666666667,0.22777777777777777
ADGJXUEMPLTMS,15-2,15.0,2000.0,2.7556818181818183,1.837121212121212,-0.32045454545454544,-0.21363636363636368
AEF1G6YE8RIB8,15-2,15.0,2000.0,4.652777777777778,3.101851851851852,4.05,2.7
AERGHZBQFT309,15-2,15.0,2000.0,12.011363636363637,8.007575757575758,-0.6121212121212123,-0.40808080808080793
AESZJEZTZEW01,15-2,15.0,2000.0,7.8875,5.258333333333333,9.975000000000001,6.649999999999999
AEX1I7K7OVHHC,15-2,15.0,2000.0,10.792592592592593,7.1950617283950615,0.0,0.0
AEXRVIK8SKB4V,15-2,15.0,2000.0,1.9603174603174602,1.306878306878307,1.6349206349206349,1.0899470899470902
AF0W4ZBY7VXOU,15-2,15.0,2000.0,12.791666666666668,8.527777777777779,0.7833333333333332,0.5222222222222219
AFZGUWYLC0NG0,15-2,15.0,2000.0,5.742063492063492,3.828042328042328,-0.37936507936507935,-0.252910052910053
AGANKP4PUZ4NC,15-2,15.0,2000.0,4.616666666666666,3.077777777777778,2.43,1.6200000000000003
AHY3YAYJLTW32,15-2,15.0,2000.0,13.916666666666666,9.277777777777779,-0.1333333333333334,-0.08888888888888946
AL9SYQEUTNJXT,15-2,15.0,2000.0,3.5555555555555554,2.3703703703703702,2.933333333333333,1.9555555555555557
ALDQRWYZ8KQ9A,15-2,15.0,2000.0,14.0,9.333333333333334,-0.7666666666666664,-0.5111111111111116
AM65LGXJBTJ0I,15-2,15.0,2000.0,5.946969696969696,3.964646464646464,-3.362121212121212,-2.241414141414142
AOIR8V07FYMH5,15-2,15.0,2000.0,14.3625,9.575,0.381666666666667,0.2544444444444446
AR0VJ5XRG16UJ,15-2,15.0,2000.0,13.15,8.766666666666667,-2.6999999999999993,-1.8000000000000007
AU5UJIZ3TLI5M,15-2,15.0,2000.0,13.875,9.249999999999998,-0.3000000000000004,-0.19999999999999982
