subject,strategy,session,condition,l_length,pres_rate,serial_position,rt,min_rt
A102RSV009OCUW,prim,1,15-2,15.0,2000.0,1.0,735.0,False
A102RSV009OCUW,prim,1,15-2,15.0,2000.0,1.0,8875.0,False
A102RSV009OCUW,prim,1,15-2,15.0,2000.0,1.0,2549.0,False
A102RSV009OCUW,prim,1,15-2,15.0,2000.0,2.0,6219.0,False
A102RSV009OCUW,prim,1,15-2,15.0,2000.0,1.0,4776.0,False
A102RSV009OCUW,prim,1,15-2,15.0,2000.0,1.0,3453.0,False
A102RSV009OCUW,prim,1,15-2,15.0,2000.0,1.0,3355.0,False
A102RSV009OCUW,prim,1,15-2,15.0,2000.0,3.0,1362.0,False
A102RSV009OCUW,prim,1,15-2,15.0,2000.0,1.0,0.0,True
A102RSV009OCUW,prim,1,15-2,15.0,2000.0,1.0,2618.0,False
A102RSV009OCUW,prim,1,15-2,15.0,2000.0,2.0,610.0,False
A102RSV009OCUW,prim,1,15-2,15.0,2000.0,4.0,13662.0,False
A102RSV009OCUW,prim,2,15-2,15.0,2000.0,1.0,0.0,True
A102RSV009OCUW,prim,2,15-2,15.0,2000.0,1.0,3323.0,False
A102RSV009OCUW,prim,2,15-2,15.0,2000.0,15.0,19026.0,False
A102RSV009OCUW,prim,2,15-2,15.0,2000.0,1.0,10917.0,False
A102RSV009OCUW,prim,2,15-2,15.0,2000.0,1.0,4874.0,False
A102RSV009OCUW,prim,2,15-2,15.0,2000.0,1.0,3653.0,False
A102RSV009OCUW,prim,2,15-2,15.0,2000.0,1.0,2666.0,False
A102RSV009OCUW,prim,2,15-2,15.0,2000.0,1.0,8133.0,False
A102RSV009OCUW,prim,2,15-2,15.0,2000.0,1.0,19088.0,False
A102RSV009OCUW,prim,2,15-2,15.0,2000.0,13.0,3811.0,False
A102RSV009OCUW,prim,2,15-2,15.0,2000.0,1.0,9086.0,False
A102RSV009OCUW,prim,3,15-2,15.0,2000.0,2.0,0.0,True
A102RSV009OCUW,prim,3,15-2,15.0,2000.0,1.0,11424.0,False
A102RSV009OCUW,prim,3,15-2,15.0,2000.0,3.0,5079.0,False
A102RSV009OCUW,prim,3,15-2,15.0,2000.0,1.0,1415.0,False
A102RSV009OCUW,prim,3,15-2,15.0,2000.0,1.0,1276.0,False
A102RSV009OCUW,prim,3,15-2,15.0,2000.0,1.0,1926.0,False
A102RSV009OCUW,prim,3,15-2,15.0,2000.0,2.0,10270.0,False
A102RSV009OCUW,prim,3,15-2,15.0,2000.0,1.0,3614.0,False
A102RSV009OCUW,prim,4,15-2,15.0,2000.0,2.0,0.0,True
A102RSV009OCUW,prim,4,15-2,15.0,2000.0,1.0,3287.0,False
A102RSV009OCUW,prim,4,15-2,15.0,2000.0,2.0,2652.0,False
A102RSV009OCUW,prim,4,15-2,15.0,2000.0,1.0,2649.0,False
A102RSV009OCUW,prim,4,15-2,15.0,2000.0,1.0,4717.0,False
A102RSV009OCUW,prim,4,15-2,15.0,2000.0,3.0,5507.0,False
A102RSV009OCUW,prim,4,15-2,15.0,2000.0,1.0,4072.0,False
A102RSV009OCUW,prim,4,15-2,15.0,2000.0,1.0,2976.0,False
A102RSV009OCUW,prim,4,15-2,15.0,2000.0,1.0,17285.0,False
A102RSV009OCUW,prim,4,15-2,15.0,2000.0,1.0,15976.0,False
A102RSV009OCUW,prim,4,15-2,15.0,2000.0,1.0,8639.0,False
A102WSFN62OS6I,ns,1,40-1,40.0,1000.0,1.0,0.0,True
A102WSFN62OS6I,ns,1,40-1,40.0,1000.0,1.0,5320.0,False
A102WSFN62OS6I,ns,1,40-1,40.0,1000.0,1.0,4380.0,False
A102WSFN62OS6I,ns,1,40-1,40.0,1000.0,1.0,7342.0,False
A102WSFN62OS6I,ns,1,40-1,40.0,1000.0,6.0,7962.0,False
A102WSFN62OS6I,ns,1,40-1,40.0,1000.0,1.0,4356.0,False
A102WSFN62OS6I,ns,1,40-1,40.0,1000.0,1.0,6192.0,False
A102WSFN62OS6I,ns,1,40-1,40.0,1000.0,39.0,9567.0,False
A102WSFN62OS6I,ns,1,40-1,40.0,1000.0,39.0,5924.0,False
A102WSFN62OS6I,ns,1,40-1,40.0,1000.0,1.0,4533.0,False
A102WSFN62OS6I,ns,1,40-1,40.0,1000.0,1.0,3985.0,False
A102WSFN62OS6I,ns,2,40-1,40.0,1000.0,40.0,5465.0,False
A102WSFN62OS6I,ns,2,40-1,40.0,1000.0,1.0,4194.0,False
A102WSFN62OS6I,ns,2,40-1,40.0,1000.0,1.0,17478.0,False
A102WSFN62OS6I,ns,2,40-1,40.0,1000.0,2.0,1868.0,False
A102WSFN62OS6I,ns,2,40-1,40.0,1000.0,40.0,48425.0,False
A102WSFN62OS6I,ns,2,40-1,40.0,1000.0,2.0,19603.0,False
A102WSFN62OS6I,ns,2,40-1,40.0,1000.0,40.0,559.0,False
A102WSFN62OS6I,ns,2,40-1,40.0,1000.0,1.0,1934.0,False
A102WSFN62OS6I,ns,2,40-1,40.0,1000.0,36.0,0.0,True
A102WSFN62OS6I,ns,2,40-1,40.0,1000.0,9.0,371.0,False
A102WSFN62OS6I,ns,3,40-1,40.0,1000.0,37.0,0.0,True
A102WSFN62OS6I,ns,3,40-1,40.0,1000.0,39.0,3067.0,False
A102WSFN62OS6I,ns,3,40-1,40.0,1000.0,1.0,2895.0,False
A102WSFN62OS6I,ns,3,40-1,40.0,1000.0,39.0,3605.0,False
A102WSFN62OS6I,ns,3,40-1,40.0,1000.0,38.0,2193.0,False
A102WSFN62OS6I,ns,3,40-1,40.0,1000.0,37.0,2281.0,False
A102WSFN62OS6I,ns,3,40-1,40.0,1000.0,36.0,3906.0,False
A102WSFN62OS6I,ns,3,40-1,40.0,1000.0,40.0,8230.0,False
A102WSFN62OS6I,ns,3,40-1,40.0,1000.0,40.0,3237.0,False
A102WSFN62OS6I,ns,3,40-1,40.0,1000.0,37.0,6875.0,False
A102WSFN62OS6I,ns,3,40-1,40.0,1000.0,38.0,7253.0,False
A10HW8JXM17XLD,rec,1,10-2,10.0,2000.0,1.0,0.0,True
A10HW8JXM17XLD,rec,1,10-2,10.0,2000.0,2.0,1104.0,False
A10HW8JXM17XLD,rec,1,10-2,10.0,2000.0,10.0,1455.0,False
A10HW8JXM17XLD,rec,1,10-2,10.0,2000.0,8.0,4211.0,False
A10HW8JXM17XLD,rec,1,10-2,10.0,2000.0,10.0,1663.0,False
A10HW8JXM17XLD,rec,1,10-2,10.0,2000.0,10.0,5251.0,False
A10HW8JXM17XLD,rec,1,10-2,10.0,2000.0,3.0,4021.0,False
A10HW8JXM17XLD,rec,1,10-2,10.0,2000.0,10.0,1695.0,False
A10HW8JXM17XLD,rec,1,10-2,10.0,2000.0,10.0,1010.0,False
A10HW8JXM17XLD,rec,1,10-2,10.0,2000.0,10.0,3836.0,False
A10HW8JXM17XLD,rec,1,10-2,10.0,2000.0,10.0,1511.0,False
A10HW8JXM17XLD,rec,1,10-2,10.0,2000.0,10.0,1847.0,False
A10HW8JXM17XLD,rec,2,10-2,10.0,2000.0,1.0,0.0,True
A10HW8JXM17XLD,rec,2,10-2,10.0,2000.0,10.0,4149.799999998885,False
A10HW8JXM17XLD,rec,2,10-2,10.0,2000.0,10.0,14001.799999998879,False
A10HW8JXM17XLD,rec,2,10-2,10.0,2000.0,10.0,74697.20000000112,False
A10HW8JXM17XLD,rec,2,10-2,10.0,2000.0,6.0,13228.599999999627,False
A10HW8JXM17XLD,rec,2,10-2,10.0,2000.0,10.0,30290.599999999627,False
A10HW8JXM17XLD,rec,2,10-2,10.0,2000.0,10.0,26907.099999999627,False
A10HW8JXM17XLD,rec,2,10-2,10.0,2000.0,10.0,10773.599999999627,False
A10HW8JXM17XLD,rec,2,10-2,10.0,2000.0,10.0,57658.89999999851,False
A10HW8JXM17XLD,rec,2,10-2,10.0,2000.0,10.0,26998.799999998882,False
A10HW8JXM17XLD,rec,2,10-2,10.0,2000.0,10.0,30750.89999999851,False
A10HW8JXM17XLD,rec,2,10-2,10.0,2000.0,10.0,47549.199999999255,False
A10HW8JXM17XLD,rec,3,10-2,10.0,2000.0,10.0,0.0,True
A10HW8JXM17XLD,rec,3,10-2,10.0,2000.0,10.0,2406.7999999970198,False
A10HW8JXM17XLD,rec,3,10-2,10.0,2000.0,10.0,3752.7000000029802,False
A10HW8JXM17XLD,rec,3,10-2,10.0,2000.0,10.0,2765.5,False
A10HW8JXM17XLD,rec,3,10-2,10.0,2000.0,10.0,1180.0,False
A10HW8JXM17XLD,rec,3,10-2,10.0,2000.0,10.0,673.0,False
A10HW8JXM17XLD,rec,3,10-2,10.0,2000.0,10.0,2237.2999999970198,False
A10HW8JXM17XLD,rec,3,10-2,10.0,2000.0,10.0,2865.5,False
A10HW8JXM17XLD,rec,3,10-2,10.0,2000.0,10.0,1115.4000000059605,False
A10HW8JXM17XLD,rec,3,10-2,10.0,2000.0,10.0,5228.0,False
A10HW8JXM17XLD,rec,3,10-2,10.0,2000.0,10.0,1557.3999999985099,False
A10HW8JXM17XLD,rec,3,10-2,10.0,2000.0,10.0,1834.6000000014901,False
A10HW8JXM17XLD,rec,4,10-2,10.0,2000.0,10.0,0.0,True
A10HW8JXM17XLD,rec,4,10-2,10.0,2000.0,10.0,5135.300000071527,False
A10HW8JXM17XLD,rec,4,10-2,10.0,2000.0,10.0,3353.7000000476837,False
A10HW8JXM17XLD,rec,4,10-2,10.0,2000.0,10.0,3725.7000000476837,False
A10HW8JXM17XLD,rec,4,10-2,10.0,2000.0,10.0,8080.200000047682,False
A10HW8JXM17XLD,rec,4,10-2,10.0,2000.0,10.0,3416.0000000596046,False
A10HW8JXM17XLD,rec,4,10-2,10.0,2000.0,10.0,5153.700000047682,False
A10HW8JXM17XLD,rec,4,10-2,10.0,2000.0,10.0,9275.300000071527,False
A10HW8JXM17XLD,rec,4,10-2,10.0,2000.0,10.0,4842.800000071527,False
A10HW8JXM17XLD,rec,4,10-2,10.0,2000.0,10.0,4149.900000035763,False
A10HW8JXM17XLD,rec,4,10-2,10.0,2000.0,10.0,4199.600000023842,False
A10HW8JXM17XLD,rec,4,10-2,10.0,2000.0,10.0,3330.400000035763,False
A10JXOU89D5RXR,ns,1,20-1,20.0,1000.0,1.0,0.0,True
A10JXOU89D5RXR,ns,1,20-1,20.0,1000.0,1.0,1911.3000001907349,False
A10JXOU89D5RXR,ns,1,20-1,20.0,1000.0,19.0,2109.300000190735,False
A10JXOU89D5RXR,ns,1,20-1,20.0,1000.0,17.0,2059.800000190735,False
A10JXOU89D5RXR,ns,1,20-1,20.0,1000.0,17.0,772.9000000953674,False
A10JXOU89D5RXR,ns,1,20-1,20.0,1000.0,20.0,1949.3000001907349,False
A10JXOU89D5RXR,ns,1,20-1,20.0,1000.0,20.0,1047.900000333786,False
A10JXOU89D5RXR,ns,1,20-1,20.0,1000.0,18.0,1996.9000000953674,False
A10JXOU89D5RXR,ns,1,20-1,20.0,1000.0,19.0,1762.0000002384186,False
A10JXOU89D5RXR,ns,1,20-1,20.0,1000.0,20.0,3245.300000190735,False
A10JXOU89D5RXR,ns,1,20-1,20.0,1000.0,20.0,1732.3000001907349,False
A10JXOU89D5RXR,ns,1,20-1,20.0,1000.0,20.0,2543.100000143051,False
A10JXOU89D5RXR,ns,2,20-1,20.0,1000.0,1.0,483.2000000476837,False
A10JXOU89D5RXR,ns,2,20-1,20.0,1000.0,19.0,2010.4000000953674,False
A10JXOU89D5RXR,ns,2,20-1,20.0,1000.0,1.0,201.00000023841858,False
A10JXOU89D5RXR,ns,2,20-1,20.0,1000.0,14.0,375.40000009536743,False
A10JXOU89D5RXR,ns,2,20-1,20.0,1000.0,16.0,1301.4000000953674,False
A10JXOU89D5RXR,ns,2,20-1,20.0,1000.0,16.0,2355.2000002861023,False
A10JXOU89D5RXR,ns,2,20-1,20.0,1000.0,19.0,97.59999990463257,False
A10JXOU89D5RXR,ns,2,20-1,20.0,1000.0,18.0,919.1000001430511,False
A10JXOU89D5RXR,ns,2,20-1,20.0,1000.0,15.0,231.5,False
A10JXOU89D5RXR,ns,2,20-1,20.0,1000.0,3.0,0.0,True
A10JXOU89D5RXR,ns,2,20-1,20.0,1000.0,20.0,1152.5,False
A10JXOU89D5RXR,ns,3,20-1,20.0,1000.0,1.0,841.2999999523163,False
A10JXOU89D5RXR,ns,3,20-1,20.0,1000.0,19.0,2611.5999999046326,False
A10JXOU89D5RXR,ns,3,20-1,20.0,1000.0,20.0,1397.8999998569489,False
A10JXOU89D5RXR,ns,3,20-1,20.0,1000.0,20.0,3816.9999997615814,False
A10JXOU89D5RXR,ns,3,20-1,20.0,1000.0,19.0,1032.3999998569489,False
A10JXOU89D5RXR,ns,3,20-1,20.0,1000.0,14.0,0.0,True
A10JXOU89D5RXR,ns,3,20-1,20.0,1000.0,19.0,40.5,False
A10JXOU89D5RXR,ns,3,20-1,20.0,1000.0,13.0,560.4999997615814,False
A10JXOU89D5RXR,ns,3,20-1,20.0,1000.0,17.0,400.19999980926514,False
A10JXOU89D5RXR,ns,3,20-1,20.0,1000.0,19.0,574.1999998092651,False
A10JXOU89D5RXR,ns,3,20-1,20.0,1000.0,13.0,2900.699999809265,False
A10JXOU89D5RXR,ns,3,20-1,20.0,1000.0,14.0,381.2999997138977,False
A10JXOU89D5RXR,ns,4,20-1,20.0,1000.0,17.0,0.0,True
A10JXOU89D5RXR,ns,4,20-1,20.0,1000.0,18.0,2446.5999999046326,False
A10JXOU89D5RXR,ns,4,20-1,20.0,1000.0,16.0,3228.899999856949,False
A10JXOU89D5RXR,ns,4,20-1,20.0,1000.0,18.0,2737.399999856949,False
A10JXOU89D5RXR,ns,4,20-1,20.0,1000.0,18.0,2113.899999856949,False
A10JXOU89D5RXR,ns,4,20-1,20.0,1000.0,20.0,5837.399999856949,False
A10JXOU89D5RXR,ns,4,20-1,20.0,1000.0,16.0,2253.7999997138977,False
A10JXOU89D5RXR,ns,4,20-1,20.0,1000.0,18.0,1393.2000000476837,False
A10JXOU89D5RXR,ns,4,20-1,20.0,1000.0,20.0,1063.3999998569489,False
A10JXOU89D5RXR,ns,4,20-1,20.0,1000.0,19.0,591.4999997615814,False
A10JXOU89D5RXR,ns,4,20-1,20.0,1000.0,18.0,2618.0999999046326,False
A10JXOU89D5RXR,ns,4,20-1,20.0,1000.0,18.0,3044.399999856949,False
A111FTKAAJ5UMC,prim,1,20-1,20.0,1000.0,1.0,0.0,True
A111FTKAAJ5UMC,prim,1,20-1,20.0,1000.0,1.0,6676.0,False
A111FTKAAJ5UMC,prim,1,20-1,20.0,1000.0,1.0,9340.09999999404,False
A111FTKAAJ5UMC,prim,1,20-1,20.0,1000.0,1.0,7536.39999999851,False
A111FTKAAJ5UMC,prim,1,20-1,20.0,1000.0,2.0,10386.70000000298,False
A111FTKAAJ5UMC,prim,1,20-1,20.0,1000.0,3.0,4950.39999999851,False
A111FTKAAJ5UMC,prim,1,20-1,20.0,1000.0,2.0,887.1000000014901,False
A111FTKAAJ5UMC,prim,1,20-1,20.0,1000.0,1.0,2355.6999999955297,False
A111FTKAAJ5UMC,prim,1,20-1,20.0,1000.0,1.0,6716.89999999851,False
A111FTKAAJ5UMC,prim,1,20-1,20.0,1000.0,1.0,259.79999999701977,False
A111FTKAAJ5UMC,prim,1,20-1,20.0,1000.0,1.0,38.0,False
A111FTKAAJ5UMC,prim,2,20-1,20.0,1000.0,1.0,1132.2999999523163,False
A111FTKAAJ5UMC,prim,2,20-1,20.0,1000.0,1.0,5518.899999976158,False
A111FTKAAJ5UMC,prim,2,20-1,20.0,1000.0,1.0,3482.699999988081,False
A111FTKAAJ5UMC,prim,2,20-1,20.0,1000.0,1.0,2985.800000011919,False
A111FTKAAJ5UMC,prim,2,20-1,20.0,1000.0,2.0,754.9000000357628,False
A111FTKAAJ5UMC,prim,2,20-1,20.0,1000.0,2.0,0.0,True
A111FTKAAJ5UMC,prim,2,20-1,20.0,1000.0,2.0,3060.699999988081,False
A111FTKAAJ5UMC,prim,2,20-1,20.0,1000.0,1.0,7209.199999988081,False
A111FTKAAJ5UMC,prim,2,20-1,20.0,1000.0,1.0,6409.699999988081,False
A111FTKAAJ5UMC,prim,2,20-1,20.0,1000.0,1.0,29713.5,False
A111FTKAAJ5UMC,prim,2,20-1,20.0,1000.0,2.0,17397.39999997616,False
A111FTKAAJ5UMC,prim,3,20-1,20.0,1000.0,1.0,6747.300000011919,False
A111FTKAAJ5UMC,prim,3,20-1,20.0,1000.0,1.0,1141.7999999523163,False
A111FTKAAJ5UMC,prim,3,20-1,20.0,1000.0,1.0,783.1999999880791,False
A111FTKAAJ5UMC,prim,3,20-1,20.0,1000.0,3.0,311.80000001192093,False
A111FTKAAJ5UMC,prim,3,20-1,20.0,1000.0,1.0,605.8999999761581,False
A111FTKAAJ5UMC,prim,3,20-1,20.0,1000.0,1.0,0.0,True
A111FTKAAJ5UMC,prim,3,20-1,20.0,1000.0,1.0,3941.0999999642354,False
A111FTKAAJ5UMC,prim,3,20-1,20.0,1000.0,1.0,899.6000000238419,False
A111FTKAAJ5UMC,prim,3,20-1,20.0,1000.0,1.0,5089.0,False
A111FTKAAJ5UMC,prim,3,20-1,20.0,1000.0,1.0,1426.6000000238419,False
A111FTKAAJ5UMC,prim,4,20-1,20.0,1000.0,1.0,7708.5,False
A111FTKAAJ5UMC,prim,4,20-1,20.0,1000.0,2.0,15496.79999995232,False
A111FTKAAJ5UMC,prim,4,20-1,20.0,1000.0,1.0,0.0,True
A111FTKAAJ5UMC,prim,4,20-1,20.0,1000.0,1.0,1609.2000000476837,False
A111FTKAAJ5UMC,prim,4,20-1,20.0,1000.0,1.0,3413.5,False
A111FTKAAJ5UMC,prim,4,20-1,20.0,1000.0,2.0,2795.399999976158,False
A111FTKAAJ5UMC,prim,4,20-1,20.0,1000.0,2.0,6439.899999976158,False
A111FTKAAJ5UMC,prim,4,20-1,20.0,1000.0,1.0,6428.800000071526,False
A111FTKAAJ5UMC,prim,4,20-1,20.0,1000.0,1.0,1096.0,False
A111FTKAAJ5UMC,prim,4,20-1,20.0,1000.0,1.0,37614.10000002384,False
A11BHGAKU0RIH8,rec,1,15-2,15.0,2000.0,1.0,1827.0999999940395,False
A11BHGAKU0RIH8,rec,1,15-2,15.0,2000.0,15.0,3992.39999999851,False
A11BHGAKU0RIH8,rec,1,15-2,15.0,2000.0,15.0,5381.5,False
A11BHGAKU0RIH8,rec,1,15-2,15.0,2000.0,1.0,19180.79999999702,False
A11BHGAKU0RIH8,rec,1,15-2,15.0,2000.0,15.0,6931.69999999553,False
A11BHGAKU0RIH8,rec,1,15-2,15.0,2000.0,15.0,8689.79999999702,False
A11BHGAKU0RIH8,rec,1,15-2,15.0,2000.0,14.0,16062.79999999702,False
A11BHGAKU0RIH8,rec,1,15-2,15.0,2000.0,15.0,7985.499999992549,False
A11BHGAKU0RIH8,rec,1,15-2,15.0,2000.0,15.0,1116.8999999985099,False
A11BHGAKU0RIH8,rec,1,15-2,15.0,2000.0,15.0,0.0,True
A11BHGAKU0RIH8,rec,1,15-2,15.0,2000.0,15.0,8677.39999999851,False
A11BHGAKU0RIH8,rec,1,15-2,15.0,2000.0,15.0,3133.2999999970198,False
A11BHGAKU0RIH8,rec,2,15-2,15.0,2000.0,1.0,14453.5,False
A11BHGAKU0RIH8,rec,2,15-2,15.0,2000.0,10.0,7534.0,False
A11BHGAKU0RIH8,rec,2,15-2,15.0,2000.0,5.0,2339.7999999821204,False
A11BHGAKU0RIH8,rec,2,15-2,15.0,2000.0,15.0,0.0,True
A11BHGAKU0RIH8,rec,2,15-2,15.0,2000.0,1.0,14506.199999988079,False
A11BHGAKU0RIH8,rec,2,15-2,15.0,2000.0,2.0,6369.199999988081,False
A11BHGAKU0RIH8,rec,2,15-2,15.0,2000.0,15.0,3641.0999999940395,False
A11BHGAKU0RIH8,rec,2,15-2,15.0,2000.0,15.0,11839.699999988079,False
A11BHGAKU0RIH8,rec,2,15-2,15.0,2000.0,12.0,3776.300000011919,False
A11BHGAKU0RIH8,rec,2,15-2,15.0,2000.0,14.0,8858.0,False
A11EZAV2HRYKD5,prim,1,20-1,20.0,1000.0,1.0,1649.3999996185303,False
A11EZAV2HRYKD5,prim,1,20-1,20.0,1000.0,1.0,5355.5,False
A11EZAV2HRYKD5,prim,1,20-1,20.0,1000.0,1.0,2401.5,False
A11EZAV2HRYKD5,prim,1,20-1,20.0,1000.0,2.0,1228.4000005722046,False
A11EZAV2HRYKD5,prim,1,20-1,20.0,1000.0,2.0,17431.89999961853,False
A11EZAV2HRYKD5,prim,1,20-1,20.0,1000.0,1.0,4194.400000572205,False
A11EZAV2HRYKD5,prim,1,20-1,20.0,1000.0,2.0,1572.4000005722046,False
A11EZAV2HRYKD5,prim,1,20-1,20.0,1000.0,1.0,2600.0,False
A11EZAV2HRYKD5,prim,1,20-1,20.0,1000.0,1.0,0.0,True
A11EZAV2HRYKD5,prim,1,20-1,20.0,1000.0,1.0,7357.0,False
A11EZAV2HRYKD5,prim,1,20-1,20.0,1000.0,1.0,3197.3000001907367,False
A11EZAV2HRYKD5,prim,2,20-1,20.0,1000.0,4.0,3164.300000190733,False
A11EZAV2HRYKD5,prim,2,20-1,20.0,1000.0,1.0,25040.10000038147,False
A11EZAV2HRYKD5,prim,2,20-1,20.0,1000.0,4.0,3572.4000005722064,False
A11EZAV2HRYKD5,prim,2,20-1,20.0,1000.0,2.0,0.0,True
A11EZAV2HRYKD5,prim,2,20-1,20.0,1000.0,1.0,5729.900000572206,False
A11EZAV2HRYKD5,prim,2,20-1,20.0,1000.0,1.0,8080.10000038147,False
A11EZAV2HRYKD5,prim,2,20-1,20.0,1000.0,1.0,15935.300000190735,False
A11EZAV2HRYKD5,prim,2,20-1,20.0,1000.0,1.0,1246.6000003814697,False
A11EZAV2HRYKD5,prim,2,20-1,20.0,1000.0,2.0,645.9000005722046,False
A11EZAV2HRYKD5,prim,3,20-1,20.0,1000.0,2.0,5848.200000762939,False
A11EZAV2HRYKD5,prim,3,20-1,20.0,1000.0,3.0,2214.9000005722046,False
A11EZAV2HRYKD5,prim,3,20-1,20.0,1000.0,2.0,1777.6999998092651,False
A11EZAV2HRYKD5,prim,3,20-1,20.0,1000.0,1.0,950.0,False
A11EZAV2HRYKD5,prim,3,20-1,20.0,1000.0,1.0,0.0,True
A11EZAV2HRYKD5,prim,3,20-1,20.0,1000.0,2.0,1200.3999996185303,False
A11EZAV2HRYKD5,prim,3,20-1,20.0,1000.0,1.0,1215.8000001907349,False
A11EZAV2HRYKD5,prim,3,20-1,20.0,1000.0,2.0,594.9000005722046,False
A11EZAV2HRYKD5,prim,3,20-1,20.0,1000.0,1.0,4487.400000572205,False
A11EZAV2HRYKD5,prim,4,20-1,20.0,1000.0,1.0,0.0,True
A11EZAV2HRYKD5,prim,4,20-1,20.0,1000.0,1.0,5013.799999237061,False
A11EZAV2HRYKD5,prim,4,20-1,20.0,1000.0,1.0,9625.29999923706,False
A11EZAV2HRYKD5,prim,4,20-1,20.0,1000.0,1.0,5583.89999961853,False
A11EZAV2HRYKD5,prim,4,20-1,20.0,1000.0,1.0,4235.099999427795,False
A11EZAV2HRYKD5,prim,4,20-1,20.0,1000.0,1.0,5332.299999237061,False
A11EZAV2HRYKD5,prim,4,20-1,20.0,1000.0,1.0,8268.89999961853,False
A11EZAV2HRYKD5,prim,4,20-1,20.0,1000.0,3.0,4690.5,False
A11EZAV2HRYKD5,prim,4,20-1,20.0,1000.0,1.0,17655.19999980926,False
A11EZAV2HRYKD5,prim,4,20-1,20.0,1000.0,1.0,3780.5999994277954,False
A11EZAV2HRYKD5,prim,4,20-1,20.0,1000.0,1.0,10174.29999923706,False
A12K1ADYMRSWMJ,prim,1,10-2,10.0,2000.0,1.0,30629.5,False
A12K1ADYMRSWMJ,prim,1,10-2,10.0,2000.0,1.0,24062.59999990464,False
A12K1ADYMRSWMJ,prim,1,10-2,10.0,2000.0,1.0,8055.700000286099,False
A12K1ADYMRSWMJ,prim,1,10-2,10.0,2000.0,10.0,0.0,True
A12K1ADYMRSWMJ,prim,1,10-2,10.0,2000.0,1.0,15196.400000095367,False
A12K1ADYMRSWMJ,prim,2,10-2,10.0,2000.0,1.0,2030.1999998092651,False
A12K1ADYMRSWMJ,prim,2,10-2,10.0,2000.0,1.0,5095.300000190735,False
A12K1ADYMRSWMJ,prim,2,10-2,10.0,2000.0,1.0,1588.9000000953674,False
A12K1ADYMRSWMJ,prim,2,10-2,10.0,2000.0,2.0,937.0,False
A12K1ADYMRSWMJ,prim,2,10-2,10.0,2000.0,3.0,1884.5,False
A12K1ADYMRSWMJ,prim,2,10-2,10.0,2000.0,1.0,551.6000003814697,False
A12K1ADYMRSWMJ,prim,2,10-2,10.0,2000.0,1.0,0.0,True
A12K1ADYMRSWMJ,prim,2,10-2,10.0,2000.0,2.0,7030.200000286104,False
A12K1ADYMRSWMJ,prim,2,10-2,10.0,2000.0,2.0,2442.1000003814697,False
A12K1ADYMRSWMJ,prim,2,10-2,10.0,2000.0,1.0,671.9000000953674,False
A12K1ADYMRSWMJ,prim,3,10-2,10.0,2000.0,1.0,8540.799999998884,False
A12K1ADYMRSWMJ,prim,3,10-2,10.0,2000.0,1.0,4627.299999998884,False
A12K1ADYMRSWMJ,prim,3,10-2,10.0,2000.0,1.0,16.40000000037253,False
A12K1ADYMRSWMJ,prim,3,10-2,10.0,2000.0,1.0,3490.0,False
A12K1ADYMRSWMJ,prim,3,10-2,10.0,2000.0,1.0,4282.400000000371,False
A12K1ADYMRSWMJ,prim,3,10-2,10.0,2000.0,1.0,4891.699999999255,False
A12K1ADYMRSWMJ,prim,3,10-2,10.0,2000.0,1.0,3900.0,False
A12K1ADYMRSWMJ,prim,3,10-2,10.0,2000.0,1.0,1600.199999999255,False
A12K1ADYMRSWMJ,prim,3,10-2,10.0,2000.0,1.0,3433.199999999255,False
A12K1ADYMRSWMJ,prim,3,10-2,10.0,2000.0,1.0,0.0,True
A12K1ADYMRSWMJ,prim,4,10-2,10.0,2000.0,1.0,6508.300000011919,False
A12K1ADYMRSWMJ,prim,4,10-2,10.0,2000.0,1.0,765.3000000119191,False
A12K1ADYMRSWMJ,prim,4,10-2,10.0,2000.0,1.0,848.5,False
A12K1ADYMRSWMJ,prim,4,10-2,10.0,2000.0,2.0,3279.5,False
A12K1ADYMRSWMJ,prim,4,10-2,10.0,2000.0,1.0,0.0,True
A12K1ADYMRSWMJ,prim,4,10-2,10.0,2000.0,1.0,730.7000000476837,False
A12K1ADYMRSWMJ,prim,4,10-2,10.0,2000.0,2.0,1032.1999999880773,False
A12K1ADYMRSWMJ,prim,4,10-2,10.0,2000.0,1.0,16344.499999999998,False
A12LX24NC3FP2U,ns,1,20-2,20.0,2000.0,2.0,2613.9000000059605,False
A12LX24NC3FP2U,ns,1,20-2,20.0,2000.0,20.0,1333.7999999970198,False
A12LX24NC3FP2U,ns,1,20-2,20.0,2000.0,8.0,2023.3999999910593,False
A12LX24NC3FP2U,ns,1,20-2,20.0,2000.0,19.0,0.0,True
A12LX24NC3FP2U,ns,1,20-2,20.0,2000.0,1.0,1295.8999999910593,False
A12LX24NC3FP2U,ns,1,20-2,20.0,2000.0,1.0,24050.5,False
A12LX24NC3FP2U,ns,1,20-2,20.0,2000.0,1.0,8314.09999999404,False
A12LX24NC3FP2U,ns,1,20-2,20.0,2000.0,1.0,3452.2999999970198,False
A12LX24NC3FP2U,ns,1,20-2,20.0,2000.0,17.0,4251.899999991059,False
A12LX24NC3FP2U,ns,2,20-2,20.0,2000.0,15.0,248.19999998807907,False
A12LX24NC3FP2U,ns,2,20-2,20.0,2000.0,20.0,8584.499999985099,False
A12LX24NC3FP2U,ns,2,20-2,20.0,2000.0,19.0,6607.899999991059,False
