subject,condition,l_length,pres_rate,prim_pfr,rec_pfr,strat
A161VPQSXLLV8U,20-2,20.0,2000.0,0.5940656565656566,0.38320707070707066,ns
A166P9BSWIFF32,20-2,20.0,2000.0,0.9444444444444444,0.0,prim
A17IPELR5NC2LZ,20-2,20.0,2000.0,0.6984126984126984,0.26455026455026454,prim
A17TMQWTCJVOV5,20-2,20.0,2000.0,0.09027777777777778,0.7291666666666667,rec
A1CB9NR3SN4VMY,20-2,20.0,2000.0,0.7250000000000001,0.25,prim
A1FM638CHGPC1M,20-2,20.0,2000.0,0.6158008658008658,0.3841991341991342,ns
A1HENLDLQEO5BZ,20-2,20.0,2000.0,1.0,0.0,prim
A1J39RAV7TKEMF,20-2,20.0,2000.0,0.30782828282828284,0.35,ns
A1JL3HCA0MK9UI,20-2,20.0,2000.0,0.8160714285714286,0.03125,prim
A1L5A88C9PPK5L,20-2,20.0,2000.0,1.0,0.0,prim
A1LA6CIGBNDOH9,20-2,20.0,2000.0,0.020833333333333332,0.9166666666666666,rec
A1MD74JPL7E9PK,20-2,20.0,2000.0,0.9722222222222222,0.0,prim
A1O0K8V58YRL4A,20-2,20.0,2000.0,0.2698412698412698,0.44047619047619047,ns
A1PTX4IB9R34LI,20-2,20.0,2000.0,0.1143939393939394,0.6901515151515152,rec
A1S2EXYEG5I8HW,20-2,20.0,2000.0,0.027777777777777776,0.8333333333333333,rec
A1SJLXB0XFCJ97,20-2,20.0,2000.0,0.7090909090909091,0.19545454545454544,prim
A1TPGXT718D68E,20-2,20.0,2000.0,0.0,0.9583333333333334,rec
A1TVWMWE03AWAW,20-2,20.0,2000.0,0.25,0.6909722222222222,rec
A1VEOI1H4AE1T3,20-2,20.0,2000.0,0.6722222222222222,0.3277777777777778,prim
A1WT2CM71Z9MP3,20-2,20.0,2000.0,0.702020202020202,0.202020202020202,prim
A20YXCVKHSTSPC,20-2,20.0,2000.0,0.9166666666666666,0.0,prim
A2147HO7VBGJCU,20-2,20.0,2000.0,0.8785714285714286,0.07142857142857142,prim
A248QG4DPULP46,20-2,20.0,2000.0,0.15416666666666665,0.4083333333333333,ns
A25S9Y5DZ9OR16,20-2,20.0,2000.0,0.736111111111111,0.18055555555555555,prim
A25VK411P03A5T,20-2,20.0,2000.0,0.12095959595959596,0.8063131313131312,rec
A289D98Z4GAZ28,20-2,20.0,2000.0,0.9772727272727273,0.022727272727272728,prim
A2BTEQA95MCIHU,20-2,20.0,2000.0,0.8645833333333334,0.10416666666666666,prim
A2E8PL8ZWIZVJ0,20-2,20.0,2000.0,0.9583333333333334,0.0,prim
A2I6HVUDBTGD1,20-2,20.0,2000.0,0.90625,0.020833333333333332,prim
A2KHR0GTA0DBWI,20-2,20.0,2000.0,0.18181818181818182,0.7954545454545454,rec
A2KT30RCVX67ZS,20-2,20.0,2000.0,0.9500000000000001,0.0,prim
A2MMGDAA7JJKIE,20-2,20.0,2000.0,0.9642857142857143,0.0,prim
A2MOKIEQZ0OF2M,20-2,20.0,2000.0,0.9,0.1,prim
A2NZ783AY1LBPW,20-2,20.0,2000.0,0.7003787878787879,0.2996212121212121,prim
A2NZAL7KHOR6VF,20-2,20.0,2000.0,0.0,1.0,rec
A2OOS7IXSKJFFI,20-2,20.0,2000.0,0.6388888888888888,0.16666666666666666,ns
A2P2YEHX1FXD20,20-2,20.0,2000.0,0.30476190476190473,0.6952380952380953,rec
A2QHI85LQPJZYP,20-2,20.0,2000.0,0.875,0.041666666666666664,prim
A2SSY7MHPDQVUS,20-2,20.0,2000.0,0.95,0.0,prim
A2UX2W49R55PH4,20-2,20.0,2000.0,0.773015873015873,0.1634920634920635,prim
A2VIKCIM9TZL22,20-2,20.0,2000.0,0.0,0.8888888888888891,rec
A2XGHLVP2C1FVA,20-2,20.0,2000.0,0.4753787878787879,0.3446969696969697,ns
A2XVLOZY7FJCC2,20-2,20.0,2000.0,0.0798611111111111,0.8229166666666665,rec
A2ZVBFH732LYXQ,20-2,20.0,2000.0,1.0,0.0,prim
A304UJAE051J89,20-2,20.0,2000.0,0.08712121212121213,0.8920454545454546,rec
A312HQ3OU0EYTB,20-2,20.0,2000.0,0.05555555555555555,0.9444444444444444,rec
A35S8HPY0V445,20-2,20.0,2000.0,0.48863636363636365,0.3522727272727273,ns
A37GOI3N77WX21,20-2,20.0,2000.0,0.10416666666666666,0.6666666666666665,ns
A389UA2GRCJ6,20-2,20.0,2000.0,0.8541666666666666,0.03125,prim
A3A7XOKH39SYOI,20-2,20.0,2000.0,0.9007936507936509,0.07142857142857142,prim
A3B0CMCBWAND7,20-2,20.0,2000.0,0.0,0.8670454545454547,rec
A3C4WGE4SOGM1,20-2,20.0,2000.0,0.4963924963924964,0.14466089466089466,ns
A3CKVVGWBS4NGU,20-2,20.0,2000.0,1.0,0.0,prim
A3GDVKIN7ZGUG9,20-2,20.0,2000.0,0.0,0.9285714285714286,rec
A3HE29W5IDR394,20-2,20.0,2000.0,0.0931818181818182,0.8178030303030304,rec
A3HYH6OVZQ5MIY,20-2,20.0,2000.0,0.6363636363636364,0.3181818181818182,ns
A3I1SGVY37KR4A,20-2,20.0,2000.0,0.622895622895623,0.22558922558922556,ns
A3J5HRXH4F64SP,20-2,20.0,2000.0,0.178030303030303,0.3977272727272727,ns
A3LVLZS8S41ZD7,20-2,20.0,2000.0,0.0,0.875,rec
A3LXARU55PR281,20-2,20.0,2000.0,0.55,0.30714285714285716,ns
A3TR3KIRG5PCZ8,20-2,20.0,2000.0,1.0,0.0,prim
A3U2A632YWEX7B,20-2,20.0,2000.0,1.0,0.0,prim
A3U69MNO1JC7V4,20-2,20.0,2000.0,0.0,1.0,rec
A3UMHUWJKRGKNR,20-2,20.0,2000.0,0.025,0.8979166666666666,rec
A3VW5PI9ZX9DOD,20-2,20.0,2000.0,0.36666666666666664,0.5666666666666667,ns
A4HWADFPGP45G,20-2,20.0,2000.0,0.55,0.45000000000000007,ns
AFRKVRPZ2RHY8,20-2,20.0,2000.0,0.0,0.9583333333333334,rec
AHZCC2V399WUN,20-2,20.0,2000.0,0.543939393939394,0.07083333333333333,ns
AJABAPM32ETMN,20-2,20.0,2000.0,0.08333333333333333,0.7722222222222221,rec
AK1EF4NACR1UJ,20-2,20.0,2000.0,0.8214285714285714,0.10714285714285714,prim
AKIT35WR8HEQ3,20-2,20.0,2000.0,0.7097222222222223,0.11944444444444444,prim
AP9WIQ4P78XLH,20-2,20.0,2000.0,0.14583333333333331,0.7291666666666666,rec
AR9AU5FY1S3RO,20-2,20.0,2000.0,0.0,1.0,rec
AXCDKBG1R43GE,20-2,20.0,2000.0,0.26590909090909093,0.45454545454545453,ns
A102WSFN62OS6I,40-1,40.0,1000.0,0.4393939393939394,0.43333333333333335,ns
A13WTEQ06V3B6D,40-1,40.0,1000.0,0.0,1.0,rec
A178HXQENEAI65,40-1,40.0,1000.0,0.25416666666666665,0.7180555555555554,rec
A1BLHM2IDH7DH4,40-1,40.0,1000.0,0.975,0.0,prim
A1DJB12ZI46GPX,40-1,40.0,1000.0,0.9365079365079365,0.03571428571428571,prim
A1DZMZTXWOM9MR,40-1,40.0,1000.0,0.0,0.9772727272727273,rec
A1EU59VMI8GL4K,40-1,40.0,1000.0,0.041666666666666664,0.7462121212121213,rec
A1F0VEHWK3IAF4,40-1,40.0,1000.0,0.449404761904762,0.14751984126984127,ns
A1HGWCCIWP7AO0,40-1,40.0,1000.0,0.40909090909090906,0.428030303030303,ns
A1IL5P5H5VRW0D,40-1,40.0,1000.0,0.8137626262626263,0.022727272727272728,prim
A1J5OW12TRQSOW,40-1,40.0,1000.0,0.24999999999999997,0.41666666666666663,ns
A1KCSGTT6Y26LH,40-1,40.0,1000.0,0.9545454545454546,0.0,prim
A1RQ8PX7A0CH3C,40-1,40.0,1000.0,0.1388888888888889,0.7152777777777777,rec
A1RY1N37JYUHBU,40-1,40.0,1000.0,0.9074074074074074,0.037037037037037035,prim
A1S54RQW9FDK0X,40-1,40.0,1000.0,0.3409090909090909,0.38636363636363635,ns
A1TG34GJ1WTN0C,40-1,40.0,1000.0,0.7333333333333334,0.0,prim
A1UH6A625GF5MD,40-1,40.0,1000.0,0.9722222222222223,0.0,prim
A1VHK9OFD7H8ZH,40-1,40.0,1000.0,0.025,0.9500000000000001,rec
A1ZLLYRW6GIVC7,40-1,40.0,1000.0,0.04583333333333334,0.7587121212121211,rec
A20GJP9C5KC2ZU,40-1,40.0,1000.0,0.5972222222222222,0.16666666666666666,ns
A23W5HVE02LM0E,40-1,40.0,1000.0,0.8214285714285714,0.07142857142857142,prim
A2541C8MY0BYV3,40-1,40.0,1000.0,0.0,0.8636363636363635,rec
A271830PNYAI2G,40-1,40.0,1000.0,0.06060606060606061,0.7626262626262627,rec
A29JQ7VMQ1HKYP,40-1,40.0,1000.0,0.4494318181818182,0.2596590909090909,ns
A2GUPBBFPPSXYR,40-1,40.0,1000.0,0.8636363636363638,0.11363636363636363,prim
A2HRUFTA09371Y,40-1,40.0,1000.0,0.0,0.9722222222222222,rec
A2IK3H6MQ1QV6E,40-1,40.0,1000.0,0.0,0.6969696969696969,rec
A2L7RTYO4UMYDH,40-1,40.0,1000.0,0.38181818181818183,0.4727272727272727,ns
A2LI1OIR4BVJRW,40-1,40.0,1000.0,0.9295454545454546,0.0,prim
A2NEFRREWF33YP,40-1,40.0,1000.0,0.020833333333333332,0.9375,rec
A2P8V5SKYLL5I4,40-1,40.0,1000.0,0.0,0.8863636363636365,rec
A2PSU15S8ZI3V5,40-1,40.0,1000.0,0.9564393939393939,0.0,prim
A2QUSCZS3RXGXE,40-1,40.0,1000.0,0.5234848484848486,0.2477272727272727,ns
A2TUYGXQ15U6GO,40-1,40.0,1000.0,0.8916666666666667,0.06666666666666667,prim
A2UEVNT8VQD1SA,40-1,40.0,1000.0,0.28901515151515156,0.4439393939393939,ns
A2VR9O234UCT9T,40-1,40.0,1000.0,0.020833333333333332,0.6666666666666666,rec
A2WCPERU8X385N,40-1,40.0,1000.0,0.8892857142857142,0.03571428571428571,prim
A33GZS6SU4O20M,40-1,40.0,1000.0,0.125,0.5354166666666667,ns
A38I0E8UK53ME5,40-1,40.0,1000.0,0.0,0.9722222222222221,rec
A3BZH91MITQA5X,40-1,40.0,1000.0,0.35353535353535354,0.24141414141414141,ns
A3NX66U9RAY2GQ,40-1,40.0,1000.0,0.7705357142857142,0.05,prim
A3O40YLW6MYU8C,40-1,40.0,1000.0,0.7705357142857142,0.12321428571428572,prim
A3S2AUQWI7XWT4,40-1,40.0,1000.0,0.8650793650793651,0.0992063492063492,prim
A3SA9LY6RXKFOI,40-1,40.0,1000.0,0.7539682539682538,0.027777777777777776,prim
A3SLT6KVF0NXPH,40-1,40.0,1000.0,0.8503787878787881,0.0,prim
A3TNSJSXI464IT,40-1,40.0,1000.0,0.13333333333333333,0.5777777777777777,ns
A3TUJBPLJGTI5,40-1,40.0,1000.0,0.0,0.6761363636363635,rec
A3VL1CBZ3BGQK7,40-1,40.0,1000.0,0.0,0.6590909090909091,ns
A47VA451RDBV3,40-1,40.0,1000.0,0.9460227272727273,0.0,prim
A92KVBM20ZTU4,40-1,40.0,1000.0,0.0,0.9722222222222222,rec
AAF1SJ9FCBF75,40-1,40.0,1000.0,0.0,0.9090909090909092,rec
AAVFHZA708CSP,40-1,40.0,1000.0,0.4715277777777778,0.4097222222222222,ns
ADL9KYXZGHUFO,40-1,40.0,1000.0,0.47777777777777775,0.2611111111111111,ns
AFLRBB974KS6D,40-1,40.0,1000.0,0.6505681818181819,0.24545454545454545,ns
AGB6853RIDWJ8,40-1,40.0,1000.0,0.2636363636363636,0.41647727272727275,ns
AGLFNO1XKM8O8,40-1,40.0,1000.0,0.13194444444444442,0.8125,rec
AH2C0LKV36ATT,40-1,40.0,1000.0,0.9545454545454546,0.0,prim
AKJN72HW14WTR,40-1,40.0,1000.0,0.0,0.9545454545454545,rec
AMIQGW2E3WYO4,40-1,40.0,1000.0,0.04583333333333334,0.818939393939394,rec
ANCTZADQC3D75,40-1,40.0,1000.0,0.3770833333333333,0.6229166666666667,ns
AOQKJGXZ8QQD0,40-1,40.0,1000.0,0.6994047619047619,0.0625,prim
AP3BTOBN8Y9EJ,40-1,40.0,1000.0,0.0,0.815530303030303,rec
AQSYWZJVVMCGJ,40-1,40.0,1000.0,0.8337121212121212,0.06856060606060607,prim
AR1IWBDA7MC86,40-1,40.0,1000.0,0.0,0.9583333333333335,rec
AR3MFFPQ39IXF,40-1,40.0,1000.0,0.0,0.8,rec
ARL0T0MU9A65G,40-1,40.0,1000.0,0.81875,0.18125000000000002,prim
ASVRLMDNQBUD9,40-1,40.0,1000.0,0.0,0.7632575757575758,rec
ATRRW34VN38IX,40-1,40.0,1000.0,0.18636363636363637,0.7681818181818182,rec
AVSVIOR38JDM6,40-1,40.0,1000.0,0.975,0.0,prim
AW0MG225VXWCN,40-1,40.0,1000.0,0.0,0.9166666666666667,rec
AW4PTI9P13WUB,40-1,40.0,1000.0,0.89375,0.03125,prim
AXFCUZW85XUK1,40-1,40.0,1000.0,0.25297619047619047,0.46825396825396826,ns
AYF9WH3AQIT86,40-1,40.0,1000.0,0.8647727272727272,0.0,prim
