subject,strategy,condition,l_length,pres_rate,serial_position,ln_39,ln_38,ln_37,ln_36,ln_35,ln_34,ln_33,ln_32,ln_31,ln_30,ln_29,ln_28,ln_27,ln_26,ln_25,ln_24,ln_23,ln_22,ln_21,ln_20,ln_19,ln_18,ln_17,ln_16,ln_15,ln_14,ln_13,ln_12,ln_11,ln_10,ln_9,ln_8,ln_7,ln_6,ln_5,ln_4,ln_3,ln_2,ln_1,lp_1,lp_2,lp_3,lp_4,lp_5,lp_6,lp_7,lp_8,lp_9,lp_10,lp_11,lp_12,lp_13,lp_14,lp_15,lp_16,lp_17,lp_18,lp_19,lp_20,lp_21,lp_22,lp_23,lp_24,lp_25,lp_26,lp_27,lp_28,lp_29,lp_30,lp_31,lp_32,lp_33,lp_34,lp_35,lp_36,lp_37,lp_38,lp_39
A2UYZFH5VT5R3H,rec,15-2,15.0,2000.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08125,0.0,0.0,0.15029761904761904,0.125,0.03125,0.06696428571428571,0.12142857142857143,0.13392857142857142,0.0625,0.07142857142857142,0.14583333333333331,0.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2UYZFH5VT5R3H,rec,15-2,15.0,2000.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041666666666666664,0.041666666666666664,0.0,0.05,0.0,0.0,0.07500000000000001,0.05,0.060714285714285714,0.06666666666666667,0.07738095238095238,0.39166666666666666,0.20833333333333331,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2UYZFH5VT5R3H,rec,15-2,15.0,2000.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.05555555555555555,0.041666666666666664,0.027777777777777776,0.0,0.08333333333333333,0.0,0.08333333333333333,0.2777777777777778,0.3333333333333333,0.7222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2UYZFH5VT5R3H,rec,15-2,15.0,2000.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.022727272727272728,0.05555555555555555,0.0,0.027777777777777776,0.022727272727272728,0.0,0.0,0.05397727272727273,0.2890151515151515,0.6067460317460318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2Y8LZS5C81O25,prim,15-2,15.0,2000.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5875,0.21250000000000002,0.15000000000000002,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A2Y8LZS5C81O25,prim,15-2,15.0,2000.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.48333333333333334,0.21666666666666667,0.041666666666666664,0.08333333333333333,0.09166666666666667,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
A2Y8LZS5C81O25,prim,15-2,15.0,2000.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.4583333333333333,0.4861111111111111,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2Y8LZS5C81O25,prim,15-2,15.0,2000.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0625,0.3333333333333333,0.4583333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2Y8LZS5C81O25,prim,15-2,15.0,2000.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.45,0.1125,0.14583333333333331,0.125,0.125,0.0,0.0,0.0,0.0,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2Y8LZS5C81O25,prim,15-2,15.0,2000.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.4934523809523809,0.175,0.24821428571428572,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2Y8LZS5C81O25,prim,15-2,15.0,2000.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.23214285714285715,0.4464285714285714,0.1607142857142857,0.0625,0.0,0.0,0.0625,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2Y8LZS5C81O25,prim,15-2,15.0,2000.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.275,0.08333333333333333,0.05,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2Y8LZS5C81O25,prim,15-2,15.0,2000.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3833333333333333,0.27499999999999997,0.13333333333333333,0.041666666666666664,0.16666666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2Y8LZS5C81O25,prim,15-2,15.0,2000.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.4375,0.05,0.3375,0.0,0.1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2Y8LZS5C81O25,prim,15-2,15.0,2000.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6083333333333333,0.35,0.041666666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2Y8LZS5C81O25,prim,15-2,15.0,2000.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0625,0.0,0.41666666666666663,0.3125,0.14583333333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2Y8LZS5C81O25,prim,15-2,15.0,2000.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5277777777777778,0.47222222222222215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2Y8LZS5C81O25,prim,15-2,15.0,2000.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2Y8LZS5C81O25,prim,15-2,15.0,2000.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A30NL5N71G2YAU,ns,15-2,15.0,2000.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5416666666666666,0.21666666666666667,0.13333333333333333,0.041666666666666664,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A30NL5N71G2YAU,ns,15-2,15.0,2000.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,0.4583333333333333,0.3333333333333333,0.375,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
A30NL5N71G2YAU,ns,15-2,15.0,2000.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0625,0.625,0.041666666666666664,0.25,0.041666666666666664,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A30NL5N71G2YAU,ns,15-2,15.0,2000.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.1875,0.16666666666666666,0.2875,0.2958333333333333,0.125,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A30NL5N71G2YAU,ns,15-2,15.0,2000.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,0.0,0.08333333333333333,0.25,0.16666666666666666,0.3333333333333333,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A30NL5N71G2YAU,ns,15-2,15.0,2000.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,0.0,0.0,0.27777777777777773,0.25,0.55,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A30NL5N71G2YAU,ns,15-2,15.0,2000.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.125,0.0,0.14583333333333331,0.0,0.7,0.125,0.13333333333333333,0.0,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A30NL5N71G2YAU,ns,15-2,15.0,2000.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.05,0.0,0.1125,0.2708333333333333,0.4916666666666667,0.275,0.0,0.0625,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A30NL5N71G2YAU,ns,15-2,15.0,2000.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.38888888888888884,0.5,0.2625,0.0,0.0,0.125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A30NL5N71G2YAU,ns,15-2,15.0,2000.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20833333333333331,0.35,0.4625,0.25,0.0,0.125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A30NL5N71G2YAU,ns,15-2,15.0,2000.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.5208333333333333,0.525,0.05,0.125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A30NL5N71G2YAU,ns,15-2,15.0,2000.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.20000000000000004,0.5833333333333334,0.05,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A30NL5N71G2YAU,ns,15-2,15.0,2000.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.35,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A30NL5N71G2YAU,ns,15-2,15.0,2000.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.2333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.25,0.25,0.125,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A30NL5N71G2YAU,ns,15-2,15.0,2000.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,0.25,0.25,0.0,0.0625,0.0,0.0,0.0,0.0,0.05,0.0,0.0625,0.05,0.44166666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A310Y949ILSN3P,prim,15-2,15.0,2000.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9270833333333334,0.03125,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A310Y949ILSN3P,prim,15-2,15.0,2000.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.9087301587301587,0.09126984126984126,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
A310Y949ILSN3P,prim,15-2,15.0,2000.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.25,0.8154761904761905,0.14285714285714285,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A310Y949ILSN3P,prim,15-2,15.0,2000.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.08333333333333333,0.8095238095238095,0.17857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A310Y949ILSN3P,prim,15-2,15.0,2000.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.08333333333333333,0.8428571428571429,0.12142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A310Y949ILSN3P,prim,15-2,15.0,2000.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.8458333333333333,0.15416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A310Y949ILSN3P,prim,15-2,15.0,2000.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.84375,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A310Y949ILSN3P,prim,15-2,15.0,2000.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A310Y949ILSN3P,prim,15-2,15.0,2000.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0625,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A310Y949ILSN3P,prim,15-2,15.0,2000.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8428571428571429,0.12142857142857143,0.03571428571428571,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A310Y949ILSN3P,prim,15-2,15.0,2000.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8670634920634921,0.12698412698412698,0.0,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A310Y949ILSN3P,prim,15-2,15.0,2000.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.7872023809523809,0.18154761904761904,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A310Y949ILSN3P,prim,15-2,15.0,2000.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7952380952380953,0.20476190476190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A310Y949ILSN3P,prim,15-2,15.0,2000.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A310Y949ILSN3P,prim,15-2,15.0,2000.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A31P78W9ZCQXCS,ns,15-2,15.0,2000.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4375,0.125,0.0625,0.0,0.25,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A31P78W9ZCQXCS,ns,15-2,15.0,2000.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
A31P78W9ZCQXCS,ns,15-2,15.0,2000.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,
A31P78W9ZCQXCS,ns,15-2,15.0,2000.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3111111111111111,0.24444444444444446,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A31P78W9ZCQXCS,ns,15-2,15.0,2000.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A31P78W9ZCQXCS,ns,15-2,15.0,2000.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.1111111111111111,0.27777777777777773,0.0,0.0,0.0,0.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A31P78W9ZCQXCS,ns,15-2,15.0,2000.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.27777777777777773,0.38888888888888884,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A31P78W9ZCQXCS,ns,15-2,15.0,2000.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A31P78W9ZCQXCS,ns,15-2,15.0,2000.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.17777777777777778,0.05555555555555555,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A31P78W9ZCQXCS,ns,15-2,15.0,2000.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.08333333333333333,0.39166666666666666,0.14166666666666666,0.06666666666666667,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A31P78W9ZCQXCS,ns,15-2,15.0,2000.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.325,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A31P78W9ZCQXCS,ns,15-2,15.0,2000.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.35,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A31P78W9ZCQXCS,ns,15-2,15.0,2000.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.4444444444444444,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A31P78W9ZCQXCS,ns,15-2,15.0,2000.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.125,0.5,0.41666666666666663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A31P78W9ZCQXCS,ns,15-2,15.0,2000.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A347RDI3HZOUCY,prim,15-2,15.0,2000.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7284722222222222,0.10902777777777778,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A347RDI3HZOUCY,prim,15-2,15.0,2000.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.625,0.29166666666666663,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
A347RDI3HZOUCY,prim,15-2,15.0,2000.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.8333333333333334,0.10416666666666666,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A347RDI3HZOUCY,prim,15-2,15.0,2000.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.6656746031746031,0.18055555555555555,0.09126984126984126,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A347RDI3HZOUCY,prim,15-2,15.0,2000.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.6604166666666667,0.27708333333333335,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A347RDI3HZOUCY,prim,15-2,15.0,2000.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.6875,0.20833333333333331,0.10416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A347RDI3HZOUCY,prim,15-2,15.0,2000.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.7375,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A347RDI3HZOUCY,prim,15-2,15.0,2000.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.736904761904762,0.1857142857142857,0.07738095238095238,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A347RDI3HZOUCY,prim,15-2,15.0,2000.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.19444444444444442,0.08333333333333333,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A347RDI3HZOUCY,prim,15-2,15.0,2000.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8875,0.08125,0.03125,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A347RDI3HZOUCY,prim,15-2,15.0,2000.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7452380952380953,0.05,0.13333333333333333,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A347RDI3HZOUCY,prim,15-2,15.0,2000.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A347RDI3HZOUCY,prim,15-2,15.0,2000.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A347RDI3HZOUCY,prim,15-2,15.0,2000.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A347RDI3HZOUCY,prim,15-2,15.0,2000.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A34HQHGLIW1FYS,ns,15-2,15.0,2000.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5541666666666667,0.475,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A34HQHGLIW1FYS,ns,15-2,15.0,2000.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3055555555555555,0.5916666666666667,0.14583333333333331,0.08333333333333333,0.08125,0.0,0.0,0.0625,0.1527777777777778,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
A34HQHGLIW1FYS,ns,15-2,15.0,2000.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,0.46071428571428574,0.1625,0.1,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A34HQHGLIW1FYS,ns,15-2,15.0,2000.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.4375,0.4375,0.125,0.1,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
