subject,strategy,condition,l_length,pres_rate,ln_39,ln_38,ln_37,ln_36,ln_35,ln_34,ln_33,ln_32,ln_31,ln_30,ln_29,ln_28,ln_27,ln_26,ln_25,ln_24,ln_23,ln_22,ln_21,ln_20,ln_19,ln_18,ln_17,ln_16,ln_15,ln_14,ln_13,ln_12,ln_11,ln_10,ln_9,ln_8,ln_7,ln_6,ln_5,ln_4,ln_3,ln_2,ln_1,lp_1,lp_2,lp_3,lp_4,lp_5,lp_6,lp_7,lp_8,lp_9,lp_10,lp_11,lp_12,lp_13,lp_14,lp_15,lp_16,lp_17,lp_18,lp_19,lp_20,lp_21,lp_22,lp_23,lp_24,lp_25,lp_26,lp_27,lp_28,lp_29,lp_30,lp_31,lp_32,lp_33,lp_34,lp_35,lp_36,lp_37,lp_38,lp_39
A2BREH6STESM0G,rec,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.0625,0.045454545454545456,0.0,0.05601503759398496,0.021739130434782608,0.11516203703703703,0.1255377024291498,0.2930337206652996,0.29197184772275514,0.1509469696969697,0.10204562594268478,0.10512820512820513,0.05555555555555555,0.0625,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2FLBMZ38IZ2SQ,prim,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.8824810606060606,0.11052917913062225,0.006756756756756757,0.0078125,0.0,0.0,0.02631578947368421,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2FM1N5AOMVTGL,prim,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.08333333333333333,0.0,0.0,0.0,0.022727272727272728,0.0,0.04259259259259259,0.2621703853955375,0.7003107444596807,0.061147186147186144,0.008620689655172414,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2FYFCD16Z3PCC,rec,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32575757575757575,0.010416666666666666,0.05047559966914805,0.045940170940170943,0.051675266841026364,0.08337595907928388,0.08705533040639424,0.1288158062867365,0.3342838455296324,0.6839707530642724,0.13848078250252163,0.1712912087912088,0.14238721804511278,0.07417582417582418,0.08621933621933622,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2H8PEGI28NKZD,ns,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12777777777777777,0.05,0.06439393939393939,0.038157894736842106,0.022281639928698752,0.06148809523809524,0.10835196779964222,0.08956653225806452,0.24059586247086248,0.6151247684428462,0.07658635224424698,0.13432459677419356,0.06306208159656436,0.046785714285714285,0.057608695652173914,0.18298319327731094,0.043560606060606064,0.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2I6ZALE49CVSC,prim,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47222222222222215,0.05555555555555555,0.09375,0.0,0.13333333333333333,0.12142857142857143,0.07222222222222222,0.14012605042016807,0.21741053064582477,0.612473526977938,0.08838509169975421,0.033728239845261125,0.03818404004218491,0.05737811043428938,0.10269154870833046,0.03848020186335403,0.015625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2KPEUCEE2M05G,prim,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.325,0.0,0.041666666666666664,0.025,0.07034632034632035,0.08272727272727273,0.15948275862068967,0.16333333333333333,0.4111111111111111,0.18669985775248932,0.13794642857142858,0.1471861471861472,0.13864942528735633,0.047619047619047616,0.047619047619047616,0.06787330316742082,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2LJ1FRUYGW469,ns,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2833333333333333,0.4270833333333333,0.13247863247863248,0.10319794584500466,0.0,0.04444444444444444,0.029411764705882353,0.022774327122153208,0.09870689655172414,0.7354402124110059,0.18718654070075158,0.021271929824561404,0.014569256756756757,0.008064516129032258,0.0,0.0,0.022727272727272728,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2M183CETUMR96,rec,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04583333333333334,0.011363636363636364,0.047979679218739774,0.017605497483546263,0.09765019379844961,0.0719737015990485,0.20791620430678182,0.08403760258144985,0.18061885927739588,0.7607174156482789,0.09672619047619048,0.08195734434124527,0.03125,0.09375,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2MUOD1JHWJ735,ns,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4961489898989899,0.04166666666666667,0.047929606625258796,0.05666757814200513,0.02361111111111111,0.07227503778127714,0.08097592165179963,0.11672403619197483,0.25025062656641606,0.6393294605977985,0.16805353183401964,0.1120330459770115,0.048548991054711874,0.11071428571428571,0.041666666666666664,0.07291666666666666,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
