condition,l_length,pres_rate,t_stat,p_val,dof,p_val_fdr
10-2,10.0,2000.0,-0.19945498281727286,0.8424934725450955,69,1.0
15-2,15.0,2000.0,-1.5537182525289712,0.12368508684761852,92,1.0
20-1,20.0,1000.0,0.7512102922840668,0.4550442332596446,70,1.0
20-2,20.0,2000.0,-0.4276168626000137,0.6701719198122982,74,1.0
30-1,30.0,1000.0,1.0069370539115332,0.3172027015027679,75,1.0
40-1,40.0,1000.0,0.7947121243206536,0.4293928295917451,72,1.0
