"contrast","estimate","SE","df","t.ratio","p.value"
"ns - prim",-0.0631994008890353,0.0151743849320419,440,-4.16487397493027,0.00011094671509837
"ns - rec",0.0888426527810546,0.0158226277842112,440,5.6149113783557,1.04502771880455e-07
"prim - rec",0.15204205367009,0.0149474561106543,440,10.1717678610019,0
